Name	Arrival	Departure	Mass_t	Class
布政	08:00:00	08:00:00	215.34	-
张家潭	08:01:52	08:02:22	215.34	Class2
同德路	08:05:01	08:05:31	215.34	Class4
石碶	08:07:15	08:07:45	216.42	Class2
雅渡	08:09:11	08:09:41	220.6	Class4
庙堰	08:11:50	08:12:20	215.34	Class2
钟公庙	08:13:56	08:14:26	226.0	Class3
鄞州区政府	08:16:01	08:16:31	215.64	Class4
钱湖南路	08:18:43	08:19:13	215.94	Class3
南高教园区	08:20:49	08:21:19	215.84	Class2
下应路	08:23:13	08:23:43	215.44	Class3
大洋江	08:25:24	08:25:54	216.74	Class2
泗港	08:27:21	08:27:51	217.12	Class2
曹隘	08:30:01	08:30:31	220.1	Class3
柳隘	08:32:17	08:32:47	219.9	Class2
海晏北路	08:34:23	08:34:53	221.5	Class4
民安东路	08:36:16	08:36:46	215.92	Class2
会展中心	08:38:05	08:38:35	222.6	Class3
院士路	08:40:36	08:41:06	215.74	Class4
盎孟港	08:42:34	08:43:04	215.44	Class2
三官堂	08:45:16	08:45:46	215.74	Class2
兴庄路	08:47:30	08:48:00	217.44	Class3
兴海南路	08:49:27	08:49:57	215.74	Class2
梅堰	08:51:15	08:51:45	215.34	Class2
永茂路	08:56:43	08:57:13	215.64	Class2
镇海大道	08:59:49	09:00:19	215.44	Class4
骆驼桥	09:02:15	09:02:15	215.34	Class2
