Name	Arrival	Departure	Mass_t	Class
布政	08:00:00	08:00:00	215.34	-
张家潭	08:01:52	08:02:22	215.24	Class2
同德路	08:04:50	08:05:20	215.34	Class2
石碶	08:07:04	08:07:34	216.62	Class2
雅渡	08:08:56	08:09:26	222.3	Class3
庙堰	08:11:35	08:12:05	215.84	Class2
钟公庙	08:13:41	08:14:11	215.94	Class3
鄞州区政府	08:15:37	08:16:07	228.1	Class2
钱湖南路	08:18:15	08:18:45	215.94	Class2
南高教园区	08:20:21	08:20:51	215.54	Class2
下应路	08:22:41	08:23:11	219.02	Class2
大洋江	08:25:02	08:25:32	216.44	Class4
泗港	08:27:08	08:27:38	217.72	Class4
曹隘	08:29:55	08:30:25	216.34	Class4
柳隘	08:32:11	08:32:41	216.94	Class2
海晏北路	08:34:13	08:34:43	225.5	Class3
民安东路	08:36:08	08:36:38	219.32	Class3
会展中心	08:37:54	08:38:24	217.62	Class2
院士路	08:40:19	08:40:49	220.12	Class3
盎孟港	08:42:17	08:42:47	228.0	Class2
三官堂	08:44:59	08:45:29	215.44	Class2
兴庄路	08:47:08	08:47:38	218.42	Class2
兴海南路	08:49:05	08:49:35	218.92	Class2
梅堰	08:50:53	08:51:23	215.64	Class2
永茂路	08:56:21	08:56:51	217.12	Class2
镇海大道	08:59:12	08:59:42	215.64	Class2
骆驼桥	09:01:44	09:01:44	215.34	Class3
