Name	Arrival	Departure	Mass_t	Class
布政	08:00:00	08:00:00	215.34	-
张家潭	08:02:01	08:02:31	215.34	Class4
同德路	08:05:10	08:05:40	215.24	Class4
石碶	08:07:24	08:07:54	216.72	Class2
雅渡	08:09:14	08:09:44	216.14	Class2
庙堰	08:11:56	08:12:26	215.74	Class3
钟公庙	08:14:02	08:14:32	215.34	Class3
鄞州区政府	08:15:58	08:16:28	228.2	Class2
钱湖南路	08:18:40	08:19:10	228.0	Class3
南高教园区	08:20:46	08:21:16	216.04	Class2
下应路	08:23:06	08:23:36	215.54	Class2
大洋江	08:25:17	08:25:47	216.64	Class2
泗港	08:27:19	08:27:49	215.54	Class3
曹隘	08:29:59	08:30:29	217.72	Class3
柳隘	08:32:22	08:32:52	224.8	Class4
海晏北路	08:34:24	08:34:54	216.22	Class3
民安东路	08:36:17	08:36:47	215.64	Class2
会展中心	08:38:03	08:38:33	216.54	Class2
院士路	08:40:28	08:40:58	216.74	Class3
盎孟港	08:42:26	08:42:56	215.84	Class2
三官堂	08:45:08	08:45:38	228.2	Class2
兴庄路	08:47:22	08:47:52	216.94	Class3
兴海南路	08:49:19	08:49:49	215.54	Class2
梅堰	08:51:11	08:51:41	217.22	Class3
永茂路	08:56:39	08:57:09	215.84	Class2
镇海大道	08:59:30	09:00:00	215.54	Class2
骆驼桥	09:01:56	09:01:56	215.74	Class2
