站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,116.65,116.65,30.0,146.65,1428.27,1428.0,44.08,65.13,44.06,2334,63.72,1063,64.13,64.95,13539.04,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,150.85,150.85,30.0,180.85,2019.36,2017.0,48.19,64.83,48.18,3018,63.38,1764,64.05,64.51,18450.45,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,105.4,105.4,30.0,135.4,1330.95,1332.0,45.46,77.02,45.44,2109,75.96,622,76.44,76.89,15511.59,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,82.9,82.9,30.0,112.9,828.14,827.0,35.96,71.48,35.94,1659,69.53,272,69.87,71.33,12730.72,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,130.4,130.4,30.0,160.4,1860.78,1860.0,51.37,77.37,51.35,2609,76.71,1105,77.15,77.31,21677.41,215.54,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,95.05,95.05,30.0,125.05,1087.27,1086.0,41.18,74.01,41.16,1902,72.85,479,73.43,73.9,14466.7,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,89.45,89.45,30.0,119.45,984.69,984.0,39.63,77.23,39.61,1790,75.92,280,77.0,77.13,13216.16,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,127.5,127.5,30.0,157.5,1811.53,1811.0,51.15,77.22,51.13,2551,76.75,1066,77.1,77.16,19007.63,215.64,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,96.75,96.75,30.0,126.75,1168.54,1155.0,43.48,77.12,43.46,1936,76.26,465,76.99,77.06,14913.44,215.54,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,111.25,111.25,30.0,141.25,1452.53,1452.0,47.0,77.22,46.98,2226,76.65,724,77.13,77.18,21200.81,215.84,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,101.9,101.9,30.0,131.9,1213.35,1214.0,42.87,71.5,42.85,2039,70.82,642,71.28,71.45,13650.69,215.94,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,87.75,87.75,30.0,117.75,958.59,957.0,39.33,75.47,39.3,1756,72.31,323,72.39,75.19,13779.07,215.84,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,129.0,129.0,30.0,159.0,1799.51,1798.0,50.22,76.72,50.2,2581,75.19,1060,76.38,76.52,19689.8,215.84,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,107.2,107.2,30.0,137.2,1307.55,1307.0,43.91,75.0,43.89,2145,73.02,484,74.18,74.6,20612.28,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,89.0,89.0,30.0,119.0,980.99,980.0,39.68,77.24,39.66,1781,76.02,291,77.01,77.17,14380.91,216.14,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,84.35,84.35,30.0,114.35,864.73,865.0,36.91,72.59,36.88,1688,70.85,243,71.67,72.5,15581.94,216.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,77.4,77.4,30.0,107.4,725.53,724.0,33.75,67.48,33.72,1549,65.91,209,67.01,67.4,12077.96,216.34,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,25,24,07/0470424,70424,5014,UP,工作日平峰,0.0,115.25,115.25,30.0,145.25,1551.21,1562.0,48.45,77.04,48.43,2306,76.43,831,76.92,76.96,14812.46,216.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
