站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,79,78,07/1871878,71878,5014,UP,工作日平峰,0.0,116.25,116.25,30.0,146.25,1428.93,1428.0,44.25,65.54,44.23,2326,64.03,1054,64.56,65.33,13329.53,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,79,78,07/1871878,71878,5014,UP,工作日平峰,0.0,150.75,150.75,30.0,180.75,2020.34,2017.0,48.25,64.19,48.23,3016,62.74,1786,63.71,63.87,17199.13,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,79,78,07/1871878,71878,5014,UP,工作日平峰,0.0,110.3,110.3,30.0,140.3,1331.7,1332.0,43.46,67.66,43.44,2207,66.55,893,67.11,67.53,13682.47,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,79,78,07/1871878,71878,5014,UP,工作日平峰,0.0,78.25,78.25,30.0,108.25,827.15,827.0,38.05,72.6,38.03,1566,71.22,283,72.28,72.48,12257.05,215.64,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,79,78,07/1871878,71878,5014,UP,工作日平峰,0.0,134.3,134.3,30.0,164.3,1860.57,1860.0,49.87,73.14,49.86,2687,70.44,1279,71.25,72.91,20309.56,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,79,78,07/1871878,71878,5014,UP,工作日平峰,0.0,96.15,96.15,30.0,126.15,1088.7,1086.0,40.76,69.47,40.74,1924,66.0,562,66.18,69.2,12827.85,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,79,78,07/1871878,71878,5014,UP,工作日平峰,0.0,89.9,89.9,30.0,119.9,984.88,984.0,39.44,67.52,39.42,1799,66.69,524,67.22,67.49,10096.52,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,79,78,07/1871878,71878,5014,UP,工作日平峰,0.0,131.85,131.85,30.0,161.85,1812.12,1811.0,49.48,71.87,49.46,2638,70.8,1268,71.4,71.67,17908.94,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,79,78,07/1871878,71878,5014,UP,工作日平峰,0.0,101.4,101.4,30.0,131.4,1170.07,1155.0,41.54,65.35,41.52,2029,64.46,773,65.21,65.31,12717.43,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,79,78,07/1871878,71878,5014,UP,工作日平峰,0.0,114.7,114.7,30.0,144.7,1452.46,1452.0,45.59,70.14,45.57,2295,69.15,904,69.76,70.05,18025.83,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
