message,trainID,stationID,time,delay,received_at
trainDeparture,priority_history_trip001,STA_1,28800.0,0.0,2026-07-06T13:02:19
trainDeparture,priority_history_trip001,STA_1,28800.0,0.0,2026-07-06T13:06:00
trainDeparture,priority_history_trip001,STA_1,28800.0,0.0,2026-07-06T13:09:27
trainDeparture,priority_history_trip001,STA_1,28800.0,0.0,2026-07-06T13:10:35
trainDeparture,priority_history_trip001,STA_1,28800.0,0.0,2026-07-06T13:12:55
trainDeparture,priority_history_trip001,STA_1,28800.0,0.0,2026-07-06T13:17:53
trainDeparture,priority_history_trip001,STA_1,28800.0,0.0,2026-07-06T13:22:58
trainDeparture,priority_history_trip001,STA_1,28800.0,0.0,2026-07-06T13:27:55
trainDeparture,priority_history_trip001,STA_1,28800.0,0.0,2026-07-06T13:48:50
trainArrival,priority_history_trip001,STA_2,28900.0,-18.0,2026-07-06T13:02:39
trainArrival,priority_history_trip001,STA_2,28900.0,-18.0,2026-07-06T13:07:33
trainArrival,priority_history_trip001,STA_2,28900.0,-18.0,2026-07-06T13:09:34
trainArrival,priority_history_trip001,STA_2,28900.0,-18.0,2026-07-06T13:10:40
trainArrival,priority_history_trip001,STA_2,28900.0,-18.0,2026-07-06T13:13:11
trainArrival,priority_history_trip001,STA_2,28900.0,-18.0,2026-07-06T13:18:23
trainArrival,priority_history_trip001,STA_2,28900.0,-18.0,2026-07-06T13:23:09
trainArrival,priority_history_trip001,STA_2,28908.0,-10.0,2026-07-06T13:28:01
trainArrival,priority_history_trip001,STA_2,28909.0,-9.0,2026-07-06T13:48:59
trainDeparture,priority_history_trip001,STA_2,28948.0,0.0,2026-07-06T13:02:39
trainDeparture,priority_history_trip001,STA_2,28948.0,0.0,2026-07-06T13:07:33
trainDeparture,priority_history_trip001,STA_2,28948.0,0.0,2026-07-06T13:09:34
trainDeparture,priority_history_trip001,STA_2,28948.0,0.0,2026-07-06T13:10:40
trainDeparture,priority_history_trip001,STA_2,28948.0,0.0,2026-07-06T13:13:11
trainDeparture,priority_history_trip001,STA_2,28948.0,0.0,2026-07-06T13:18:23
trainDeparture,priority_history_trip001,STA_2,28948.0,0.0,2026-07-06T13:23:09
trainDeparture,priority_history_trip001,STA_2,28948.0,0.0,2026-07-06T13:28:01
trainDeparture,priority_history_trip001,STA_2,28948.0,0.0,2026-07-06T13:48:59
trainPass,priority_history_trip001,STA_2,28949.0,0.0,2026-07-06T13:02:39
trainPass,priority_history_trip001,STA_2,28949.0,0.0,2026-07-06T13:07:33
trainPass,priority_history_trip001,STA_2,28949.0,0.0,2026-07-06T13:09:34
trainPass,priority_history_trip001,STA_2,28949.0,0.0,2026-07-06T13:10:40
trainPass,priority_history_trip001,STA_2,28949.0,0.0,2026-07-06T13:13:11
