message,trainID,time,routeID,received_at
routeEntry,priority_history_trip001,28800.0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],2026-07-06T13:02:19
routeEntry,priority_history_trip001,28800.0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],2026-07-06T13:06:00
routeEntry,priority_history_trip001,28800.0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],2026-07-06T13:09:27
routeEntry,priority_history_trip001,28800.0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],2026-07-06T13:10:35
routeEntry,priority_history_trip001,28800.0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],2026-07-06T13:12:55
routeEntry,priority_history_trip001,28800.0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],2026-07-06T13:17:53
routeEntry,priority_history_trip001,28800.0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],2026-07-06T13:22:58
routeEntry,priority_history_trip001,28800.0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],2026-07-06T13:27:55
routeEntry,priority_history_trip001,28800.0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],2026-07-06T13:48:50
routeEntry,priority_history_trip001,28948.0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],2026-07-06T13:02:39
routeEntry,priority_history_trip001,28948.0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],2026-07-06T13:07:33
routeEntry,priority_history_trip001,28948.0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],2026-07-06T13:09:34
routeEntry,priority_history_trip001,28948.0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],2026-07-06T13:10:40
routeEntry,priority_history_trip001,28948.0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],2026-07-06T13:13:11
routeEntry,priority_history_trip001,28948.0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],2026-07-06T13:18:23
routeEntry,priority_history_trip001,28948.0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],2026-07-06T13:23:09
routeEntry,priority_history_trip001,28948.0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],2026-07-06T13:28:01
routeEntry,priority_history_trip001,28948.0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],2026-07-06T13:48:59
routeEntry,priority_history_trip001,29128.0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],2026-07-06T13:02:39
routeEntry,priority_history_trip001,29128.0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],2026-07-06T13:07:33
routeEntry,priority_history_trip001,29128.0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],2026-07-06T13:09:34
routeEntry,priority_history_trip001,29128.0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],2026-07-06T13:10:40
routeEntry,priority_history_trip001,29128.0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],2026-07-06T13:13:11
routeEntry,priority_history_trip001,29128.0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],2026-07-06T13:18:23
routeEntry,priority_history_trip001,29128.0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],2026-07-06T13:23:09
routeEntry,priority_history_trip001,29128.0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],2026-07-06T13:28:01
routeEntry,priority_history_trip001,29128.0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],2026-07-06T13:48:59
routeEntry,priority_history_trip001,29269.0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],2026-07-06T13:02:39
routeEntry,priority_history_trip001,29269.0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],2026-07-06T13:07:34
routeEntry,priority_history_trip001,29269.0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],2026-07-06T13:09:34
routeEntry,priority_history_trip001,29269.0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],2026-07-06T13:10:40
routeEntry,priority_history_trip001,29269.0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],2026-07-06T13:13:11
routeEntry,priority_history_trip001,29269.0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],2026-07-06T13:18:23
routeEntry,priority_history_trip001,29269.0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],2026-07-06T13:23:09
routeEntry,priority_history_trip001,29269.0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],2026-07-06T13:28:01
routeEntry,priority_history_trip001,29269.0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],2026-07-06T13:49:00
routeEntry,priority_history_trip001,29378.0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],2026-07-06T13:02:39
routeEntry,priority_history_trip001,29378.0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],2026-07-06T13:07:34
routeEntry,priority_history_trip001,29378.0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],2026-07-06T13:09:34
routeEntry,priority_history_trip001,29378.0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],2026-07-06T13:10:41
routeEntry,priority_history_trip001,29378.0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],2026-07-06T13:13:12
routeEntry,priority_history_trip001,29378.0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],2026-07-06T13:18:23
routeEntry,priority_history_trip001,29378.0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],2026-07-06T13:23:09
routeEntry,priority_history_trip001,29378.0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],2026-07-06T13:28:01
routeEntry,priority_history_trip001,29378.0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],2026-07-06T13:49:00
