time,velocity,acceleration,distance,cumulative_energy
0.0,0.0,0.55,0.0,0.2217547595500946
0.05,0.027500000000000004,0.55,0.001375,0.4500144630730113
0.1,0.05500000000000001,0.55,0.004124999999999999,0.6836099629148193
0.15000000000000002,0.08250000000000002,0.55,0.008249999999999999,0.9310377130500038
0.2,0.11000000000000001,0.55,0.013749999999999998,1.19616240708854
0.25,0.1375,0.55,0.020624999999999998,1.4832339421735534
0.30000000000000004,0.16500000000000004,0.55,0.028874999999999994,1.796086745096174
0.35000000000000003,0.19250000000000003,0.55,0.03849999999999999,2.138166984951913
0.4,0.22000000000000003,0.55,0.049499999999999995,2.512579253236295
0.45,0.24750000000000003,0.55,0.06187499999999999,2.922143545981257
0.5,0.275,0.55,0.07562499999999998,3.36938568771078
0.55,0.30250000000000005,0.55,0.09074999999999998,3.8565694562326494
0.6000000000000001,0.33000000000000007,0.55,0.10724999999999997,4.385725233033904
0.65,0.35750000000000004,0.55,0.12512499999999996,4.958634999777148
0.7000000000000001,0.38500000000000006,0.55,0.14437499999999998,5.5769128712884495
0.75,0.41250000000000003,0.55,0.16499999999999998,6.24201093815393
0.8,0.44000000000000006,0.55,0.187,6.955200988558499
0.8500000000000001,0.4675000000000001,0.55,0.21037499999999998,7.717587468909872
0.9,0.49500000000000005,0.55,0.23512499999999997,8.53011861161899
0.9500000000000001,0.5225000000000001,0.55,0.2612499999999999,9.393619573704562
1.0,0.55,0.55,0.28874999999999995,10.308808719168836
1.05,0.5775000000000001,0.55,0.31762499999999994,11.276308955084502
1.1,0.6050000000000001,0.55,0.34787499999999993,12.29665741273413
1.1500000000000001,0.6325000000000002,0.55,0.37949999999999995,13.370306329010093
1.2000000000000002,0.6600000000000001,0.55,0.4125,14.498004587647237
1.25,0.6875,0.55,0.4468749999999999,15.680228887199082
1.3,0.7150000000000001,0.55,0.4826249999999999,16.917075103449374
1.35,0.7425000000000002,0.55,0.5197499999999998,18.208573984078292
1.4000000000000001,0.7700000000000001,0.55,0.5582499999999998,19.554882978004066
1.4500000000000002,0.7975000000000002,0.55,0.5981249999999998,20.956104766691915
1.5,0.8250000000000001,0.55,0.6393749999999998,22.412298155073696
1.55,0.8525000000000001,0.55,0.6819999999999998,23.923519561698996
1.6,0.8800000000000001,0.55,0.7259999999999999,25.489763445357887
1.6500000000000001,0.9075000000000002,0.55,0.7713749999999999,27.110998186060673
1.7000000000000002,0.9350000000000002,0.55,0.818125,28.787182710261153
1.75,0.9625000000000001,0.55,0.8662499999999999,30.518243382977502
