station_pair,v_peak_opt(m/s),t_arrival_opt(s),E_opt(Wh),params
下应路-大洋江,15.482172631124262,109.03927258561937,,"L=1233.0, V_UPPER=22.22, V_MID=12.5, A1=0.55, A2=0.8, A_DEC=-0.5, MASS=215.84, REACH_TOL=0.5, WINDOW=[96.0,117.0]"
