站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
下应路-大洋江,class3,106.0,29.43,30.0,-0.57,105.3,11247.34,11500.42,11257.44,历史原始实测能耗,253.08,real,class3,class3,65,65,strong,energy_first,215.74,UP012_20240702_141702_R603,11.0,613.0
大洋江-泗港,class3,92.0,28.45,29.0,-0.55,92.3,10720.52,10862.25,10596.89,历史原始实测能耗,141.73,real,class3,class3,99,99,strong,energy_first,215.54,UP012_20240702_141702_R603,11.0,614.0
泗港-曹隘,class4,137.0,30.41,31.0,-0.59,134.7,22926.77,23679.39,23511.75,历史原始实测能耗,752.62,real,class4,class4,82,82,strong,energy_first,215.64,UP012_20240702_141702_R603,11.0,615.0
曹隘-柳隘,class4,113.0,28.45,29.0,-0.55,106.65,15929.87,20893.22,20680.8,历史原始实测能耗,4963.35,real,class4,class4,1,1,weak,energy_first,215.44,UP012_20240702_141702_R603,11.0,616.0
柳隘-海晏北路,class4,96.0,43.16,44.0,-0.84,90.3,10234.56,14567.07,14554.41,历史原始实测能耗,4332.51,extrapolated_adjacent,class3,class3,0,35,generated,energy_first,215.34,UP012_20240702_141702_R603,11.0,617.0
海晏北路-民安东路,class4,89.0,29.43,30.0,-0.57,83.8,12381.18,15742.86,15519.16,历史原始实测能耗,3361.68,extrapolated_adjacent,class3,class3,0,41,generated,energy_first,216.72,UP012_20240702_141702_R603,11.0,618.0
民安东路-会展中心,class4,83.0,29.43,30.0,-0.57,76.65,6889.89,12947.32,12913.89,历史原始实测能耗,6057.43,extrapolated_adjacent,class3,class3,0,8,generated,energy_first,216.52,UP012_20240702_141702_R603,11.0,619.0
会展中心-院士路,class4,121.0,28.45,29.0,-0.55,114.35,13311.62,14921.66,14726.63,历史原始实测能耗,1610.04,extrapolated_adjacent,class3,class3,0,104,generated,energy_first,216.32,UP012_20240702_141702_R603,11.0,620.0
院士路-盎孟港,class4,96.0,29.43,30.0,-0.57,90.7,14076.88,19839.46,19763.01,历史原始实测能耗,5762.58,extrapolated_adjacent,class3,class3,0,99,generated,energy_first,216.44,UP012_20240702_141702_R603,11.0,621.0
盎孟港-三官堂,class2,132.0,34.33,35.0,-0.67,137.5,17648.81,16559.61,16249.08,历史原始实测能耗,-1089.2,real,class2,class2,52,52,strong,energy_first,216.44,UP012_20240702_141702_R603,11.0,622.0
三官堂-兴庄路,class1,94.0,30.41,31.0,-0.59,104.05,13128.21,10432.47,10279.45,历史原始实测能耗,-2695.74,extrapolated_adjacent,class2,class2,0,46,generated,energy_first,216.14,UP012_20240702_141702_R603,11.0,623.0
兴庄路-兴海南路,class4,96.0,29.43,30.0,-0.57,91.4,9478.56,12238.06,12122.25,历史原始实测能耗,2759.5,extrapolated_adjacent,class3,class3,0,72,generated,energy_first,215.54,UP012_20240702_141702_R603,11.0,624.0
兴海南路-梅堰,class4,86.0,34.33,35.0,-0.67,82.0,9599.35,13140.81,13045.14,历史原始实测能耗,3541.46,extrapolated_adjacent,class3,class3,0,73,generated,energy_first,215.54,UP012_20240702_141702_R603,11.0,625.0
梅堰-永茂路,class3,313.0,26.49,27.0,-0.51,329.25,29934.44,26139.14,26339.12,历史原始实测能耗,-3795.3,real,class3,class3,20,20,strong,energy_first,215.54,UP012_20240702_141702_R603,7.0,626.0
永茂路-镇海大道,class2,141.0,27.47,28.0,-0.53,142.35,17129.64,17949.13,17534.85,历史原始实测能耗,819.49,real,class2,class2,59,59,strong,energy_first,215.44,UP012_20240702_141702_R603,11.0,627.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,116.45,20051.62,20165.48,19886.09,历史原始实测能耗,113.86,real,class2,class2,101,101,strong,energy_first,215.34,UP012_20240702_141702_R603,11.0,628.0
--- 总计 ---,节能率: 8.68%,3038.1,769.05,784.0,-14.95,3807.1499999999996,373411.12,408890.5,403709.0,历史原始实测能耗,35479.38,,,,,,,energy_first,,,,
