trip_no,comparison,section_index,站间区间,区间载重(t),载重来源,全局趟次ID,历史segment,历史来源run_id,归一化区间里程(km),载重里程(t·km),规划OT区间里程(km),历史OT区间里程(km),规划OT区间机械能(kWh),历史OT区间机械能(kWh),规划单位能耗[kWh/(t·km)],历史单位能耗[kWh/(t·km)],区间节能率(%)
10,standard_dp,1,布政-张家潭,215.24,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,494.0,1.42841,307.450968,1.428,1.428,13.42766667,13.03025,0.0436741726,0.0423815546,-3.049954
10,standard_dp,2,张家潭-同德路,215.24,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,495.0,2.02124,435.051698,2.017,2.017,16.61519444,17.01330556,0.0381913104,0.0391063997,2.339999
10,standard_dp,3,同德路-石碶,215.24,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,496.0,1.33052,286.381125,1.331,1.331,12.97044444,12.11133333,0.0452908496,0.0422909622,-7.093448
10,standard_dp,4,石碶-雅渡,215.24,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,497.0,0.82745,178.100338,0.827,0.827,10.29736111,10.71072222,0.0578177516,0.0601386968,3.859321
10,standard_dp,5,雅渡-庙堰,215.34,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,498.0,1.86125,400.801575,1.86,1.86,21.59591667,21.11908333,0.0538818159,0.0526921166,-2.257832
10,standard_dp,6,庙堰-钟公庙,215.44,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,499.0,1.08706,234.196206,1.086,1.086,12.76416667,12.93111111,0.0545020215,0.0552148615,1.291029
10,standard_dp,7,钟公庙-鄞州区政府,215.34,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,500.0,0.98469,212.043145,0.984,0.984,8.38655556,10.32713889,0.0395511752,0.0487030076,18.791103
10,standard_dp,8,鄞州区政府-钱湖南路,215.54,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,501.0,1.81332,390.842993,1.811,1.811,15.55766667,15.95194444,0.0398054128,0.0408142009,2.47166
10,standard_dp,9,钱湖南路-南高教园区,215.54,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,502.0,1.16921,252.011523,1.155,1.155,13.66452778,13.56502778,0.0542218371,0.0538270139,-0.733504
10,standard_dp,10,南高教园区-下应路,215.54,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,503.0,1.45263,313.09987,1.452,1.452,17.33305556,17.10236111,0.0553595105,0.0546227027,-1.348904
10,standard_dp,11,下应路-大洋江,215.84,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,504.0,1.21451,262.139838,1.214,1.214,12.55755556,11.67172222,0.0479040333,0.0445247937,-7.589568
10,standard_dp,12,大洋江-泗港,215.94,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,505.0,0.95826,206.926664,0.958,0.958,10.92069444,10.17708333,0.0527756753,0.0491820779,-7.306721
10,standard_dp,13,泗港-曹隘,215.84,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,506.0,1.7985,388.18824,1.798,1.798,22.51897222,23.43622222,0.0580104442,0.0603733442,3.913813
10,standard_dp,14,曹隘-柳隘,215.94,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,507.0,1.30761,282.365303,1.308,1.308,16.19697222,20.55305556,0.0573617652,0.0727888849,21.194334
10,standard_dp,15,柳隘-海晏北路,216.04,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,508.0,0.98079,211.889872,0.98,0.98,11.49975,13.41586111,0.0542722968,0.0633152543,14.282431
10,standard_dp,16,海晏北路-民安东路,216.64,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,509.0,0.86497,187.387101,0.866,0.866,13.50783333,14.96272222,0.0720851824,0.0798492647,9.723424
10,standard_dp,17,民安东路-会展中心,216.94,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,510.0,0.72614,157.528812,0.724,0.724,9.69430556,11.86972222,0.0615398888,0.0753495319,18.327444
10,standard_dp,18,会展中心-院士路,216.84,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,511.0,1.55202,336.540017,1.562,1.5621,14.71,14.73033333,0.0437095123,0.0437699311,0.138037
10,standard_dp,19,院士路-盎孟港,216.24,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,512.0,0.99437,215.022569,0.994,0.994,16.58430556,17.0425,0.0771282087,0.0792591219,2.68854
10,standard_dp,20,盎孟港-三官堂,215.94,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,513.0,1.87872,405.690797,1.8759,1.876,16.76072222,15.33761111,0.0413140312,0.0378061598,-9.278571
10,standard_dp,21,三官堂-兴庄路,215.54,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,514.0,1.08085,232.966409,1.082,1.082,11.86097222,10.08725,0.0509128001,0.0432991608,-17.583804
10,standard_dp,22,兴庄路-兴海南路,215.24,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,515.0,0.95884,206.380722,0.958,0.958,16.23463889,11.14811111,0.0786635436,0.0540172116,-45.626813
10,standard_dp,23,兴海南路-梅堰,215.24,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,516.0,0.83408,179.527379,0.833,0.833,11.59991667,12.09608333,0.0646136356,0.0673773738,4.101879
10,standard_dp,24,梅堰-永茂路,215.34,traceable_standard_plan_MASS,UP010_20240702_094840_R494,6.0,517.0,3.67619,791.630755,3.6761,3.6759,26.34069444,25.73591667,0.0332739655,0.0325100011,-2.349937
10,standard_dp,25,永茂路-镇海大道,215.34,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,518.0,2.13361,459.451577,2.1311,2.131,15.94719444,16.07163889,0.0347091951,0.0349800494,0.774311
10,standard_dp,26,镇海大道-骆驼桥,215.24,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,519.0,1.59667,343.667251,1.5929,1.5931,15.36869444,17.77141667,0.0447196944,0.0517111148,13.52015
10,dwell5_dp,1,布政-张家潭,215.24,traceable_standard_plan_MASS,UP010_20240702_094840_R494,9.0,494.0,1.42841,307.450968,1.428,1.428,13.42766667,13.03025,0.0436741726,0.0423815546,-3.049954
