section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,112,113,07/2973012,0,2335,mps,44.75,65.11,1022,0.92,66.78,66.57,65.5,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,112,113,07/2973012,0,3035,mps,48.73,63.79,1785,0.92,65.21,64.92,64.79,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,112,113,07/2973012,0,2215,mps,43.97,65.78,929,0.92,66.6,66.56,66.42,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,112,113,07/2973012,0,1693,mps,35.74,62.59,438,0.92,65.28,65,62.89,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,112,113,07/2973012,0,2642,mps,51.51,74.73,1211,0.92,76.29,76.12,75.32,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,112,113,07/2973012,0,1941,mps,40.97,64.68,677,0.92,67.8,67.55,64.82,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,112,113,07/2973012,0,1857,mps,38.76,62.82,610,0.92,64.58,64.41,63.26,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,112,113,07/2973012,0,2635,mps,50.28,71.79,1275,0.92,72.64,72.51,72.38,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,112,113,07/2973012,0,1998,mps,42.81,67.6,719,0.92,68.51,68.45,68.26,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,112,113,07/2973012,0,2311,mps,45.94,68.49,954,0.92,69.3,69.19,69.06,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,112,113,07/2973012,0,2156,mps,41.19,60.76,933,0.92,61.49,61.45,61.38,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,112,113,07/2973012,0,1837,mps,38.17,60.05,619,0.92,61.25,61.13,60.84,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,112,113,07/2973012,0,2689,mps,48.94,77.99,961,0.92,79.06,78.81,78.71,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,112,113,07/2973012,0,2129,mps,44.92,74.86,454,0.92,77.28,77.05,75.83,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,112,113,07/2973012,0,1773,mps,40.43,77.63,287,0.92,78.86,78.82,78.65,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,112,113,07/2973012,0,1682,mps,37.62,72.24,253,0.92,74.16,74.08,72.72,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,112,113,07/2973012,0,1540,mps,34.45,67.18,208,0.92,68.78,68.7,68.32,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,112,113,07/2973012,0,2321,mps,48.93,75.99,847,0.92,77.96,77.74,76.37,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,112,113,07/2973012,0,1832,mps,39.72,66.73,503,0.92,68.3,68.2,67.61,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,112,113,07/2973012,0,2833,mps,48.49,66.09,1545,0.92,67.8,67.47,66.51,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,112,113,07/2973012,0,2083,mps,37.95,53.87,969,0.92,55.38,55.33,54.27,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
22,兴庄路-兴海南路,112,113,07/2973012,0,1865,mps,37.58,57.65,735,0.92,58.78,58.72,58.14,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx,
25,永茂路-镇海大道,112,113,07/2973012,0,2849,mps,54.72,78.27,1333,0.92,78.73,78.65,78.59,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx,
26,镇海大道-骆驼桥,112,113,07/2973012,0,2339,mps,49.91,78.34,863,0.92,78.84,78.81,78.76,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx,
