run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,81.4,82.95,1.230651,0.864984,0.981616,20.577778,18.025882,-2.551896
07/0850712|50712|5012|UP,81.5,82.95,1.331768,0.938605,0.976961,20.637178,18.025882,-2.611296
07/0850714|50714|5012|UP,81.25,82.95,1.296524,0.905737,0.979293,20.572222,18.025882,-2.54634
07/0951902|51902|5012|UP,81.1,82.95,1.302156,0.931424,0.979403,20.580086,18.025882,-2.554204
07/0951904|51904|5012|UP,81.3,82.95,1.328423,0.926179,0.977651,20.627778,18.025882,-2.601896
07/0951912|51912|5012|UP,81.35,82.95,1.47089,1.039316,0.970726,20.588889,18.025882,-2.563007
07/1050304|50304|5012|UP,81.25,82.95,1.276131,0.895425,0.980141,20.555556,18.025882,-2.529674
07/1053002|53002|5012|UP,81.75,82.95,1.217805,0.881172,0.980376,20.450607,18.025882,-2.424725
07/1251004|51004|5012|UP,81.55,82.95,1.377264,0.964783,0.975535,20.575085,18.025882,-2.549203
07/1251012|51012|5012|UP,81.35,82.95,1.327842,0.93568,0.977354,20.613889,18.025882,-2.588007
