站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,30.0,30.0,0.0,115.8,12947.95,13178.69,13422.62,历史原始实测能耗,230.74,real,class3,class3,80,80,strong,energy_first,215.24,UP050_20240709_083231_R2671,49.0,2671.0
张家潭-同德路,class1,141.0,29.0,29.0,0.0,151.8,18286.54,17269.77,17115.41,历史原始实测能耗,-1016.77,extrapolated_adjacent,class2,class2,0,8,generated,energy_first,215.82,UP050_20240709_083231_R2671,49.0,2672.0
同德路-石碶,class3,109.0,34.0,34.0,0.0,105.5,13222.47,16331.76,16111.42,历史原始实测能耗,3109.29,real,class3,class3,60,60,strong,energy_first,216.62,UP050_20240709_083231_R2671,49.0,2673.0
石碶-雅渡,class2,80.0,29.0,29.0,0.0,78.15,10926.09,13072.81,12817.17,历史原始实测能耗,2146.72,real,class2,class2,38,38,strong,energy_first,222.3,UP050_20240709_083231_R2671,49.0,2674.0
雅渡-庙堰,class3,131.9,30.0,30.0,0.0,133.0,20864.29,21239.45,21172.62,历史原始实测能耗,375.16,real,class3,class3,67,67,strong,energy_first,224.3,UP050_20240709_083231_R2671,49.0,2675.0
庙堰-钟公庙,class3,96.0,30.0,30.0,0.0,93.75,13547.41,16456.49,16828.23,历史原始实测能耗,2909.08,real,class3,class3,84,84,strong,energy_first,226.0,UP050_20240709_083231_R2671,49.0,2676.0
钟公庙-鄞州区政府,class3,90.0,41.0,41.0,0.0,89.6,10706.89,13387.89,13079.08,历史原始实测能耗,2681.0,real,class3,class3,108,108,strong,energy_first,228.1,UP050_20240709_083231_R2671,49.0,2677.0
鄞州区政府-钱湖南路,class2,128.0,29.0,29.0,0.0,127.1,19297.11,18294.85,18468.51,历史原始实测能耗,-1002.26,real,class2,class2,45,45,strong,energy_first,222.1,UP050_20240709_083231_R2671,49.0,2678.0
钱湖南路-南高教园区,class3,100.0,34.0,34.0,0.0,97.05,14481.12,16331.04,16986.31,历史原始实测能耗,1849.92,real,class3,class3,63,63,strong,energy_first,220.8,UP050_20240709_083231_R2671,49.0,2679.0
南高教园区-下应路,class2,110.0,30.0,30.0,0.0,110.75,22131.68,20003.75,20758.56,历史原始实测能耗,-2127.93,real,class2,class2,44,44,strong,energy_first,221.5,UP050_20240709_083231_R2671,49.0,2680.0
下应路-大洋江,class2,101.0,30.0,30.0,0.0,101.6,13733.62,14398.99,14234.01,历史原始实测能耗,665.37,real,class2,class2,41,41,strong,energy_first,222.1,UP050_20240709_083231_R2671,49.0,2681.0
大洋江-泗港,class3,92.0,29.0,29.0,0.0,91.2,10918.39,12040.74,12019.38,历史原始实测能耗,1122.35,real,class3,class3,99,99,strong,energy_first,221.3,UP050_20240709_083231_R2671,49.0,2682.0
泗港-曹隘,class4,137.0,30.0,30.0,0.0,134.15,24803.94,23402.15,24526.91,历史原始实测能耗,-1401.79,real,class4,class4,82,82,strong,energy_first,220.22,UP050_20240709_083231_R2671,49.0,2683.0
曹隘-柳隘,class3,108.0,29.0,29.0,0.0,106.6,16541.66,21445.12,17757.15,历史原始实测能耗,4903.46,real,class3,class3,38,38,strong,energy_first,220.7,UP050_20240709_083231_R2671,49.0,2684.0
柳隘-海晏北路,class3,92.0,45.0,45.0,0.0,88.9,11848.76,15057.47,15357.76,历史原始实测能耗,3208.71,real,class3,class3,35,35,strong,energy_first,221.5,UP050_20240709_083231_R2671,49.0,2685.0
海晏北路-民安东路,class3,85.0,29.0,29.0,0.0,83.9,14700.53,16108.1,15167.23,历史原始实测能耗,1407.57,real,class3,class3,41,41,strong,energy_first,223.5,UP050_20240709_083231_R2671,49.0,2686.0
民安东路-会展中心,class3,79.0,30.0,30.0,0.0,76.75,12228.81,12502.76,12496.67,历史原始实测能耗,273.95,real,class3,class3,8,8,strong,energy_first,222.6,UP050_20240709_083231_R2671,48.0,2687.0
会展中心-院士路,class3,115.0,29.0,29.0,0.0,114.55,14665.99,15204.13,14807.94,历史原始实测能耗,538.14,real,class3,class3,104,104,strong,energy_first,220.12,UP050_20240709_083231_R2671,48.0,2688.0
院士路-盎孟港,class3,91.0,29.0,29.0,0.0,89.7,16982.2,19539.09,18555.06,历史原始实测能耗,2556.89,real,class3,class3,99,99,strong,energy_first,218.02,UP050_20240709_083231_R2671,48.0,2689.0
盎孟港-三官堂,class2,132.0,29.0,29.0,0.0,130.8,17956.8,19385.85,19606.2,历史原始实测能耗,1429.05,real,class2,class2,52,52,strong,energy_first,216.32,UP050_20240709_083231_R2671,48.0,2690.0
三官堂-兴庄路,class1,94.0,32.0,32.0,0.0,98.0,13559.76,11614.76,12513.34,历史原始实测能耗,-1945.0,extrapolated_adjacent,class2,class2,0,46,generated,energy_first,215.94,UP050_20240709_083231_R2671,48.0,2691.0
兴庄路-兴海南路,class2,87.0,30.0,30.0,0.0,88.25,16437.81,16090.4,15764.62,历史原始实测能耗,-347.41,real,class2,class2,30,30,strong,energy_first,215.84,UP050_20240709_083231_R2671,48.0,2692.0
兴海南路-梅堰,class3,82.0,30.0,30.0,0.0,81.3,11149.37,13317.39,13266.62,历史原始实测能耗,2168.02,real,class3,class3,73,73,strong,energy_first,215.74,UP050_20240709_083231_R2671,48.0,2693.0
梅堰-永茂路,class3,313.0,27.0,27.0,0.0,318.15,30317.12,28999.52,30126.39,历史原始实测能耗,-1317.6,real,class3,class3,20,20,strong,energy_first,215.74,UP050_20240709_083231_R2671,38.0,2694.0
永茂路-镇海大道,class2,141.0,27.0,27.0,0.0,142.45,18217.2,17855.14,18546.93,历史原始实测能耗,-362.06,real,class2,class2,59,59,strong,energy_first,215.74,UP050_20240709_083231_R2671,48.0,2695.0
