trip_no,section,global_trip_id,source_run_id,absolute_start,absolute_end,trainset,run_time_s,real_energy_wh,model_energy_wh,mass_t,run_class,quality_label,period
50,布政-张家潭,UP050_20240709_083231_R2671,2671,2024-07-09 08:32:31,2024-07-09 08:34:26,5012,115.8,13178.686218881945,13422.624695650507,215.24,3,0,
50,张家潭-同德路,UP050_20240709_083231_R2671,2672,2024-07-09 08:34:56,2024-07-09 08:37:28,5012,151.8,17269.773625270835,17115.41031940883,215.82,3,0,
50,同德路-石碶,UP050_20240709_083231_R2671,2673,2024-07-09 08:37:57,2024-07-09 08:39:43,5012,105.5,16331.762009972223,16111.419168362292,216.62,2,0,
50,石碶-雅渡,UP050_20240709_083231_R2671,2674,2024-07-09 08:40:17,2024-07-09 08:41:36,5012,78.15,13072.814588631945,12817.167757857453,222.3,2,0,
50,雅渡-庙堰,UP050_20240709_083231_R2671,2675,2024-07-09 08:42:05,2024-07-09 08:44:18,5012,133.0,21239.446948708333,21172.620967063573,224.3,3,0,
50,庙堰-钟公庙,UP050_20240709_083231_R2671,2676,2024-07-09 08:44:48,2024-07-09 08:46:22,5012,93.75,16456.488842277777,16828.231953386814,226.0,2,0,
50,钟公庙-鄞州区政府,UP050_20240709_083231_R2671,2677,2024-07-09 08:46:52,2024-07-09 08:48:21,5012,89.6,13387.89065590278,13079.078712041097,228.1,3,0,
50,鄞州区政府-钱湖南路,UP050_20240709_083231_R2671,2678,2024-07-09 08:49:02,2024-07-09 08:51:09,5012,127.1,18294.84931620139,18468.508236155853,222.1,2,0,
50,钱湖南路-南高教园区,UP050_20240709_083231_R2671,2679,2024-07-09 08:51:38,2024-07-09 08:53:15,5012,97.05,16331.042979138889,16986.309051351494,220.8,2,0,
50,南高教园区-下应路,UP050_20240709_083231_R2671,2680,2024-07-09 08:53:49,2024-07-09 08:55:40,5012,110.75,20003.751939465274,20758.564446462577,221.5,2,0,
50,下应路-大洋江,UP050_20240709_083231_R2671,2681,2024-07-09 08:56:10,2024-07-09 08:57:51,5012,101.6,14398.994397395832,14234.010148910627,222.1,2,0,
50,大洋江-泗港,UP050_20240709_083231_R2671,2682,2024-07-09 08:58:21,2024-07-09 08:59:52,5012,91.2,12040.739506743059,12019.375145743801,221.3,3,0,
50,泗港-曹隘,UP050_20240709_083231_R2671,2683,2024-07-09 09:00:21,2024-07-09 09:02:35,5012,134.15,23402.148123722225,24526.905229468743,220.22,4,0,
50,曹隘-柳隘,UP050_20240709_083231_R2671,2684,2024-07-09 09:03:05,2024-07-09 09:04:52,5012,106.6,21445.117100215277,17757.149994084808,220.7,2,0,
50,柳隘-海晏北路,UP050_20240709_083231_R2671,2685,2024-07-09 09:05:21,2024-07-09 09:06:50,5012,88.9,15057.46935904861,15357.75854127615,221.5,2,0,
50,海晏北路-民安东路,UP050_20240709_083231_R2671,2686,2024-07-09 09:07:35,2024-07-09 09:08:59,5012,83.9,16108.101486520834,15167.232994217487,223.5,2,0,
50,民安东路-会展中心,UP050_20240709_083231_R2671,2687,2024-07-09 09:09:28,2024-07-09 09:10:45,5012,76.75,12502.7586633125,12496.668626849569,222.6,2,0,
50,会展中心-院士路,UP050_20240709_083231_R2671,2688,2024-07-09 09:11:15,2024-07-09 09:13:09,5012,114.55,15204.132992534722,14807.944231712889,220.12,3,0,
50,院士路-盎孟港,UP050_20240709_083231_R2671,2689,2024-07-09 09:13:38,2024-07-09 09:15:08,5012,89.7,19539.08665523611,18555.056680688762,218.02,3,0,
50,盎孟港-三官堂,UP050_20240709_083231_R2671,2690,2024-07-09 09:15:37,2024-07-09 09:17:48,5012,130.8,19385.851503604168,19606.20089399388,216.32,2,0,
50,三官堂-兴庄路,UP050_20240709_083231_R2671,2691,2024-07-09 09:18:17,2024-07-09 09:19:55,5012,98.0,11614.755642020833,12513.342295904826,215.94,2,0,
50,兴庄路-兴海南路,UP050_20240709_083231_R2671,2692,2024-07-09 09:20:27,2024-07-09 09:21:55,5012,88.25,16090.404295805556,15764.61645877597,215.84,2,0,
50,兴海南路-梅堰,UP050_20240709_083231_R2671,2693,2024-07-09 09:22:25,2024-07-09 09:23:46,5012,81.3,13317.394136652776,13266.622805137024,215.74,3,0,
50,梅堰-永茂路,UP050_20240709_083231_R2671,2694,2024-07-09 09:24:16,2024-07-09 09:29:34,5012,318.15,28999.516311930558,30126.393659774676,215.74,3,0,
50,永茂路-镇海大道,UP050_20240709_083231_R2671,2695,2024-07-09 09:30:01,2024-07-09 09:32:24,5012,142.45,17855.13673025,18546.927156815247,215.74,2,0,
50,镇海大道-骆驼桥,UP050_20240709_083231_R2671,2696,2024-07-09 09:32:51,2024-07-09 09:34:48,5012,117.1,20511.4962756875,20164.40518254106,215.64,2,0,
