station_pair,target_l_from_data_m,class3_time_median_s,class3_target_time_s,class3_peak_speed_ref_mps,class3_peak_speed_ref_kmh,T_acc_ref_s,T_mid_ref_s,T_br_ref_s,D_acc_ref_m,D_mid_ref_m,D_br_ref_m,ref_curve_distance_m,mass_median,n_runs_class3
梅堰-永茂路,3733.62185185185,327.55,313.0,15.931832506857575,57.35459702468727,157.15,101.9,68.5,1657.2425204690608,1594.599278433409,490.44888069251283,3742.2906795949925,215.44,13
