send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,20,,07/0370319,19,0,2330,max,65.52,44.13,63.83,1066,65.52,65.32,64.28,0,65.52,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip020,"<setPositionSpeed trainID=""priority_history_trip020"" speed=""65.52"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,20,,07/0370319,19,0,3030,max,64.08,48.01,62.67,1793,64.08,63.82,63.61,0,64.08,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip020,"<setPositionSpeed trainID=""priority_history_trip020"" speed=""64.08"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,20,,07/0370319,19,0,2180,max,69.48,43.96,68.08,850,69.48,69.27,68.57,0,69.48,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip020,"<setPositionSpeed trainID=""priority_history_trip020"" speed=""69.48"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,20,,07/0370319,19,0,1642,max,72.12,36.28,69.54,234,72.12,72.01,69.99,0,72.12,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip020,"<setPositionSpeed trainID=""priority_history_trip020"" speed=""72.12"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,20,,07/0370319,19,0,2625,max,75.29,51.03,73.68,1197,75.29,75.17,74.31,0,75.29,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip020,"<setPositionSpeed trainID=""priority_history_trip020"" speed=""75.29"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,20,,07/0370319,19,0,1934,max,68.6,40.49,65.51,626,68.6,68.27,65.8,0,68.6,single-route,,,,,priority_history_trip020,,
7,钟公庙-鄞州区政府,20,,07/0370319,19,0,1816,max,67.57,39.04,66.75,522,67.57,67.52,67.43,0,67.57,single-route,,,,,priority_history_trip020,,
8,鄞州区政府-钱湖南路,20,,07/0370319,19,0,2650,max,70.84,49.22,69.84,1290,70.84,70.71,70.44,0,70.84,single-route,,,,,priority_history_trip020,,
9,钱湖南路-南高教园区,20,,07/0370319,19,0,2009,max,69.04,41.9,66.8,682,69.04,68.55,67.18,0,69.04,single-route,,,,,priority_history_trip020,,
10,南高教园区-下应路,20,,07/0370319,19,0,2312,max,70.14,45.24,69.05,942,70.14,69.99,69.69,0,70.14,single-route,,,,,priority_history_trip020,,
11,下应路-大洋江,20,,07/0370319,19,0,2082,max,65.64,41.97,64.56,786,65.64,65.52,65.27,0,65.64,single-route,,,,,priority_history_trip020,,
12,大洋江-泗港,20,,07/0370319,19,0,1860,max,58.34,37.1,57.3,703,58.34,58.3,58.13,0,58.34,single-route,,,,,priority_history_trip020,,
13,泗港-曹隘,20,,07/0370319,19,0,2682,max,77.71,48.3,76.97,837,77.71,77.59,77.52,0,77.71,single-route,,,,,priority_history_trip020,,
14,曹隘-柳隘,20,,07/0370319,19,0,2122,max,76.08,44.37,73.74,457,76.08,75.9,74.75,0,76.08,single-route,,,,,priority_history_trip020,,
15,柳隘-海晏北路,20,,07/0370319,19,0,1798,max,74.52,39.3,70.9,200,74.52,74.22,70.94,0,74.52,single-route,,,,,priority_history_trip020,,
