send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,69,,07/1671668,68,0,2343,max,66.29,43.9,65.03,1043,66.29,65.86,65.34,0,66.29,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip069,"<setPositionSpeed trainID=""priority_history_trip069"" speed=""66.29"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,69,,07/1671668,68,0,3017,max,65.03,48.24,63.42,1766,65.03,64.65,64.06,0,65.03,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip069,"<setPositionSpeed trainID=""priority_history_trip069"" speed=""65.03"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,69,,07/1671668,68,0,2235,max,65.67,42.88,64.93,935,65.67,65.43,65.28,0,65.67,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip069,"<setPositionSpeed trainID=""priority_history_trip069"" speed=""65.67"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,69,,07/1671668,68,0,1648,max,74.21,36.14,72.25,168,74.21,74.14,72.95,0,74.21,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip069,"<setPositionSpeed trainID=""priority_history_trip069"" speed=""74.21"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,69,,07/1671668,68,0,2604,max,77.16,51.45,76.48,1116,77.16,77.1,76.96,0,77.16,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip069,"<setPositionSpeed trainID=""priority_history_trip069"" speed=""77.16"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,69,,07/1671668,68,0,1930,max,69.79,40.58,67.83,580,69.79,69.63,68.11,0,69.79,single-route,,,,,priority_history_trip069,,
7,钟公庙-鄞州区政府,69,,07/1671668,68,0,1816,max,67.16,39.05,66.33,508,67.16,67.11,67.03,0,67.16,single-route,,,,,priority_history_trip069,,
8,鄞州区政府-钱湖南路,69,,07/1671668,68,0,2621,max,72.69,49.79,71.87,1218,72.69,72.56,72.36,0,72.69,single-route,,,,,priority_history_trip069,,
9,钱湖南路-南高教园区,69,,07/1671668,68,0,2007,max,69.17,41.95,66.53,666,69.17,68.81,66.7,0,69.17,single-route,,,,,priority_history_trip069,,
10,南高教园区-下应路,69,,07/1671668,68,0,2271,max,71.17,46.05,70.43,888,71.17,71.1,70.99,0,71.17,single-route,,,,,priority_history_trip069,,
