send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,41,,07/0670640,40,1,2348,cruise-avg,62.84,43.83,62.84,708,66.39,66.02,64.54,0,62.84,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip041,"<setPositionSpeed trainID=""priority_history_trip041"" speed=""62.84"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,41,,07/0670640,40,1,2992,cruise-avg,61.05,48.57,61.05,1743,62.61,62.46,62.15,0,61.05,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip041,"<setPositionSpeed trainID=""priority_history_trip041"" speed=""61.05"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,41,,07/0670640,40,1,2057,cruise-avg,71.66,46.59,71.66,748,73.54,73.35,72.51,0,71.66,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip041,"<setPositionSpeed trainID=""priority_history_trip041"" speed=""71.66"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,41,,07/0670640,40,1,1547,cruise-avg,70.91,38.53,70.91,261,72.25,72.2,72,0,70.91,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip041,"<setPositionSpeed trainID=""priority_history_trip041"" speed=""70.91"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,41,,07/0670640,40,1,2512,cruise-avg,71.93,53.32,71.93,1099,74.46,74.38,73.82,0,71.93,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip041,"<setPositionSpeed trainID=""priority_history_trip041"" speed=""71.93"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,41,,07/0670640,40,1,1783,cruise-avg,71.35,43.92,71.35,510,72.73,72.67,72.57,0,71.35,single-route,,,,,priority_history_trip041,,
7,钟公庙-鄞州区政府,41,,07/0670640,40,1,1630,cruise-avg,71.93,43.57,71.93,377,73,72.92,72.82,0,71.93,single-route,,,,,priority_history_trip041,,
8,鄞州区政府-钱湖南路,41,,07/0670640,40,1,2477,cruise-avg,72.53,52.66,72.53,1192,74.52,74.33,73.72,0,72.53,single-route,,,,,priority_history_trip041,,
9,钱湖南路-南高教园区,41,,07/0670640,40,1,1851,cruise-avg,71.41,45.45,71.41,562,73.11,73.06,72.81,0,71.41,single-route,,,,,priority_history_trip041,,
10,南高教园区-下应路,41,,07/0670640,40,1,2175,cruise-avg,70.54,48.1,70.54,853,72.02,71.97,71.59,0,70.54,single-route,,,,,priority_history_trip041,,
