send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,51,,07/0970950,50,0,2327,cruise-avg,65.06,44.9,65.06,1032,66.65,66.37,65.47,0,65.06,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip051,"<setPositionSpeed trainID=""priority_history_trip051"" speed=""65.06"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,51,,07/0970950,50,0,3034,cruise-avg,63.67,48.73,63.67,1794,65.13,64.77,64.59,0,63.67,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip051,"<setPositionSpeed trainID=""priority_history_trip051"" speed=""63.67"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,51,,07/0970950,50,0,2235,cruise-avg,65.99,43.55,65.99,935,67.11,66.95,66.61,0,65.99,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip051,"<setPositionSpeed trainID=""priority_history_trip051"" speed=""65.99"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,51,,07/0970950,50,0,1620,cruise-avg,70.53,37.32,70.53,252,72.99,72.85,70.7,0,70.53,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip051,"<setPositionSpeed trainID=""priority_history_trip051"" speed=""70.53"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,51,,07/0970950,50,0,2662,cruise-avg,73.56,51.11,73.56,1203,76.31,75.77,74.03,0,73.56,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip051,"<setPositionSpeed trainID=""priority_history_trip051"" speed=""73.56"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,51,,07/0970950,50,0,1931,cruise-avg,66.56,41.15,66.56,626,70.13,69.94,66.77,0,66.56,single-route,,,,,priority_history_trip051,,
7,钟公庙-鄞州区政府,51,,07/0970950,50,0,1832,cruise-avg,64.79,39.27,64.79,575,67.77,67.61,64.95,0,64.79,single-route,,,,,priority_history_trip051,,
8,鄞州区政府-钱湖南路,51,,07/0970950,50,0,2644,cruise-avg,70.73,50.1,70.73,1301,71.67,71.51,71.34,0,70.73,single-route,,,,,priority_history_trip051,,
9,钱湖南路-南高教园区,51,,07/0970950,50,0,2004,cruise-avg,67.6,42.65,67.6,676,70.65,70.3,68.18,0,67.6,single-route,,,,,priority_history_trip051,,
10,南高教园区-下应路,51,,07/0970950,50,0,2312,cruise-avg,69.89,45.91,69.89,947,70.84,70.75,70.58,0,69.89,single-route,,,,,priority_history_trip051,,
