send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,3,,07/0170102,2,0,2350,cruise-avg,62.8,43.76,62.8,1042,64.57,64.37,63.13,0,62.8,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip003,"<setPositionSpeed trainID=""priority_history_trip003"" speed=""62.8"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,3,,07/0170102,2,0,3036,cruise-avg,62.75,47.91,62.75,1801,64.15,63.82,63.69,0,62.75,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip003,"<setPositionSpeed trainID=""priority_history_trip003"" speed=""62.75"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,3,,07/0170102,2,0,2242,cruise-avg,65.14,42.74,65.14,918,65.95,65.87,65.67,0,65.14,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip003,"<setPositionSpeed trainID=""priority_history_trip003"" speed=""65.14"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,3,,07/0170102,2,0,1638,cruise-avg,72.61,36.36,72.61,166,74.61,74.55,73.2,0,72.61,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip003,"<setPositionSpeed trainID=""priority_history_trip003"" speed=""72.61"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,3,,07/0170102,2,0,2629,cruise-avg,73.66,50.94,73.66,1227,75.2,75.07,74.3,0,73.66,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip003,"<setPositionSpeed trainID=""priority_history_trip003"" speed=""73.66"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,3,,07/0170102,2,0,1916,cruise-avg,68.14,40.86,68.14,565,70.88,70.73,68.52,0,68.14,single-route,,,,,priority_history_trip003,,
7,钟公庙-鄞州区政府,3,,07/0170102,2,0,1807,cruise-avg,66.71,39.24,66.71,518,67.87,67.77,67.19,0,66.71,single-route,,,,,priority_history_trip003,,
8,鄞州区政府-钱湖南路,3,,07/0170102,2,0,2651,cruise-avg,69.72,49.21,69.72,1299,70.65,70.46,70.32,0,69.72,single-route,,,,,priority_history_trip003,,
9,钱湖南路-南高教园区,3,,07/0170102,2,0,2012,cruise-avg,66.67,41.83,66.67,689,69.12,68.73,67.17,0,66.67,single-route,,,,,priority_history_trip003,,
10,南高教园区-下应路,3,,07/0170102,2,0,2267,cruise-avg,70.38,46.11,70.38,884,71.51,71.38,71.07,0,70.38,single-route,,,,,priority_history_trip003,,
11,下应路-大洋江,3,,07/0170102,2,0,2140,cruise-avg,61.51,40.83,61.51,901,62.25,62.19,62.11,0,61.51,single-route,,,,,priority_history_trip003,,
12,大洋江-泗港,3,,07/0170102,2,0,1825,cruise-avg,61.01,37.81,61.01,566,64.48,64.17,61.41,0,61.01,single-route,,,,,priority_history_trip003,,
13,泗港-曹隘,3,,07/0170102,2,0,2702,cruise-avg,77,47.92,77,837,77.81,77.61,77.55,0,77,single-route,,,,,priority_history_trip003,,
14,曹隘-柳隘,3,,07/0170102,2,0,2124,cruise-avg,73.66,44.3,73.66,462,76.07,75.76,74.7,0,73.66,single-route,,,,,priority_history_trip003,,
15,柳隘-海晏北路,3,,07/0170102,2,0,1834,cruise-avg,65.78,38.52,65.78,544,66.97,66.89,66.51,0,65.78,single-route,,,,,priority_history_trip003,,
16,海晏北路-民安东路,3,,07/0170102,2,0,1680,cruise-avg,71.37,37.08,71.37,216,73.3,73.22,72.62,0,71.37,single-route,,,,,priority_history_trip003,,
17,民安东路-会展中心,3,,07/0170102,2,0,1533,cruise-avg,66.52,34.08,66.52,193,68.19,68.12,67.58,0,66.52,single-route,,,,,priority_history_trip003,,
18,会展中心-院士路,3,,07/0170102,2,0,2289,cruise-avg,76.94,48.83,76.94,826,77.58,77.5,77.45,0,76.94,single-route,,,,,priority_history_trip003,,
19,院士路-盎孟港,3,,07/0170102,2,0,1817,cruise-avg,75.82,39.44,75.82,253,77.63,77.52,77.4,0,75.82,single-route,,,,,priority_history_trip003,,
20,盎孟港-三官堂,3,,07/0170102,2,0,2751,cruise-avg,68.08,49.16,68.08,1401,70.07,69.41,68.55,0,68.08,single-route,,,,,priority_history_trip003,,
21,三官堂-兴庄路,3,,07/0170102,2,0,2076,cruise-avg,53.2,37.48,53.2,953,53.77,53.69,53.62,0,53.2,single-route,,,,,priority_history_trip003,,
22,兴庄路-兴海南路,3,,07/0170102,2,0,1845,cruise-avg,58.82,37.44,58.82,675,60.44,60.37,59.38,0,58.82,single-route,,,,,priority_history_trip003,,
23,兴海南路-梅堰,3,,07/0170102,2,0,1618,cruise-avg,73.6,37.1,73.6,176,75.72,75.55,74.35,0,73.6,single-route,,,,,priority_history_trip003,,
24,梅堰-永茂路,3,,07/0170102,2,0,6568,cruise-avg,55.96,40.29,55.96,2084,57.13,56.44,56.36,0,55.96,single-route,,,,,priority_history_trip003,,
25,永茂路-镇海大道,3,,07/0170102,2,0,2833,cruise-avg,77.21,54.19,77.21,1329,77.68,77.6,77.56,0,77.21,single-route,,,,,priority_history_trip003,,
26,镇海大道-骆驼桥,3,,07/0170102,2,0,2339,cruise-avg,77.21,49.14,77.21,864,77.76,77.7,77.63,0,77.21,single-route,,,,,priority_history_trip003,,
