section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
2,张家潭-同德路,48,49,07/0970948,0,3023,auto,66.54,66.2678,65.38,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,49,50,07/0970949,0,3037,auto,64.12,64.07,64,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,50,51,07/0970950,0,3034,auto,65.13,64.77,64.59,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,51,52,07/0970951,0,3044,auto,64.15,64.07,63.95,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,52,53,07/0970952,0,2996,auto,66.33,65.99,65.38,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,53,54,07/0970953,0,3028,auto,65.07,64.85,64.74,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,54,55,07/0970954,0,3003,auto,66.25,65.9292,65.37,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,55,56,07/0970955,1,2925,auto,68.5,67.898,66.298,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,56,57,07/1071056,0,3013,auto,66.24,65.8988,65.36,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,57,58,07/1071057,0,3025,auto,64.53,64.36,64.31,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,58,59,07/1071058,0,3041,auto,64.66,64.48,64.39,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,59,60,07/1071059,1,3169,auto,61.97,61.84,61.43,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,60,61,07/1571560,0,3022,auto,65.21,64.9737,64.77,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,61,62,07/1571561,0,2998,auto,65.13,65.04,64.96,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,62,63,07/1571562,0,3020,auto,64.8,64.4781,63.97,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,63,64,07/1571563,0,3003,auto,64.98,64.92,64.85,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,64,65,07/1571564,0,3019,auto,64.8,64.4764,64.02,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,65,66,07/1571565,0,3017,auto,64.97,64.6884,64.06,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,66,67,07/1671666,0,3031,auto,63.82,63.62,63.48,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,67,68,07/1671667,0,3040,auto,63.66,63.46,63.34,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,68,69,07/1671668,0,3017,auto,65.03,64.6452,64.06,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,69,70,07/1671669,0,3037,auto,63.82,63.52,63.42,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,70,71,07/1671670,0,3016,auto,65.03,64.62,64.11,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,71,72,07/1671671,0,3038,auto,63.68,63.43,63.3,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,72,73,07/1671672,1,3033,auto,63.52,63.43,63.36,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,73,74,07/1771773,0,3000,auto,65.46,65.1002,64.36,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,74,75,07/1871874,0,2998,auto,65.64,65.39,65.19,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,75,76,07/1871875,0,2941,auto,67.28,67.21,67.09,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,76,77,07/1871876,0,3034,auto,64.22,63.9067,63.78,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,77,78,07/1871877,0,3040,auto,63.1,63,62.94,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,78,79,07/1871878,0,3016,auto,64.19,63.87,63.71,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,79,80,07/1871879,0,2993,auto,65.47,65.16,64.46,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,80,81,07/1871880,0,3034,auto,64.29,63.9667,63.77,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,81,82,07/1871881,1,3124,auto,62.24,62.14,61.84,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,82,83,07/1971982,0,3048,auto,63.23,63.1453,63.03,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,83,84,07/1971983,0,2999,auto,65.62,65.2108,64.61,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,84,85,07/1971984,0,2974,auto,65.95,65.89,65.82,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,85,86,07/1971985,0,3034,auto,64.26,63.9101,63.71,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,86,87,07/1971986,0,2942,auto,67.22,67.17,67.08,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,87,88,07/1971987,0,3009,auto,65.53,65.1,64.49,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,88,89,07/1971988,1,2987,auto,65.54,65.39,65.227,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,89,90,07/2672689,0,3033,auto,64.15,64.08,64.01,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,90,91,07/2672690,0,3025,auto,64.82,64.75,64.66,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,91,92,07/2672691,0,3031,auto,64.87,64.8,64.72,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,92,93,07/2672692,0,3023,auto,65.08,64.7556,64.64,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,93,94,07/2672693,0,2940,auto,68.3,68.24,68.21,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,94,95,07/2672694,0,2933,auto,68.3,68.25,68.21,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,95,96,07/2672695,1,3037,auto,64.74,64.69,64.602,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,96,97,07/2772796,0,3005,auto,66.22,66,65.9,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,97,98,07/2772797,0,3013,auto,65.8,65.5,65.11,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,98,99,07/2772798,0,3034,auto,64.76,64.59,64.54,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,99,100,07/2772799,0,2985,auto,66.77,66.69,66.57,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,100,101,07/2772800,0,3045,auto,64.68,64.39,64.33,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,101,102,07/2772801,0,3036,auto,64.63,64.51,64.41,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,102,103,07/2772802,0,3011,auto,65.8,65.44,65,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,103,104,07/2772803,1,3035,auto,63.9,63.66,63.01,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,104,105,07/2872904,0,3055,auto,64.09,64.03,63.92,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,105,106,07/2872905,0,3019,auto,65.18,64.9,64.8,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,106,107,07/2872906,0,3018,auto,64.91,64.8283,64.75,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,107,108,07/2872907,0,3034,auto,65.01,64.7767,64.6935,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,108,109,07/2872908,0,3010,auto,66.32,65.9691,65.46,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,109,110,07/2872909,0,3014,auto,65.19,64.9,64.8,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,110,111,07/2872910,1,3039,auto,64.86,64.76,64.67,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,111,112,07/2973011,0,3017,auto,66.54,66.1652,65.62,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,112,113,07/2973012,0,3035,auto,65.21,64.92,64.79,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,113,114,07/2973013,0,3047,auto,64.15,64.08,64.01,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,114,115,07/2973014,0,3035,auto,65.04,64.94,64.83,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,115,116,07/2973015,0,3054,auto,64.1,64.05,63.95,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,116,117,07/2973016,0,3029,auto,65.26,64.9772,64.8,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,117,118,07/2973017,1,3044,auto,64.18,64.08,63.97,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,118,119,07/3073118,0,3057,auto,63.76,63.69,63.64,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,119,120,07/3073119,0,3042,auto,64.41,64.37,64.3,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,120,121,07/3073120,0,3021,auto,65.77,65.442,65.03,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,121,122,07/3073121,0,3003,auto,65.96,65.86,65.81,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,122,123,07/3073122,0,3017,auto,65.72,65.322,64.98,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,123,124,07/3073123,0,3047,auto,63.63,63.59,63.537,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
2,张家潭-同德路,124,125,07/3073124,1,3022,auto,65.78,65.4495,65.03,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,0,1,07/0170100,0,2220,auto,68.56,68.3305,67.3605,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,1,2,07/0170101,0,2091,auto,77.63,77.58,77.52,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,2,3,07/0170102,0,2242,auto,65.95,65.87,65.67,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,3,4,07/0170103,0,2208,auto,66.39,66.24,65.8565,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,4,5,07/0170104,0,2211,auto,64.52,64.49,64.355,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,5,6,07/0170105,0,2106,auto,76.66,76.52,74.3,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,6,7,07/0170106,0,2190,auto,67.65,67.5022,67.01,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,7,8,07/0170107,1,2227,auto,64.42,64.36,64.23,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,8,9,07/0270208,0,2121,auto,76.98,76.868,74.75,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,9,10,07/0270209,0,2216,auto,66.26,66.11,65.71,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,10,11,07/0270210,0,2204,auto,67.93,67.76,67.15,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,11,12,07/0270211,0,2220,auto,64.18,64.13,64.0705,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,12,13,07/0270212,0,2103,auto,77.54,77.4798,76.76,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,13,14,07/0270213,0,2112,auto,77.58,77.49,76.5645,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,14,15,07/0270214,1,2202,auto,66.54,66.36,65.87,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,15,16,07/0370315,0,2127,auto,76.33,76.19,74.15,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,16,17,07/0370316,0,2098,auto,77.53,77.4,77.06,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,17,18,07/0370317,0,2202,auto,68.07,67.8499,67.07,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,18,19,07/0370318,0,2206,auto,66.47,66.26,65.55,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,19,20,07/0370319,0,2180,auto,69.48,69.2742,68.5705,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,20,21,07/0370320,0,2125,auto,75.83,75.62,74.56,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,21,22,07/0370321,0,2202,auto,66.16,66.06,65.63,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,22,23,07/0370322,1,2070,auto,74.05,73.99,73.9,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,23,24,07/0470423,0,2098,auto,77.56,77.44,77.06,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,24,25,07/0470424,0,2109,auto,77.02,76.89,76.44,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,25,26,07/0470425,0,2119,auto,77.01,76.89,76.49,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,26,27,07/0570526,0,2123,auto,77.14,77.04,76.5,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,27,28,07/0570527,0,2173,auto,69.12,68.8612,68.4,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,28,29,07/0570528,0,2186,auto,69.14,68.96,68.16,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,29,30,07/0570529,0,2175,auto,69.14,68.9452,68.32,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,30,31,07/0570530,0,2102,auto,77.07,76.99,76.57,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,31,32,07/0570531,0,2128,auto,75.88,75.7173,74.1465,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,32,33,07/0570532,1,2213,auto,67.42,67.21,66.7,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,33,34,07/0670633,0,2211,auto,69.45,69.2,68.5,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,34,35,07/0670634,0,2172,auto,69.23,69.03,68.24,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,35,36,07/0670635,0,2236,auto,67.16,66.9895,66.66,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,36,37,07/0670636,0,2172,auto,69.07,68.8858,68.2,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,37,38,07/0670637,0,2190,auto,69.17,68.99,68.22,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,38,39,07/0670638,0,2179,auto,69.18,68.9766,68.37,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,39,40,07/0670639,0,2229,auto,67.24,67.1116,66.74,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,40,41,07/0670640,1,2057,auto,73.54,73.35,72.51,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,41,42,07/0870841,0,2124,auto,77.74,77.55,75.4,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,42,43,07/0870842,0,2233,auto,66.83,66.7,66.44,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,43,44,07/0870843,0,2209,auto,66.96,66.84,66.5,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,44,45,07/0870844,0,2183,auto,68.76,68.5036,67.869,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,45,46,07/0870845,0,2086,auto,78.6,78.47,78.12,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,46,47,07/0870846,0,2106,auto,77.27,77.179,75.31,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,47,48,07/0870847,1,2204,auto,66.65,66.6,66.46,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,48,49,07/0970948,0,2118,auto,77.99,77.83,75.6815,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,49,50,07/0970949,0,2111,auto,78.68,78.61,78.27,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,50,51,07/0970950,0,2235,auto,67.11,66.9498,66.606,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,51,52,07/0970951,0,2227,auto,67.17,67.0574,66.91,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,52,53,07/0970952,0,2200,auto,66.89,66.82,66.7,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,53,54,07/0970953,0,2118,auto,77.36,77.25,75.35,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,54,55,07/0970954,0,2203,auto,67,66.9,66.72,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,55,56,07/0970955,1,2052,auto,76.74,76.6549,76.49,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,56,57,07/1071056,0,2113,auto,77.22,77.11,75.03,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,57,58,07/1071057,7,2132,auto,78.19,78.1269,77.72,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,58,59,07/1071058,0,2244,auto,66.51,66.46,66.36,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,59,60,07/1071059,1,2172,auto,72.21,72.04,71.47,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,60,61,07/1571560,0,2109,auto,77.13,77.08,76.99,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,61,62,07/1571561,0,2110,auto,77.08,76.9591,76.8,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,62,63,07/1571562,0,2229,auto,67.46,67.2316,66.7,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,63,64,07/1571563,0,2209,auto,67.24,67.09,66.8,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,64,65,07/1571564,0,2229,auto,67.19,67.0744,66.71,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,65,66,07/1571565,0,2117,auto,77.05,76.96,76.56,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,66,67,07/1671666,0,2117,auto,77.1,76.98,76.84,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,67,68,07/1671667,0,2216,auto,67.5,67.2985,66.8,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,68,69,07/1671668,0,2235,auto,65.67,65.43,65.28,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,69,70,07/1671669,0,2197,auto,67.64,67.42,66.87,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,70,71,07/1671670,0,2108,auto,77.1,77.03,76.54,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,71,72,07/1671671,0,2220,auto,67.14,66.99,66.75,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,72,73,07/1671672,1,2226,auto,67.5,67.24,66.7375,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,73,74,07/1771773,0,2106,auto,77.46,77.33,76.64,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,74,75,07/1871874,0,2196,auto,70.17,69.95,68.82,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,75,76,07/1871875,0,2099,auto,77.74,77.69,77.6,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,76,77,07/1871876,0,2213,auto,67.84,67.6964,67.1,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,77,78,07/1871877,0,2205,auto,67.69,67.54,67.108,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,78,79,07/1871878,0,2207,auto,67.66,67.5294,67.11,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,79,80,07/1871879,0,2105,auto,76.67,76.5996,74.52,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,80,81,07/1871880,0,2197,auto,66.78,66.5904,65.922,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,81,82,07/1871881,1,2182,auto,73.2,73.17,73.09,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,82,83,07/1971982,0,2104,auto,77.53,77.4197,77.33,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,83,84,07/1971983,0,2212,auto,67.57,67.4489,67.06,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,84,85,07/1971984,0,2200,auto,65.86,65.77,65.63,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,85,86,07/1971985,0,2189,auto,67.57,67.4412,67.11,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,86,87,07/1971986,0,2077,auto,77.77,77.6924,77.48,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,87,88,07/1971987,0,2136,auto,76.61,76.48,74.29,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,88,89,07/1971988,1,2203,auto,66.42,66.25,65.72,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,89,90,07/2672689,0,2099,auto,78.59,78.53,78.22,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,90,91,07/2672690,0,2232,auto,66.81,66.7,66.49,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,91,92,07/2672691,0,2209,auto,68.8,68.6,68.04,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,92,93,07/2672692,0,2223,auto,66.62,66.54,66.42,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,93,94,07/2672693,0,2106,auto,78.83,78.78,78.73,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,94,95,07/2672694,0,2103,auto,78.86,78.8,78.71,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,95,96,07/2672695,1,2182,auto,68.71,68.5357,67.93,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,96,97,07/2772796,0,2200,auto,70.1,69.91,69.24,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,97,98,07/2772797,0,2218,auto,68.38,68.18,67.87,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,98,99,07/2772798,0,2187,auto,69.86,69.6,69.237,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,99,100,07/2772799,0,2220,auto,68.42,68.1981,67.7705,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
3,同德路-石碶,100,101,07/2772800,0,2215,auto,68.27,68.1,67.813,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
