send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,35,,07/0670634,34,0,2354,max,64.31,43.69,63.84,1088,64.31,64.23,64.16,0,64.31,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""64.31"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,35,,07/0670634,34,0,3020,max,64.95,48.18,63.46,1764,64.95,64.64,64.08,0,64.95,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""64.95"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,35,,07/0670634,34,0,2172,max,69.23,44.11,67.96,834,69.23,69.03,68.24,0,69.23,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""69.23"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,35,,07/0670634,34,0,1583,max,72.09,37.64,70.8,286,72.09,72.01,71.79,0,72.09,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""72.09"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,35,,07/0670634,34,0,2674,max,72.54,50.11,71.42,1281,72.54,72.38,71.85,0,72.54,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""72.54"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,35,,07/0670634,34,0,1922,max,69.84,40.71,67.92,579,69.84,69.71,68.14,0,69.84,single-route,,,,,priority_history_trip035,,
7,钟公庙-鄞州区政府,35,,07/0670634,34,0,1806,max,74.76,39.27,70.41,348,74.76,74.52,71.05,0,74.76,single-route,,,,,priority_history_trip035,,
8,鄞州区政府-钱湖南路,35,,07/0670634,34,0,2638,max,71.43,49.48,70.67,1254,71.43,71.31,71.2,0,71.43,single-route,,,,,priority_history_trip035,,
9,钱湖南路-南高教园区,35,,07/0670634,34,0,2014,max,67.2,41.79,66.48,667,67.2,67.16,67.07,0,67.2,single-route,,,,,priority_history_trip035,,
10,南高教园区-下应路,35,,07/0670634,34,0,2302,max,71.24,45.44,70.52,900,71.24,71.12,71,0,71.24,single-route,,,,,priority_history_trip035,,
11,下应路-大洋江,35,,07/0670634,34,0,2118,max,63.95,41.29,62.9,830,63.95,63.83,63.46,0,63.95,single-route,,,,,priority_history_trip035,,
12,大洋江-泗港,35,,07/0670634,34,0,1821,max,63.72,37.88,60.84,581,63.72,63.44,61.17,0,63.72,single-route,,,,,priority_history_trip035,,
13,泗港-曹隘,35,,07/0670634,34,0,2716,max,77.29,47.7,76.54,859,77.29,77.17,77.12,0,77.29,single-route,,,,,priority_history_trip035,,
14,曹隘-柳隘,35,,07/0670634,34,0,2147,max,75.72,43.87,73.34,462,75.72,75.43,74.3,0,75.72,single-route,,,,,priority_history_trip035,,
15,柳隘-海晏北路,35,,07/0670634,34,0,1792,max,75.7,39.4,73.01,361,75.7,75.58,73.52,0,75.7,single-route,,,,,priority_history_trip035,,
16,海晏北路-民安东路,35,,07/0670634,34,0,1678,max,72.79,37.13,70.89,220,72.79,72.69,72.1,0,72.79,single-route,,,,,priority_history_trip035,,
