send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,47,,07/0870846,46,0,2295,cruise-avg,67.38,45.52,67.38,997,68.37,68.27,68.09,0,67.38,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip047,"<setPositionSpeed trainID=""priority_history_trip047"" speed=""67.38"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,47,,07/0870846,46,0,3032,cruise-avg,63.74,48.78,63.74,1808,64.95,64.85,64.77,0,63.74,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip047,"<setPositionSpeed trainID=""priority_history_trip047"" speed=""63.74"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,47,,07/0870846,46,0,2106,cruise-avg,74.85,46.22,74.85,646,77.27,77.18,75.31,0,74.85,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip047,"<setPositionSpeed trainID=""priority_history_trip047"" speed=""74.85"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,47,,07/0870846,46,0,1590,cruise-avg,70.79,38.05,70.79,302,72.94,72.83,71.22,0,70.79,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip047,"<setPositionSpeed trainID=""priority_history_trip047"" speed=""70.79"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,47,,07/0870846,46,0,2680,cruise-avg,72.33,50.78,72.33,1285,73.74,73.61,72.83,0,72.33,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip047,"<setPositionSpeed trainID=""priority_history_trip047"" speed=""72.33"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,47,,07/0870846,46,0,1886,cruise-avg,74.71,42.15,74.71,433,78.67,78.55,75.77,0,74.71,single-route,,,,,priority_history_trip047,,
7,钟公庙-鄞州区政府,47,,07/0870846,46,0,1794,cruise-avg,71.14,40.12,71.14,392,75.78,75.48,72.03,0,71.14,single-route,,,,,priority_history_trip047,,
8,鄞州区政府-钱湖南路,47,,07/0870846,46,0,2552,cruise-avg,76.93,51.9,76.93,1111,78.29,78.07,77.51,0,76.93,single-route,,,,,priority_history_trip047,,
9,钱湖南路-南高教园区,47,,07/0870846,46,0,1940,cruise-avg,77.92,44.06,77.92,478,78.87,78.83,78.53,0,77.92,single-route,,,,,priority_history_trip047,,
10,南高教园区-下应路,47,,07/0870846,46,0,2225,cruise-avg,77.28,47.7,77.28,716,78.83,78.65,77.76,0,77.28,single-route,,,,,priority_history_trip047,,
