send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,29,,07/0570528,28,0,2329,max,65.11,44.14,63.69,1066,65.11,64.92,63.97,0,65.11,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip029,"<setPositionSpeed trainID=""priority_history_trip029"" speed=""65.11"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,29,,07/0570528,28,0,3042,max,63.43,47.79,62.62,1805,63.43,63.36,63.26,0,63.43,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip029,"<setPositionSpeed trainID=""priority_history_trip029"" speed=""63.43"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,29,,07/0570528,28,0,2186,max,69.14,43.83,67.91,823,69.14,68.96,68.16,0,69.14,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip029,"<setPositionSpeed trainID=""priority_history_trip029"" speed=""69.14"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,29,,07/0570528,28,0,1677,max,69.61,35.52,67.49,150,69.61,69.53,67.33,0,69.61,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip029,"<setPositionSpeed trainID=""priority_history_trip029"" speed=""69.61"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,29,,07/0570528,28,0,2609,max,76.96,51.35,76.33,1122,76.96,76.86,76.78,0,76.96,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip029,"<setPositionSpeed trainID=""priority_history_trip029"" speed=""76.96"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,29,,07/0570528,28,0,1948,max,68.81,40.22,65.88,601,68.81,68.66,66,0,68.81,single-route,,,,,priority_history_trip029,,
7,钟公庙-鄞州区政府,29,,07/0570528,28,0,1801,max,75.82,39.35,72.8,154,75.82,75.48,72.17,0,75.82,single-route,,,,,priority_history_trip029,,
8,鄞州区政府-钱湖南路,29,,07/0570528,28,0,2658,max,70.2,49.07,69.69,1296,70.2,70.15,70.06,0,70.2,single-route,,,,,priority_history_trip029,,
9,钱湖南路-南高教园区,29,,07/0570528,28,0,2017,max,67.19,41.76,66.4,688,67.19,67.16,67.07,0,67.19,single-route,,,,,priority_history_trip029,,
10,南高教园区-下应路,29,,07/0570528,28,0,2299,max,71.13,45.48,70.2,909,71.13,70.95,70.77,0,71.13,single-route,,,,,priority_history_trip029,,
