send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,12,,07/0270211,11,0,2327,cruise-avg,63.93,44.18,63.93,1044,64.97,64.83,64.44,0,63.93,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip012,"<setPositionSpeed trainID=""priority_history_trip012"" speed=""63.93"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,12,,07/0270211,11,0,3031,cruise-avg,62.73,48.03,62.73,1806,64.18,63.92,63.77,0,62.73,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip012,"<setPositionSpeed trainID=""priority_history_trip012"" speed=""62.73"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,12,,07/0270211,11,0,2220,cruise-avg,63.35,43.15,63.35,980,64.18,64.13,64.07,0,63.35,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip012,"<setPositionSpeed trainID=""priority_history_trip012"" speed=""63.35"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,12,,07/0270211,11,0,1626,cruise-avg,70.21,36.62,70.21,250,72.15,72.02,70.7,0,70.21,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip012,"<setPositionSpeed trainID=""priority_history_trip012"" speed=""70.21"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,12,,07/0270211,11,0,2656,cruise-avg,72.64,50.47,72.64,1179,74.13,73.9,73.1,0,72.64,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip012,"<setPositionSpeed trainID=""priority_history_trip012"" speed=""72.64"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,12,,07/0270211,11,0,1935,cruise-avg,65.62,40.46,65.62,628,69.09,68.75,65.92,0,65.62,single-route,,,,,priority_history_trip012,,
7,钟公庙-鄞州区政府,12,,07/0270211,11,0,1814,cruise-avg,66.52,39.08,66.52,516,67.51,67.44,67.1,0,66.52,single-route,,,,,priority_history_trip012,,
8,鄞州区政府-钱湖南路,12,,07/0270211,11,0,2634,cruise-avg,70.67,49.56,70.67,1258,71.68,71.52,71.4,0,70.67,single-route,,,,,priority_history_trip012,,
9,钱湖南路-南高教园区,12,,07/0270211,11,0,2000,cruise-avg,66.79,42.08,66.79,670,69.07,68.76,67.19,0,66.79,single-route,,,,,priority_history_trip012,,
10,南高教园区-下应路,12,,07/0270211,11,0,2275,cruise-avg,70.6,45.96,70.6,892,71.57,71.44,71.29,0,70.6,single-route,,,,,priority_history_trip012,,
