send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,45,,07/0870844,44,0,2369,cruise-avg,63.61,44.11,63.61,1118,65.5,65.21,64.13,0,63.61,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip045,"<setPositionSpeed trainID=""priority_history_trip045"" speed=""63.61"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,45,,07/0870844,44,0,3003,cruise-avg,64.45,49.23,64.45,1766,66.27,65.94,65.39,0,64.45,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip045,"<setPositionSpeed trainID=""priority_history_trip045"" speed=""64.45"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,45,,07/0870844,44,0,2183,cruise-avg,67.42,44.59,67.42,860,68.76,68.5,67.87,0,67.42,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip045,"<setPositionSpeed trainID=""priority_history_trip045"" speed=""67.42"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,45,,07/0870844,44,0,1581,cruise-avg,72.68,38.27,72.68,246,75.95,75.7,73.6,0,72.68,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip045,"<setPositionSpeed trainID=""priority_history_trip045"" speed=""72.68"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,45,,07/0870844,44,0,2738,cruise-avg,69.17,49.69,69.17,1372,71.66,71.38,69.86,0,69.17,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip045,"<setPositionSpeed trainID=""priority_history_trip045"" speed=""69.17"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,45,,07/0870844,44,0,1909,cruise-avg,68.67,41.64,68.67,570,71.1,70.92,69.15,0,68.67,single-route,,,,,priority_history_trip045,,
7,钟公庙-鄞州区政府,45,,07/0870844,44,0,1835,cruise-avg,64.73,39.2,64.73,558,67.53,67.42,64.92,0,64.73,single-route,,,,,priority_history_trip045,,
8,鄞州区政府-钱湖南路,45,,07/0870844,44,0,2657,cruise-avg,70.67,49.84,70.67,1303,71.45,71.28,71.2,0,70.67,single-route,,,,,priority_history_trip045,,
9,钱湖南路-南高教园区,45,,07/0870844,44,0,2023,cruise-avg,67.34,42.26,67.34,698,70.69,70.36,67.73,0,67.34,single-route,,,,,priority_history_trip045,,
10,南高教园区-下应路,45,,07/0870844,44,0,2288,cruise-avg,71.28,46.38,71.28,911,72.26,72.16,71.93,0,71.28,single-route,,,,,priority_history_trip045,,
