send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,26,,07/0470425,25,0,2283,max,75.08,45.02,72.98,181,75.08,74.97,72.38,0,75.08,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip026,"<setPositionSpeed trainID=""priority_history_trip026"" speed=""75.08"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,26,,07/0470425,25,0,2961,max,66.83,49.11,65.81,1652,66.83,66.78,66.65,0,66.83,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip026,"<setPositionSpeed trainID=""priority_history_trip026"" speed=""66.83"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,26,,07/0470425,25,0,2119,max,77.01,45.21,75.94,632,77.01,76.89,76.49,0,77.01,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip026,"<setPositionSpeed trainID=""priority_history_trip026"" speed=""77.01"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,26,,07/0470425,25,0,1587,max,71.77,37.52,70.47,295,71.77,71.67,71.42,0,71.77,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip026,"<setPositionSpeed trainID=""priority_history_trip026"" speed=""71.77"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,26,,07/0470425,25,0,2630,max,76.47,50.95,75.02,1156,76.47,76.13,75.36,0,76.47,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip026,"<setPositionSpeed trainID=""priority_history_trip026"" speed=""76.47"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,26,,07/0470425,25,0,1878,max,77.16,41.67,73.87,433,77.16,77.04,74.38,0,77.16,single-route,,,,,priority_history_trip026,,
7,钟公庙-鄞州区政府,26,,07/0470425,25,0,1791,max,77.24,39.58,74.79,300,77.24,77.18,74.81,0,77.24,single-route,,,,,priority_history_trip026,,
8,鄞州区政府-钱湖南路,26,,07/0470425,25,0,2549,max,77.23,51.19,76.76,1056,77.23,77.13,77.09,0,77.23,single-route,,,,,priority_history_trip026,,
9,钱湖南路-南高教园区,26,,07/0470425,25,0,1942,max,77.26,43.34,76.33,467,77.26,77.13,77,0,77.26,single-route,,,,,priority_history_trip026,,
10,南高教园区-下应路,26,,07/0470425,25,0,2228,max,77.24,46.93,76.7,723,77.24,77.2,77.17,0,77.24,single-route,,,,,priority_history_trip026,,
