send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,50,,07/0970949,49,0,2317,max,66.45,45.09,64.9,1065,66.45,66.23,65.46,0,66.45,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""66.45"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,50,,07/0970949,49,0,3037,max,64.12,48.68,63.06,1825,64.12,64.07,64,0,64.12,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""64.12"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,50,,07/0970949,49,0,2111,max,78.68,46.13,77.55,644,78.68,78.61,78.27,0,78.68,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""78.68"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,50,,07/0970949,49,0,1564,max,73.62,38.67,72.09,286,73.62,73.54,73.28,0,73.62,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""73.62"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,50,,07/0970949,49,0,2661,max,73.84,51.12,72.3,1290,73.84,73.62,72.92,0,73.84,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""73.84"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,50,,07/0970949,49,0,1876,max,78.82,42.39,74.89,418,78.82,78.69,75.97,0,78.82,single-route,,,,,priority_history_trip050,,
7,钟公庙-鄞州区政府,50,,07/0970949,49,0,1793,max,75.94,40.13,72.19,197,75.94,75.6,72.16,0,75.94,single-route,,,,,priority_history_trip050,,
8,鄞州区政府-钱湖南路,50,,07/0970949,49,0,2543,max,78.32,52.09,76.84,1087,78.32,78.14,77.53,0,78.32,single-route,,,,,priority_history_trip050,,
9,钱湖南路-南高教园区,50,,07/0970949,49,0,1942,max,78.96,44.05,78.1,477,78.96,78.91,78.81,0,78.96,single-route,,,,,priority_history_trip050,,
10,南高教园区-下应路,50,,07/0970949,49,0,2216,max,78.89,47.89,77.34,723,78.89,78.71,78.16,0,78.89,single-route,,,,,priority_history_trip050,,
11,下应路-大洋江,50,,07/0970949,49,0,2033,max,73.22,43.68,72.49,635,73.22,73.13,73.03,0,73.22,single-route,,,,,priority_history_trip050,,
12,大洋江-泗港,50,,07/0970949,49,0,1825,max,63.99,38.4,61.67,625,63.99,63.81,62.41,0,63.99,single-route,,,,,priority_history_trip050,,
13,泗港-曹隘,50,,07/0970949,49,0,2684,max,79.07,49,78.04,959,79.07,78.86,78.78,0,79.07,single-route,,,,,priority_history_trip050,,
14,曹隘-柳隘,50,,07/0970949,49,0,2133,max,76.71,44.83,74.48,475,76.71,76.35,75.72,0,76.71,single-route,,,,,priority_history_trip050,,
15,柳隘-海晏北路,50,,07/0970949,49,0,1779,max,78.91,40.3,77.71,284,78.91,78.84,78.71,0,78.91,single-route,,,,,priority_history_trip050,,
16,海晏北路-民安东路,50,,07/0970949,49,0,1679,max,74.26,37.66,72.42,220,74.26,74.21,73.78,0,74.26,single-route,,,,,priority_history_trip050,,
17,民安东路-会展中心,50,,07/0970949,49,0,1526,max,68.83,34.75,67.21,208,68.83,68.79,68.34,0,68.83,single-route,,,,,priority_history_trip050,,
18,会展中心-院士路,50,,07/0970949,49,0,2309,max,78.56,49.18,77.75,838,78.56,78.52,78.31,0,78.56,single-route,,,,,priority_history_trip050,,
19,院士路-盎孟港,50,,07/0970949,49,0,1832,max,77.14,39.69,74.88,173,77.14,77,75.01,0,77.14,single-route,,,,,priority_history_trip050,,
20,盎孟港-三官堂,50,,07/0970949,49,0,2790,max,68.36,49.2,66.87,1497,68.36,68.11,67.36,0,68.36,single-route,,,,,priority_history_trip050,,
