send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,36,,07/0670635,35,0,2331,max,65.21,44.11,63.7,1066,65.21,65.02,64.07,0,65.21,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip036,"<setPositionSpeed trainID=""priority_history_trip036"" speed=""65.21"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,36,,07/0670635,35,0,3037,max,63.75,47.9,62.68,1801,63.75,63.49,63.39,0,63.75,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip036,"<setPositionSpeed trainID=""priority_history_trip036"" speed=""63.75"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,36,,07/0670635,35,0,2236,max,67.16,42.84,66.33,893,67.16,66.99,66.66,0,67.16,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip036,"<setPositionSpeed trainID=""priority_history_trip036"" speed=""67.16"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,36,,07/0670635,35,0,1633,max,74.42,36.47,72.41,164,74.42,74.29,72.95,0,74.42,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip036,"<setPositionSpeed trainID=""priority_history_trip036"" speed=""74.42"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,36,,07/0670635,35,0,2609,max,77.44,51.35,76.74,1107,77.44,77.34,77.18,0,77.44,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip036,"<setPositionSpeed trainID=""priority_history_trip036"" speed=""77.44"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,36,,07/0670635,35,0,1910,max,72.86,40.98,70.48,528,72.86,72.74,71.15,0,72.86,single-route,,,,,priority_history_trip036,,
7,钟公庙-鄞州区政府,36,,07/0670635,35,0,1809,max,74.46,39.18,70.09,400,74.46,74.16,70.81,0,74.46,single-route,,,,,priority_history_trip036,,
8,鄞州区政府-钱湖南路,36,,07/0670635,35,0,2642,max,71.28,49.37,70.57,1259,71.28,71.17,71.1,0,71.28,single-route,,,,,priority_history_trip036,,
9,钱湖南路-南高教园区,36,,07/0670635,35,0,2022,max,69.41,41.61,66.54,661,69.41,69.08,66.78,0,69.41,single-route,,,,,priority_history_trip036,,
10,南高教园区-下应路,36,,07/0670635,35,0,2287,max,71.1,45.71,70.32,848,71.1,70.98,70.78,0,71.1,single-route,,,,,priority_history_trip036,,
