send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,59,,07/1071058,58,0,2334,max,66.29,44.77,64.7,1077,66.29,65.98,65.02,0,66.29,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip059,"<setPositionSpeed trainID=""priority_history_trip059"" speed=""66.29"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,59,,07/1071058,58,0,3041,max,64.66,48.63,63.74,1803,64.66,64.48,64.39,0,64.66,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip059,"<setPositionSpeed trainID=""priority_history_trip059"" speed=""64.66"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,59,,07/1071058,58,0,2244,max,66.51,43.38,66,933,66.51,66.46,66.36,0,66.51,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip059,"<setPositionSpeed trainID=""priority_history_trip059"" speed=""66.51"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,59,,07/1071058,58,0,1679,max,70.56,36.03,68.32,145,70.56,70.45,67.94,0,70.56,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip059,"<setPositionSpeed trainID=""priority_history_trip059"" speed=""70.56"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,59,,07/1071058,58,0,2624,max,77.66,51.86,75.94,1176,77.66,77.18,76.21,0,77.66,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip059,"<setPositionSpeed trainID=""priority_history_trip059"" speed=""77.66"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,59,,07/1071058,58,0,1915,max,70.53,41.5,68.62,586,70.53,70.36,68.83,0,70.53,single-route,,,,,priority_history_trip059,,
7,钟公庙-鄞州区政府,59,,07/1071058,58,0,1814,max,68.89,39.68,67.13,499,68.89,68.76,67.49,0,68.89,single-route,,,,,priority_history_trip059,,
8,鄞州区政府-钱湖南路,59,,07/1071058,58,0,2630,max,72.38,50.38,71.57,1259,72.38,72.28,72.12,0,72.38,single-route,,,,,priority_history_trip059,,
9,钱湖南路-南高教园区,59,,07/1071058,58,0,2024,max,68.39,42.23,67.58,665,68.39,68.32,68.16,0,68.39,single-route,,,,,priority_history_trip059,,
10,南高教园区-下应路,59,,07/1071058,58,0,2280,max,72.07,46.56,71.14,897,72.07,71.92,71.71,0,72.07,single-route,,,,,priority_history_trip059,,
11,下应路-大洋江,59,,07/1071058,58,0,2130,max,62.63,41.68,62.1,894,62.63,62.58,62.48,0,62.63,single-route,,,,,priority_history_trip059,,
12,大洋江-泗港,59,,07/1071058,58,0,1810,max,66.63,38.7,63.83,545,66.63,66.47,64.19,0,66.63,single-route,,,,,priority_history_trip059,,
13,泗港-曹隘,59,,07/1071058,58,0,2694,max,78.58,48.82,77.66,921,78.58,78.42,78.32,0,78.58,single-route,,,,,priority_history_trip059,,
14,曹隘-柳隘,59,,07/1071058,58,0,2146,max,75.52,44.55,73.65,508,75.52,75.42,75.13,0,75.52,single-route,,,,,priority_history_trip059,,
15,柳隘-海晏北路,59,,07/1071058,58,0,1787,max,75.45,40.14,73.28,377,75.45,75.28,73.56,0,75.45,single-route,,,,,priority_history_trip059,,
16,海晏北路-民安东路,59,,07/1071058,58,0,1687,max,73.59,37.48,71.17,243,73.59,73.52,71.74,0,73.59,single-route,,,,,priority_history_trip059,,
17,民安东路-会展中心,59,,07/1071058,58,1,1550,max,68.85,34.21,67.21,197,68.85,68.79,68.35,0,68.85,single-route,,,,,priority_history_trip059,,
18,会展中心-院士路,59,,07/1071058,58,1,2299,max,78.46,49.35,77.73,834,78.46,78.37,78.29,0,78.46,single-route,,,,,priority_history_trip059,,
19,院士路-盎孟港,59,,07/1071058,58,1,1809,max,78.19,40.2,75.86,192,78.19,78.12,76.41,0,78.19,single-route,,,,,priority_history_trip059,,
20,盎孟港-三官堂,59,,07/1071058,58,1,2780,max,70.52,49.41,69.03,1425,70.52,70.22,69.29,0,70.52,single-route,,,,,priority_history_trip059,,
21,三官堂-兴庄路,59,,07/1071058,58,1,2059,max,55.55,38.37,54.98,932,55.55,55.48,55.42,0,55.55,single-route,,,,,priority_history_trip059,,
22,兴庄路-兴海南路,59,,07/1071058,58,1,1824,max,63.09,38.42,61.48,607,63.09,62.8,61.81,0,63.09,single-route,,,,,priority_history_trip059,,
23,兴海南路-梅堰,59,,07/1071058,58,1,1637,max,76.14,37.26,73.99,189,76.14,75.97,74.82,0,76.14,single-route,,,,,priority_history_trip059,,
24,梅堰-永茂路,59,,07/1871858,58,0,6578,max,57.22,40.24,55.55,2076,57.22,56.07,55.87,0,57.22,single-route,,,,,priority_history_trip059,,
25,永茂路-镇海大道,59,,07/1071058,58,1,2857,max,78.4,54.55,77.92,1331,78.4,78.32,78.27,0,78.4,single-route,,,,,priority_history_trip059,,
26,镇海大道-骆驼桥,59,,07/1071058,58,1,2338,max,78.43,49.91,77.94,861,78.43,78.41,78.38,0,78.43,single-route,,,,,priority_history_trip059,,
