send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,19,,07/0370318,18,0,2323,cruise-avg,65.11,44.27,65.11,1054,66.14,65.88,65.62,0,65.11,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip019,"<setPositionSpeed trainID=""priority_history_trip019"" speed=""65.11"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,19,,07/0370318,18,0,3002,cruise-avg,63.54,48.46,63.54,1707,65.31,65.05,64.33,0,63.54,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip019,"<setPositionSpeed trainID=""priority_history_trip019"" speed=""63.54"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,19,,07/0370318,18,0,2206,cruise-avg,64.96,43.44,64.96,899,66.47,66.26,65.55,0,64.96,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip019,"<setPositionSpeed trainID=""priority_history_trip019"" speed=""64.96"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,19,,07/0370318,18,0,1569,cruise-avg,70.7,37.96,70.7,288,72.23,72.11,71.53,0,70.7,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip019,"<setPositionSpeed trainID=""priority_history_trip019"" speed=""70.7"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,19,,07/0370318,18,0,2696,cruise-avg,70.41,49.66,70.41,1286,72.95,72.71,71.03,0,70.41,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip019,"<setPositionSpeed trainID=""priority_history_trip019"" speed=""70.41"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,19,,07/0370318,18,0,1933,cruise-avg,65.67,40.5,65.67,640,67.62,67.43,66.16,0,65.67,single-route,,,,,priority_history_trip019,,
7,钟公庙-鄞州区政府,19,,07/0370318,18,0,1813,cruise-avg,66.99,39.11,66.99,496,68.38,68.22,67.51,0,66.99,single-route,,,,,priority_history_trip019,,
8,鄞州区政府-钱湖南路,19,,07/0370318,18,0,2651,cruise-avg,69.88,49.22,69.88,1293,70.94,70.73,70.52,0,69.88,single-route,,,,,priority_history_trip019,,
9,钱湖南路-南高教园区,19,,07/0370318,18,0,2012,cruise-avg,66.88,41.86,66.88,654,70.12,69.75,67.17,0,66.88,single-route,,,,,priority_history_trip019,,
10,南高教园区-下应路,19,,07/0370318,18,0,2293,cruise-avg,69.02,45.61,69.02,928,70.13,70,69.69,0,69.02,single-route,,,,,priority_history_trip019,,
11,下应路-大洋江,19,,07/0370318,18,0,2130,cruise-avg,61.57,41.02,61.57,853,62.18,62.08,61.94,0,61.57,single-route,,,,,priority_history_trip019,,
12,大洋江-泗港,19,,07/0370318,18,0,1832,cruise-avg,61.06,37.71,61.06,614,63.23,62.94,61.73,0,61.06,single-route,,,,,priority_history_trip019,,
13,泗港-曹隘,19,,07/0370318,18,0,2649,cruise-avg,76.94,48.89,76.94,797,77.61,77.56,77.5,0,76.94,single-route,,,,,priority_history_trip019,,
14,曹隘-柳隘,19,,07/0370318,18,0,2146,cruise-avg,72.16,43.85,72.16,497,75.01,74.56,72.71,0,72.16,single-route,,,,,priority_history_trip019,,
15,柳隘-海晏北路,19,,07/0370318,18,0,1849,cruise-avg,61.14,38.24,61.14,617,62.38,62.3,61.85,0,61.14,single-route,,,,,priority_history_trip019,,
16,海晏北路-民安东路,19,,07/0370318,18,0,1671,cruise-avg,71.69,37.27,71.69,207,73.63,73.58,72.81,0,71.69,single-route,,,,,priority_history_trip019,,
17,民安东路-会展中心,19,,07/0370318,18,0,1543,cruise-avg,66.49,33.87,66.49,192,68.21,68.15,67.59,0,66.49,single-route,,,,,priority_history_trip019,,
18,会展中心-院士路,19,,07/0370318,18,0,2297,cruise-avg,76.92,48.66,76.92,828,77.5,77.45,77.41,0,76.92,single-route,,,,,priority_history_trip019,,
19,院士路-盎孟港,19,,07/0370318,18,0,1797,cruise-avg,74.95,39.85,74.95,215,77.51,77.42,75.8,0,74.95,single-route,,,,,priority_history_trip019,,
20,盎孟港-三官堂,19,,07/0370318,18,0,2801,cruise-avg,66.11,48.28,66.11,1503,67.52,67.33,66.48,0,66.11,single-route,,,,,priority_history_trip019,,
21,三官堂-兴庄路,19,,07/0370318,18,0,2043,cruise-avg,55.52,38.07,55.52,893,56.21,56.14,56.04,0,55.52,single-route,,,,,priority_history_trip019,,
22,兴庄路-兴海南路,19,,07/0370318,18,0,1828,cruise-avg,60.95,37.76,60.95,590,63.58,63.24,61.29,0,60.95,single-route,,,,,priority_history_trip019,,
