send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,28,,07/0570527,27,0,2358,cruise-avg,63.86,43.63,63.86,1088,64.49,64.38,64.19,0,63.86,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip028,"<setPositionSpeed trainID=""priority_history_trip028"" speed=""63.86"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,28,,07/0570527,27,0,3003,cruise-avg,63.46,48.44,63.46,1752,65.01,64.72,64.13,0,63.46,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip028,"<setPositionSpeed trainID=""priority_history_trip028"" speed=""63.46"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,28,,07/0570527,27,0,2173,cruise-avg,68.03,44.08,68.03,826,69.12,68.86,68.4,0,68.03,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip028,"<setPositionSpeed trainID=""priority_history_trip028"" speed=""68.03"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,28,,07/0570527,27,0,1589,cruise-avg,70.02,37.49,70.02,299,71.63,71.52,70.94,0,70.02,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip028,"<setPositionSpeed trainID=""priority_history_trip028"" speed=""70.02"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,28,,07/0570527,27,0,2705,cruise-avg,70.43,49.51,70.43,1279,72.64,72.42,70.81,0,70.43,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip028,"<setPositionSpeed trainID=""priority_history_trip028"" speed=""70.43"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,28,,07/0570527,27,0,1903,cruise-avg,70.37,41.11,70.37,512,72.77,72.61,70.82,0,70.37,single-route,,,,,priority_history_trip028,,
7,钟公庙-鄞州区政府,28,,07/0570527,27,0,1814,cruise-avg,66.25,39.11,66.25,510,67.13,67.07,66.97,0,66.25,single-route,,,,,priority_history_trip028,,
8,鄞州区政府-钱湖南路,28,,07/0570527,27,0,2642,cruise-avg,70.67,49.39,70.67,1249,71.38,71.27,71.15,0,70.67,single-route,,,,,priority_history_trip028,,
9,钱湖南路-南高教园区,28,,07/0570527,27,0,2020,cruise-avg,66.77,41.68,66.77,680,69.89,69.59,67,0,66.77,single-route,,,,,priority_history_trip028,,
10,南高教园区-下应路,28,,07/0570527,27,0,2295,cruise-avg,70.35,45.58,70.35,904,71.21,71.08,70.77,0,70.35,single-route,,,,,priority_history_trip028,,
11,下应路-大洋江,28,,07/0570527,27,0,2140,cruise-avg,63.03,40.84,63.03,849,64.3,63.96,63.31,0,63.03,single-route,,,,,priority_history_trip028,,
12,大洋江-泗港,28,,07/0570527,27,0,1831,cruise-avg,60.75,37.69,60.75,613,63.8,63.47,61.03,0,60.75,single-route,,,,,priority_history_trip028,,
13,泗港-曹隘,28,,07/0570527,27,0,2712,cruise-avg,76.54,47.78,76.54,857,77.27,77.16,77.1,0,76.54,single-route,,,,,priority_history_trip028,,
14,曹隘-柳隘,28,,07/0570527,27,0,2148,cruise-avg,72.97,43.84,72.97,480,75.15,74.81,74.21,0,72.97,single-route,,,,,priority_history_trip028,,
15,柳隘-海晏北路,28,,07/0570527,27,0,1783,cruise-avg,76.04,39.62,76.04,290,77.22,77.16,76.98,0,76.04,single-route,,,,,priority_history_trip028,,
16,海晏北路-民安东路,28,,07/0570527,27,0,1676,cruise-avg,70.84,37.19,70.84,227,72.69,72.57,72.16,0,70.84,single-route,,,,,priority_history_trip028,,
17,民安东路-会展中心,28,,07/0570527,27,0,1534,cruise-avg,66.12,34.08,66.12,205,67.68,67.6,67.2,0,66.12,single-route,,,,,priority_history_trip028,,
18,会展中心-院士路,28,,07/0570527,27,0,2315,cruise-avg,76.51,48.29,76.51,837,77.14,77.06,77.01,0,76.51,single-route,,,,,priority_history_trip028,,
19,院士路-盎孟港,28,,07/0570527,27,0,1822,cruise-avg,75.44,39.34,75.44,265,77.16,77.06,76.95,0,75.44,single-route,,,,,priority_history_trip028,,
