send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,22,,07/0370321,21,0,2348,cruise-avg,63.88,43.81,63.88,1087,65.36,65.21,64.31,0,63.88,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip022,"<setPositionSpeed trainID=""priority_history_trip022"" speed=""63.88"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,22,,07/0370321,21,0,2998,cruise-avg,63.62,48.52,63.62,1712,65.36,65.12,64.45,0,63.62,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip022,"<setPositionSpeed trainID=""priority_history_trip022"" speed=""63.62"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,22,,07/0370321,21,0,2202,cruise-avg,65.21,43.51,65.21,905,66.16,66.06,65.63,0,65.21,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip022,"<setPositionSpeed trainID=""priority_history_trip022"" speed=""65.21"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,22,,07/0370321,21,0,1638,cruise-avg,70.15,36.4,70.15,252,71.92,71.83,70.72,0,70.15,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip022,"<setPositionSpeed trainID=""priority_history_trip022"" speed=""70.15"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,22,,07/0370321,21,0,2658,cruise-avg,72.44,50.4,72.44,1231,74.11,73.82,73,0,72.44,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip022,"<setPositionSpeed trainID=""priority_history_trip022"" speed=""72.44"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,22,,07/0370321,21,0,1925,cruise-avg,67.89,40.67,67.89,584,70.18,70.04,68.22,0,67.89,single-route,,,,,priority_history_trip022,,
7,钟公庙-鄞州区政府,22,,07/0370321,21,0,1800,cruise-avg,66.94,39.41,66.94,488,68.72,68.55,67.44,0,66.94,single-route,,,,,priority_history_trip022,,
8,鄞州区政府-钱湖南路,22,,07/0370321,21,1,2632,cruise-avg,70.89,49.57,70.89,1266,71.88,71.74,71.51,0,70.89,single-route,,,,,priority_history_trip022,,
9,钱湖南路-南高教园区,22,,07/0370321,21,1,2008,cruise-avg,66.74,41.92,66.74,674,69.07,68.68,67.15,0,66.74,single-route,,,,,priority_history_trip022,,
10,南高教园区-下应路,22,,07/0370321,21,1,2313,cruise-avg,67.65,45.23,67.65,937,69.4,68.98,68.15,0,67.65,single-route,,,,,priority_history_trip022,,
11,下应路-大洋江,22,,07/0370321,21,1,2127,cruise-avg,61.49,41.09,61.49,885,62.23,62.18,62.05,0,61.49,single-route,,,,,priority_history_trip022,,
12,大洋江-泗港,22,,07/0370321,21,1,1847,cruise-avg,59.1,37.35,59.1,627,60.78,60.59,59.62,0,59.1,single-route,,,,,priority_history_trip022,,
13,泗港-曹隘,22,,07/0370321,21,1,2693,cruise-avg,76.95,48.12,76.95,839,77.68,77.55,77.49,0,76.95,single-route,,,,,priority_history_trip022,,
14,曹隘-柳隘,22,,07/0370321,21,1,2130,cruise-avg,73.77,44.2,73.77,447,76.06,75.69,74.7,0,73.77,single-route,,,,,priority_history_trip022,,
15,柳隘-海晏北路,22,,07/0370321,21,1,1802,cruise-avg,65.94,39.2,65.94,524,66.92,66.84,66.71,0,65.94,single-route,,,,,priority_history_trip022,,
16,海晏北路-民安东路,22,,07/0370321,21,1,1669,cruise-avg,71.47,37.36,71.47,213,73.41,73.31,72.71,0,71.47,single-route,,,,,priority_history_trip022,,
17,民安东路-会展中心,22,,07/0370321,21,1,1544,cruise-avg,66.51,33.86,66.51,199,68.09,68.03,67.67,0,66.51,single-route,,,,,priority_history_trip022,,
18,会展中心-院士路,22,,07/0370321,21,1,2301,cruise-avg,76.93,48.58,76.93,827,77.52,77.47,77.43,0,76.93,single-route,,,,,priority_history_trip022,,
19,院士路-盎孟港,22,,07/0370321,21,1,1807,cruise-avg,75.28,39.65,75.28,245,77.45,77.39,76.34,0,75.28,single-route,,,,,priority_history_trip022,,
20,盎孟港-三官堂,22,,07/0370321,21,1,2788,cruise-avg,67.27,48.51,67.27,1437,69.13,68.83,67.62,0,67.27,single-route,,,,,priority_history_trip022,,
21,三官堂-兴庄路,22,,07/0370321,21,1,2053,cruise-avg,54.35,37.88,54.35,914,54.97,54.9,54.81,0,54.35,single-route,,,,,priority_history_trip022,,
22,兴庄路-兴海南路,22,,07/0370321,21,1,1829,cruise-avg,60.86,37.79,60.86,607,63.48,63.1,61.26,0,60.86,single-route,,,,,priority_history_trip022,,
23,兴海南路-梅堰,22,,07/0370321,21,1,1641,cruise-avg,71.94,36.59,71.94,254,73.24,73.13,72.69,0,71.94,single-route,,,,,priority_history_trip022,,
24,梅堰-永茂路,22,,07/0570521,21,0,6332,cruise-avg,64.41,41.81,64.41,1682,65.21,64.83,64.74,0,64.41,single-route,,,,,priority_history_trip022,,
25,永茂路-镇海大道,22,,07/0370321,21,1,2836,cruise-avg,77.18,54.15,77.18,1333,77.71,77.54,77.5,0,77.18,single-route,,,,,priority_history_trip022,,
26,镇海大道-骆驼桥,22,,07/0370321,21,1,2344,cruise-avg,77.19,49.05,77.19,864,77.72,77.67,77.62,0,77.19,single-route,,,,,priority_history_trip022,,
