send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,5,,07/0170104,4,0,2327,cruise-avg,64,44.2,64,1030,64.9,64.77,64.36,0,64,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip005,"<setPositionSpeed trainID=""priority_history_trip005"" speed=""64"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,5,,07/0170104,4,0,3010,cruise-avg,62.78,48.35,62.78,1802,64.19,63.91,63.79,0,62.78,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip005,"<setPositionSpeed trainID=""priority_history_trip005"" speed=""62.78"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,5,,07/0170104,4,0,2211,cruise-avg,63.73,43.33,63.73,943,64.52,64.49,64.36,0,63.73,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip005,"<setPositionSpeed trainID=""priority_history_trip005"" speed=""63.73"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,5,,07/0170104,4,0,1679,cruise-avg,68.18,35.5,68.18,162,70.2,70.06,68.45,0,68.18,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip005,"<setPositionSpeed trainID=""priority_history_trip005"" speed=""68.18"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,5,,07/0170104,4,0,2601,cruise-avg,75.25,51.5,75.25,1118,76.82,76.5,75.8,0,75.25,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip005,"<setPositionSpeed trainID=""priority_history_trip005"" speed=""75.25"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,5,,07/0170104,4,0,1929,cruise-avg,65.79,40.6,65.79,605,69.19,68.8,66.04,0,65.79,single-route,,,,,priority_history_trip005,,
7,钟公庙-鄞州区政府,5,,07/0170104,4,0,1802,cruise-avg,66.9,39.36,66.9,502,67.97,67.78,67.55,0,66.9,single-route,,,,,priority_history_trip005,,
8,鄞州区政府-钱湖南路,5,,07/0170104,4,0,2655,cruise-avg,68.71,49.13,68.71,1334,69.64,69.49,69.3,0,68.71,single-route,,,,,priority_history_trip005,,
9,钱湖南路-南高教园区,5,,07/0170104,4,0,2013,cruise-avg,66.58,41.81,66.58,674,69.5,69.17,66.96,0,66.58,single-route,,,,,priority_history_trip005,,
10,南高教园区-下应路,5,,07/0170104,4,0,2319,cruise-avg,68.94,45.11,68.94,947,70.12,69.95,69.66,0,68.94,single-route,,,,,priority_history_trip005,,
11,下应路-大洋江,5,,07/0170104,4,0,2111,cruise-avg,62.96,41.4,62.96,834,63.66,63.56,63.48,0,62.96,single-route,,,,,priority_history_trip005,,
12,大洋江-泗港,5,,07/0170104,4,0,1851,cruise-avg,59.12,37.28,59.12,627,60.42,60.24,59.75,0,59.12,single-route,,,,,priority_history_trip005,,
13,泗港-曹隘,5,,07/0170104,4,0,2696,cruise-avg,77.01,48.06,77.01,833,77.74,77.62,77.56,0,77.01,single-route,,,,,priority_history_trip005,,
14,曹隘-柳隘,5,,07/0170104,4,0,2135,cruise-avg,73.62,44.1,73.62,462,75.96,75.6,74.66,0,73.62,single-route,,,,,priority_history_trip005,,
15,柳隘-海晏北路,5,,07/0170104,4,0,1775,cruise-avg,73.13,39.8,73.13,318,76.15,76.01,73.95,0,73.13,single-route,,,,,priority_history_trip005,,
16,海晏北路-民安东路,5,,07/0170104,4,0,1680,cruise-avg,71.38,37.09,71.38,217,73.35,73.21,72.62,0,71.38,single-route,,,,,priority_history_trip005,,
17,民安东路-会展中心,5,,07/0170104,4,0,1524,cruise-avg,66.66,34.32,66.66,201,68.22,68.15,67.75,0,66.66,single-route,,,,,priority_history_trip005,,
18,会展中心-院士路,5,,07/0170104,4,0,2300,cruise-avg,76.99,48.63,76.99,826,77.58,77.53,77.5,0,76.99,single-route,,,,,priority_history_trip005,,
19,院士路-盎孟港,5,,07/0170104,4,0,1814,cruise-avg,75.8,39.48,75.8,257,77.58,77.51,77.39,0,75.8,single-route,,,,,priority_history_trip005,,
20,盎孟港-三官堂,5,,07/0170104,4,0,2732,cruise-avg,69.13,49.51,69.13,1361,71.13,70.6,69.58,0,69.13,single-route,,,,,priority_history_trip005,,
21,三官堂-兴庄路,5,,07/0170104,4,0,2100,cruise-avg,52,37.06,52,1015,52.67,52.61,52.41,0,52,single-route,,,,,priority_history_trip005,,
22,兴庄路-兴海南路,5,,07/0170104,4,0,1843,cruise-avg,58.81,37.45,58.81,669,60.46,60.38,59.38,0,58.81,single-route,,,,,priority_history_trip005,,
23,兴海南路-梅堰,5,,07/0170104,4,0,1626,cruise-avg,73.16,36.92,73.16,189,75.34,75.13,74.03,0,73.16,single-route,,,,,priority_history_trip005,,
24,梅堰-永茂路,5,,07/0170104,4,0,6366,cruise-avg,62.25,41.58,62.25,1780,63.16,62.79,62.68,0,62.25,single-route,,,,,priority_history_trip005,,
25,永茂路-镇海大道,5,,07/0170104,4,0,2848,cruise-avg,77.21,53.9,77.21,1333,77.62,77.58,77.54,0,77.21,single-route,,,,,priority_history_trip005,,
26,镇海大道-骆驼桥,5,,07/0170104,4,0,2333,cruise-avg,77.2,49.27,77.2,857,77.76,77.7,77.64,0,77.2,single-route,,,,,priority_history_trip005,,
