send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,54,,07/0970953,53,0,2320,cruise-avg,64.91,45.02,64.91,1070,66.6,66.36,65.44,0,64.91,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip054,"<setPositionSpeed trainID=""priority_history_trip054"" speed=""64.91"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,54,,07/0970953,53,0,3028,cruise-avg,63.85,48.83,63.85,1743,65.07,64.85,64.74,0,63.85,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip054,"<setPositionSpeed trainID=""priority_history_trip054"" speed=""63.85"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,54,,07/0970953,53,0,2118,cruise-avg,74.91,45.98,74.91,683,77.36,77.25,75.35,0,74.91,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip054,"<setPositionSpeed trainID=""priority_history_trip054"" speed=""74.91"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,54,,07/0970953,53,0,1572,cruise-avg,73.67,38.5,73.67,195,77.19,76.94,74.25,0,73.67,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip054,"<setPositionSpeed trainID=""priority_history_trip054"" speed=""73.67"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,54,,07/0970953,53,0,2656,cruise-avg,72.89,51.23,72.89,1271,75.69,75.48,73.5,0,72.89,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip054,"<setPositionSpeed trainID=""priority_history_trip054"" speed=""72.89"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,54,,07/0970953,53,0,1893,cruise-avg,75.36,42.01,75.36,421,78.86,78.78,76.44,0,75.36,single-route,,,,,priority_history_trip054,,
7,钟公庙-鄞州区政府,54,,07/0970953,53,0,1792,cruise-avg,73.86,40.15,73.86,139,76.57,76.27,72.89,0,73.86,single-route,,,,,priority_history_trip054,,
8,鄞州区政府-钱湖南路,54,,07/0970953,53,0,2540,cruise-avg,77.08,52.15,77.08,1100,78.6,78.39,77.78,0,77.08,single-route,,,,,priority_history_trip054,,
9,钱湖南路-南高教园区,54,,07/0970953,53,0,1954,cruise-avg,74.69,43.76,74.69,517,76.93,76.51,75.2,0,74.69,single-route,,,,,priority_history_trip054,,
10,南高教园区-下应路,54,,07/0970953,53,0,2193,cruise-avg,78.31,48.39,78.31,698,78.92,78.87,78.84,0,78.31,single-route,,,,,priority_history_trip054,,
