send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,38,,07/0670637,37,0,2379,max,64.05,43.22,62.66,1119,64.05,63.82,62.92,0,64.05,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip038,"<setPositionSpeed trainID=""priority_history_trip038"" speed=""64.05"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,38,,07/0670637,37,0,3022,max,65.03,48.13,63.39,1754,65.03,64.59,64.02,0,65.03,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip038,"<setPositionSpeed trainID=""priority_history_trip038"" speed=""65.03"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,38,,07/0670637,37,0,2190,max,69.17,43.77,67.93,826,69.17,68.99,68.22,0,69.17,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip038,"<setPositionSpeed trainID=""priority_history_trip038"" speed=""69.17"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,38,,07/0670637,37,0,1637,max,71.57,36.37,69.9,227,71.57,71.47,70.71,0,71.57,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip038,"<setPositionSpeed trainID=""priority_history_trip038"" speed=""71.57"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,38,,07/0670637,37,0,2634,max,74.66,50.84,73.59,1209,74.66,74.54,74,0,74.66,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip038,"<setPositionSpeed trainID=""priority_history_trip038"" speed=""74.66"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,38,,07/0670637,37,0,1944,max,68.73,40.3,65.72,596,68.73,68.4,65.81,0,68.73,single-route,,,,,priority_history_trip038,,
7,钟公庙-鄞州区政府,38,,07/0670637,37,0,1832,max,67.09,38.7,66.12,514,67.09,67.06,66.98,0,67.09,single-route,,,,,priority_history_trip038,,
8,鄞州区政府-钱湖南路,38,,07/0670637,37,0,2645,max,71.28,49.33,70.61,1255,71.28,71.17,71.03,0,71.28,single-route,,,,,priority_history_trip038,,
9,钱湖南路-南高教园区,38,,07/0670637,37,0,1993,max,69.68,42.27,68.85,651,69.68,69.55,69.45,0,69.68,single-route,,,,,priority_history_trip038,,
10,南高教园区-下应路,38,,07/0670637,37,0,2299,max,71.35,45.49,70.54,896,71.35,71.2,70.94,0,71.35,single-route,,,,,priority_history_trip038,,
11,下应路-大洋江,38,,07/0670637,37,0,2125,max,63.49,41.14,62.95,844,63.49,63.38,63.33,0,63.49,single-route,,,,,priority_history_trip038,,
12,大洋江-泗港,38,,07/0670637,37,0,1828,max,62.65,37.78,60.89,595,62.65,62.49,61.42,0,62.65,single-route,,,,,priority_history_trip038,,
13,泗港-曹隘,38,,07/0670637,37,0,2712,max,77.29,47.75,76.53,860,77.29,77.18,77.11,0,77.29,single-route,,,,,priority_history_trip038,,
14,曹隘-柳隘,38,,07/0670637,37,0,2148,max,75.17,43.81,72.95,476,75.17,74.76,74.2,0,75.17,single-route,,,,,priority_history_trip038,,
15,柳隘-海晏北路,38,,07/0670637,37,0,1794,max,75.75,39.39,72.92,361,75.75,75.61,73.1,0,75.75,single-route,,,,,priority_history_trip038,,
16,海晏北路-民安东路,38,,07/0670637,37,0,1689,max,72.69,36.88,70.85,224,72.69,72.6,72.11,0,72.69,single-route,,,,,priority_history_trip038,,
17,民安东路-会展中心,38,,07/0670637,37,0,1547,max,67.86,33.8,66.26,202,67.86,67.77,67.33,0,67.86,single-route,,,,,priority_history_trip038,,
