send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,31,,07/0570530,30,0,2355,cruise-avg,62.52,43.66,62.52,1109,63.69,63.47,62.79,0,62.52,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip031,"<setPositionSpeed trainID=""priority_history_trip031"" speed=""62.52"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,31,,07/0570530,30,0,3026,cruise-avg,62.65,48.07,62.65,1798,63.41,63.38,63.31,0,62.65,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip031,"<setPositionSpeed trainID=""priority_history_trip031"" speed=""62.65"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,31,,07/0570530,30,0,2102,cruise-avg,76.08,45.61,76.08,622,77.07,76.99,76.57,0,76.08,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip031,"<setPositionSpeed trainID=""priority_history_trip031"" speed=""76.08"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,31,,07/0570530,30,0,1593,cruise-avg,69.91,37.41,69.91,300,71.65,71.54,70.44,0,69.91,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip031,"<setPositionSpeed trainID=""priority_history_trip031"" speed=""69.91"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,31,,07/0570530,30,0,2628,cruise-avg,75,50.97,75,1157,76.41,76.04,75.45,0,75,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip031,"<setPositionSpeed trainID=""priority_history_trip031"" speed=""75"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,31,,07/0570530,30,0,1897,cruise-avg,73.58,41.26,73.58,438,77.11,76.99,74.31,0,73.58,single-route,,,,,priority_history_trip031,,
7,钟公庙-鄞州区政府,31,,07/0570530,30,0,1789,cruise-avg,74.01,39.63,74.01,316,77.24,77.14,74.77,0,74.01,single-route,,,,,priority_history_trip031,,
8,鄞州区政府-钱湖南路,31,,07/0570530,30,0,2554,cruise-avg,75.81,51.09,75.81,1104,76.86,76.56,76.15,0,75.81,single-route,,,,,priority_history_trip031,,
9,钱湖南路-南高教园区,31,,07/0570530,30,0,1954,cruise-avg,76.41,43.08,76.41,482,77.23,77.2,77.04,0,76.41,single-route,,,,,priority_history_trip031,,
10,南高教园区-下应路,31,,07/0570530,30,0,2219,cruise-avg,76.71,47.12,76.71,722,77.27,77.21,77.18,0,76.71,single-route,,,,,priority_history_trip031,,
11,下应路-大洋江,31,,07/0570530,30,0,2037,cruise-avg,70.87,42.9,70.87,641,71.56,71.48,71.31,0,70.87,single-route,,,,,priority_history_trip031,,
12,大洋江-泗港,31,,07/0570530,30,0,1794,cruise-avg,65.44,38.46,65.44,516,66.88,66.74,66.11,0,65.44,single-route,,,,,priority_history_trip031,,
13,泗港-曹隘,31,,07/0570530,30,0,2612,cruise-avg,76.28,49.59,76.28,1062,77.3,77.18,77.12,0,76.28,single-route,,,,,priority_history_trip031,,
14,曹隘-柳隘,31,,07/0570530,30,0,2147,cruise-avg,73,43.84,73,477,75.26,74.91,74.2,0,73,single-route,,,,,priority_history_trip031,,
15,柳隘-海晏北路,31,,07/0570530,30,0,1768,cruise-avg,76.06,39.96,76.06,290,77.24,77.18,77.06,0,76.06,single-route,,,,,priority_history_trip031,,
16,海晏北路-民安东路,31,,07/0570530,30,0,1689,cruise-avg,71.23,36.86,71.23,245,72.61,72.53,72.36,0,71.23,single-route,,,,,priority_history_trip031,,
17,民安东路-会展中心,31,,07/0570530,30,0,1551,cruise-avg,66.09,33.66,66.09,203,67.75,67.68,67.18,0,66.09,single-route,,,,,priority_history_trip031,,
18,会展中心-院士路,31,,07/0570530,30,0,2304,cruise-avg,76.48,48.5,76.48,838,77.11,77.04,76.99,0,76.48,single-route,,,,,priority_history_trip031,,
19,院士路-盎孟港,31,,07/0570530,30,0,1809,cruise-avg,75.09,39.59,75.09,245,77.04,76.99,76.65,0,75.09,single-route,,,,,priority_history_trip031,,
20,盎孟港-三官堂,31,,07/0570530,30,0,2630,cruise-avg,76.03,51.39,76.03,1146,76.54,76.5,76.44,0,76.03,single-route,,,,,priority_history_trip031,,
21,三官堂-兴庄路,31,,07/0570530,30,0,1976,cruise-avg,61.9,39.36,61.9,690,62.71,62.48,62.34,0,61.9,single-route,,,,,priority_history_trip031,,
22,兴庄路-兴海南路,31,,07/0570530,30,0,1777,cruise-avg,70.72,38.87,70.72,362,71.61,71.56,71.51,0,70.72,single-route,,,,,priority_history_trip031,,
23,兴海南路-梅堰,31,,07/0570530,30,0,1633,cruise-avg,75.06,36.8,75.06,152,77.09,77.03,75.33,0,75.06,single-route,,,,,priority_history_trip031,,
24,梅堰-永茂路,31,,07/0670630,30,0,6626,cruise-avg,55.31,39.95,55.31,2095,56.51,55.74,55.54,0,55.31,single-route,,,,,priority_history_trip031,,
25,永茂路-镇海大道,31,,07/0570530,30,0,2867,cruise-avg,76.77,53.58,76.77,1343,77.21,77.14,77.09,0,76.77,single-route,,,,,priority_history_trip031,,
26,镇海大道-骆驼桥,31,,07/0570530,30,0,2338,cruise-avg,76.79,49.17,76.79,872,77.31,77.27,77.2,0,76.79,single-route,,,,,priority_history_trip031,,
