send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,10,,07/0270209,9,0,2352,max,64.85,43.73,63.89,1094,64.85,64.76,64.44,0,64.85,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip010,"<setPositionSpeed trainID=""priority_history_trip010"" speed=""64.85"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,10,,07/0270209,9,0,3004,max,65.45,48.45,63.55,1764,65.45,65.17,64.51,0,65.45,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip010,"<setPositionSpeed trainID=""priority_history_trip010"" speed=""65.45"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,10,,07/0270209,9,0,2216,max,66.26,43.23,65.26,901,66.26,66.11,65.71,0,66.26,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip010,"<setPositionSpeed trainID=""priority_history_trip010"" speed=""66.26"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,10,,07/0270209,9,0,1674,max,70.12,35.59,67.27,199,70.12,70.04,68,0,70.12,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip010,"<setPositionSpeed trainID=""priority_history_trip010"" speed=""70.12"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,10,,07/0270209,9,0,2602,max,77.31,51.5,76.61,1097,77.31,77.27,77.18,0,77.31,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip010,"<setPositionSpeed trainID=""priority_history_trip010"" speed=""77.31"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,10,,07/0270209,9,0,1900,max,70.62,41.19,67.97,548,70.62,70.5,68.51,0,70.62,single-route,,,,,priority_history_trip010,,
7,钟公庙-鄞州区政府,10,,07/0270209,9,0,1813,max,67.48,39.11,66.68,513,67.48,67.4,67.17,0,67.48,single-route,,,,,priority_history_trip010,,
8,鄞州区政府-钱湖南路,10,,07/0270209,9,0,2630,max,72.1,49.64,70.89,1257,72.1,71.91,71.56,0,72.1,single-route,,,,,priority_history_trip010,,
9,钱湖南路-南高教园区,10,,07/0270209,9,0,2003,max,69.42,42.03,66.87,667,69.42,69.09,67.27,0,69.42,single-route,,,,,priority_history_trip010,,
10,南高教园区-下应路,10,,07/0270209,9,0,2300,max,70.17,45.47,69.01,938,70.17,70.04,69.75,0,70.17,single-route,,,,,priority_history_trip010,,
11,下应路-大洋江,10,,07/0270209,9,0,2110,max,63.96,41.44,63.15,833,63.96,63.9,63.81,0,63.96,single-route,,,,,priority_history_trip010,,
12,大洋江-泗港,10,,07/0270209,9,0,1863,max,58.24,37.03,57.38,711,58.24,58.2,58.01,0,58.24,single-route,,,,,priority_history_trip010,,
13,泗港-曹隘,10,,07/0270209,9,0,2682,max,77.78,48.28,76.9,907,77.78,77.65,77.59,0,77.78,single-route,,,,,priority_history_trip010,,
14,曹隘-柳隘,10,,07/0270209,9,0,2140,max,75.67,43.99,73.52,459,75.67,75.29,74.71,0,75.67,single-route,,,,,priority_history_trip010,,
15,柳隘-海晏北路,10,,07/0270209,9,0,1775,max,76.14,39.78,73.25,358,76.14,76.04,73.87,0,76.14,single-route,,,,,priority_history_trip010,,
16,海晏北路-民安东路,10,,07/0270209,9,0,1678,max,73.53,37.11,71.59,212,73.53,73.44,72.74,0,73.53,single-route,,,,,priority_history_trip010,,
17,民安东路-会展中心,10,,07/0270209,9,0,1544,max,68.2,33.86,66.59,197,68.2,68.15,67.7,0,68.2,single-route,,,,,priority_history_trip010,,
