send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,34,,07/0670633,33,0,2364,max,64.28,43.51,62.6,1111,64.28,64.02,63.19,0,64.28,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip034,"<setPositionSpeed trainID=""priority_history_trip034"" speed=""64.28"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,34,,07/0670633,33,0,3051,max,63.97,47.67,62.68,1810,63.97,63.67,63.37,0,63.97,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip034,"<setPositionSpeed trainID=""priority_history_trip034"" speed=""63.97"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,34,,07/0670633,33,0,2211,max,69.45,43.32,67.94,834,69.45,69.2,68.5,0,69.45,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip034,"<setPositionSpeed trainID=""priority_history_trip034"" speed=""69.45"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,34,,07/0670633,33,0,1638,max,71.59,36.35,69.61,240,71.59,71.49,70.29,0,71.59,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip034,"<setPositionSpeed trainID=""priority_history_trip034"" speed=""71.59"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,34,,07/0670633,33,0,2623,max,76.32,51.05,75.05,1152,76.32,76.1,75.44,0,76.32,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip034,"<setPositionSpeed trainID=""priority_history_trip034"" speed=""76.32"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,34,,07/0670633,33,0,1909,max,70.48,40.99,68.26,551,70.48,70.3,68.46,0,70.48,single-route,,,,,priority_history_trip034,,
7,钟公庙-鄞州区政府,34,,07/0670633,33,0,1801,max,76.14,39.36,73.45,143,76.14,75.93,72.62,0,76.14,single-route,,,,,priority_history_trip034,,
8,鄞州区政府-钱湖南路,34,,07/0670633,33,0,2559,max,77.22,50.97,76.74,1052,77.22,77.15,77.11,0,77.22,single-route,,,,,priority_history_trip034,,
9,钱湖南路-南高教园区,34,,07/0670633,33,0,1956,max,77.13,43.01,76.26,465,77.13,77.04,76.96,0,77.13,single-route,,,,,priority_history_trip034,,
10,南高教园区-下应路,34,,07/0670633,33,0,2230,max,77.23,46.89,76.65,718,77.23,77.18,77.15,0,77.23,single-route,,,,,priority_history_trip034,,
