send_order,section,trip_no,run_id_filter,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,59,,07/1071058,58,0,2334,cruise-avg,64.7,44.77,64.7,1077,66.29,65.98,65.02,0,64.7,single-route,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],0,testApiFirst5-0-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip059,"<setPositionSpeed trainID=""priority_history_trip059"" speed=""64.7"" startRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-0-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,59,,07/1071058,58,0,3041,cruise-avg,63.74,48.63,63.74,1803,64.66,64.48,64.39,0,63.74,single-route,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],0,testApiFirst5-5-R:STA_2_[5]-STA_3_[82],999999,priority_history_trip059,"<setPositionSpeed trainID=""priority_history_trip059"" speed=""63.74"" startRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-5-R:STA_2_[5]-STA_3_[82]"" endRouteOffset=""999999""/>",
3,同德路-石碶,59,,07/1071058,58,0,2244,cruise-avg,66,43.38,66,933,66.51,66.46,66.36,0,66,single-route,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],0,testApiFirst5-82-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip059,"<setPositionSpeed trainID=""priority_history_trip059"" speed=""66"" startRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-82-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,59,,07/1071058,58,0,1679,cruise-avg,68.32,36.03,68.32,145,70.56,70.45,67.94,0,68.32,single-route,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],0,testApiFirst5-165-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip059,"<setPositionSpeed trainID=""priority_history_trip059"" speed=""68.32"" startRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-165-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,59,,07/1071058,58,0,2624,cruise-avg,75.94,51.86,75.94,1176,77.66,77.18,76.21,0,75.94,single-route,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],0,testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip059,"<setPositionSpeed trainID=""priority_history_trip059"" speed=""75.94"" startRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""testApiFirst5-198-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",end_offset_defaulted
6,庙堰-钟公庙,59,,07/1071058,58,0,1915,cruise-avg,68.62,41.5,68.62,586,70.53,70.36,68.83,0,68.62,single-route,,,,,priority_history_trip059,,
7,钟公庙-鄞州区政府,59,,07/1071058,58,0,1814,cruise-avg,67.13,39.68,67.13,499,68.89,68.76,67.49,0,67.13,single-route,,,,,priority_history_trip059,,
8,鄞州区政府-钱湖南路,59,,07/1071058,58,0,2630,cruise-avg,71.57,50.38,71.57,1259,72.38,72.28,72.12,0,71.57,single-route,,,,,priority_history_trip059,,
9,钱湖南路-南高教园区,59,,07/1071058,58,0,2024,cruise-avg,67.58,42.23,67.58,665,68.39,68.32,68.16,0,67.58,single-route,,,,,priority_history_trip059,,
10,南高教园区-下应路,59,,07/1071058,58,0,2280,cruise-avg,71.14,46.56,71.14,897,72.07,71.92,71.71,0,71.14,single-route,,,,,priority_history_trip059,,
