section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,45,46,07/0870845,0,2352,mps,44.43,63.66,1097,0.92,65.54,65.22,64.13,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,45,46,07/0870845,0,3032,mps,48.77,63.77,1757,0.92,64.96,64.82,64.7,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,45,46,07/0870845,0,2086,mps,46.67,77.38,641,0.92,78.6,78.47,78.12,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,45,46,07/0870845,0,1641,mps,36.89,70.86,254,0.92,72.97,72.87,71.15,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,45,46,07/0870845,0,2602,mps,52.29,77.48,1137,0.92,78.35,78.25,78.16,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,45,46,07/0870845,0,1886,mps,42.15,74.94,412,0.92,78.71,78.58,75.78,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,45,46,07/0870845,0,1797,mps,40.05,71.28,407,0.92,73.31,73.21,71.61,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,45,46,07/0870845,0,2577,mps,51.39,75.49,1144,0.92,76.79,76.57,76.07,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,45,46,07/0870845,0,1936,mps,44.17,77.99,472,0.92,78.85,78.81,78.66,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,45,46,07/0870845,0,2216,mps,47.91,78.24,718,0.92,78.82,78.75,78.71,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,45,46,07/0870845,0,2023,mps,43.87,72.44,635,0.92,73.02,72.96,72.92,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,45,46,07/0870845,0,1809,mps,38.73,63.92,564,0.92,66.8,66.59,64.54,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,45,46,07/0870845,0,2601,mps,50.55,77.72,1033,0.92,79.01,78.8,78.49,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,45,46,07/0870845,0,2140,mps,44.62,74.54,465,0.92,76.85,76.47,75.58,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,45,46,07/0870845,0,1776,mps,40.36,77.54,284,0.92,78.75,78.73,78.55,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,45,46,07/0870845,0,1669,mps,37.88,72.41,217,0.92,74.31,74.27,73.71,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,45,46,07/0870845,0,1541,mps,34.42,67.12,207,0.92,68.76,68.69,68.21,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,45,46,07/0870845,0,2311,mps,49.12,78.14,831,0.92,78.82,78.77,78.71,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,45,46,07/0870845,0,1807,mps,40.27,76.82,242,0.92,78.78,78.72,78.39,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,45,46,07/0870845,0,2629,mps,52.22,76.98,1176,0.92,78.15,77.95,77.55,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
