run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,128.6,132.05,0.953642,0.810031,0.997209,21.702237,20.434603,-1.267633
07/0850712|50712|5012|UP,128.65,132.05,1.067772,0.934294,0.993478,21.701003,20.434603,-1.266399
07/0850714|50714|5012|UP,128.85,132.05,1.074033,0.93919,0.993524,21.705556,20.434603,-1.270952
07/0951902|51902|5012|UP,128.5,132.05,1.051237,0.926243,0.993534,21.741667,20.434603,-1.307063
07/0951904|51904|5012|UP,128.45,132.05,1.107196,0.965857,0.993046,21.730556,20.434603,-1.295952
07/0951912|51912|5012|UP,128.5,132.05,1.125143,0.987832,0.993324,21.751586,20.434603,-1.316982
07/1050304|50304|5012|UP,128.55,132.05,1.036861,0.910073,0.995666,21.689593,20.434603,-1.254989
07/1053002|53002|5012|UP,128.75,132.05,1.051744,0.920644,0.994112,21.633333,20.434603,-1.19873
07/1251004|51004|5012|UP,128.5,132.05,1.047831,0.916549,0.994142,21.729962,20.434603,-1.295358
07/1251012|51012|5012|UP,128.45,132.05,1.11626,0.974663,0.993215,21.725,20.434603,-1.290397
