trip_no,section_index,站间区间,区间载重(t),全局趟次ID,历史segment,历史来源run_id,OT 历史区间里程(km),OT 历史机械能(kWh),OT 标准 DP区间里程(km),OT 标准 DP机械能(kWh),OT 停站宽松 5% DP区间里程(km),OT 停站宽松 5% DP机械能(kWh),OT Energy First DP区间里程(km),OT Energy First DP机械能(kWh),真实历史区间里程(km),真实历史能耗(kWh),标准 DP vs OpenTrack 历史图像路径,停站宽松 5% DP vs OpenTrack 历史图像路径,Energy First DP vs OpenTrack 历史图像路径,四源总览图像路径,OpenTrack历史 vs 真实历史图像路径
67,1,布政-张家潭,215.34,UP067_20240716_074738_R3654,66.0,3654.0,1.428,13.00186111,1.428,13.42766667,1.428,13.42766667,1.428,13.42766667,1.428355,13.44786664,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\01_standard_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\02_dwell5_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\03_energy_first_vs_ot_history\01_布政-张家潭_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\04_ot_history_vs_real_history\01_布政-张家潭_energy_distance.png
67,2,张家潭-同德路,215.84,UP067_20240716_074738_R3654,66.0,3655.0,2.017,16.33122222,2.017,16.3465,2.017,16.61519444,2.017,18.08505556,2.021088,17.94049981,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\01_standard_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\02_dwell5_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\03_energy_first_vs_ot_history\02_张家潭-同德路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\04_ot_history_vs_real_history\02_张家潭-同德路_energy_distance.png
67,3,同德路-石碶,216.72,UP067_20240716_074738_R3654,66.0,3656.0,1.331,14.50680556,1.331,12.78558333,1.331,12.99797222,1.331,12.99794444,1.330555,15.80117011,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\01_standard_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\02_dwell5_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\03_energy_first_vs_ot_history\03_同德路-石碶_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\04_ot_history_vs_real_history\03_同德路-石碶_energy_distance.png
67,4,石碶-雅渡,224.8,UP067_20240716_074738_R3654,66.0,3657.0,0.827,12.18019444,0.827,10.18033333,0.827,10.35902778,0.827,10.35905556,0.827488,13.69588528,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\01_standard_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\02_dwell5_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\03_energy_first_vs_ot_history\04_石碶-雅渡_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\04_ot_history_vs_real_history\04_石碶-雅渡_energy_distance.png
67,5,雅渡-庙堰,229.2,UP067_20240716_074738_R3654,66.0,3658.0,1.86,21.70263889,1.86,21.83825,1.86,21.61763889,1.86,21.61761111,1.861228,22.98600877,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\01_standard_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\02_dwell5_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\03_energy_first_vs_ot_history\05_雅渡-庙堰_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\04_ot_history_vs_real_history\05_雅渡-庙堰_energy_distance.png
67,6,庙堰-钟公庙,232.0,UP067_20240716_074738_R3654,66.0,3659.0,1.086,14.9195,1.086,13.52516667,1.086,13.52516667,1.086,13.52516667,1.087595,16.87096047,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\01_standard_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\02_dwell5_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\03_energy_first_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\04_ot_history_vs_real_history\06_庙堰-钟公庙_energy_distance.png
67,7,钟公庙-鄞州区政府,234.1,UP067_20240716_074738_R3654,66.0,3660.0,0.984,11.77027778,0.984,11.77030556,0.984,8.98847222,0.984,11.77027778,0.985307,13.86670684,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\01_standard_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\02_dwell5_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\03_energy_first_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\04_ot_history_vs_real_history\07_钟公庙-鄞州区政府_energy_distance.png
67,8,鄞州区政府-钱湖南路,235.5,UP067_20240716_074738_R3654,66.0,3661.0,1.811,18.48022222,1.811,18.29619444,1.811,16.773,1.811,18.46886111,1.812871,19.12818936,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\01_standard_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\02_dwell5_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\03_energy_first_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\04_ot_history_vs_real_history\08_鄞州区政府-钱湖南路_energy_distance.png
67,9,钱湖南路-南高教园区,237.5,UP067_20240716_074738_R3654,66.0,3662.0,1.155,16.34658333,1.155,14.24855556,1.155,14.83252778,1.155,14.83252778,1.168911,17.36076987,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\01_standard_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\02_dwell5_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\03_energy_first_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\04_ot_history_vs_real_history\09_钱湖南路-南高教园区_energy_distance.png
67,10,南高教园区-下应路,240.7,UP067_20240716_074738_R3654,66.0,3663.0,1.452,20.18388889,1.452,20.07055556,1.452,18.95311111,1.452,21.08191667,1.453058,23.18247329,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\01_standard_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\02_dwell5_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\03_energy_first_vs_ot_history\10_南高教园区-下应路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\section_energy_distance\04_ot_history_vs_real_history\10_南高教园区-下应路_energy_distance.png
