section,segment,rows,duration_s,distance_m,real_energy_wh,mlp_energy_wh,mlp_error_pct,run_class,quality_label,service_no,date_service,source_file,figure
张家潭-同德路,0,3018,150.85,2019.22,18515.561,17944.287,-3.085,3,0,70100,07/0170100,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_0_07_0170100.jpg
张家潭-同德路,1,2933,146.6,2019.696,18194.696,17567.891,-3.445,2,0,70101,07/0170101,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_1_07_0170101.jpg
张家潭-同德路,2,3036,151.75,2020.359,17522.298,17563.321,0.234,3,0,70102,07/0170102,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_2_07_0170102.jpg
张家潭-同德路,3,3009,150.4,2020.854,17933.609,17872.42,-0.341,3,0,70103,07/0170103,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_3_07_0170103.jpg
张家潭-同德路,4,3010,150.45,2021.121,17458.041,17417.372,-0.233,3,0,70104,07/0170104,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_4_07_0170104.jpg
张家潭-同德路,5,3014,150.65,2020.785,17544.987,17438.413,-0.607,3,0,70105,07/0170105,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_5_07_0170105.jpg
张家潭-同德路,6,3000,149.95,2021.511,17853.573,17914.161,0.339,3,0,70106,07/0170106,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_6_07_0170106.jpg
张家潭-同德路,7,3005,150.2,2020.616,17411.96,17386.595,-0.146,3,1,70107,07/0170107,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_7_07_0170107.jpg
张家潭-同德路,8,3025,151.2,2020.771,17454.883,17463.042,0.047,3,0,70208,07/0270208,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_8_07_0270208.jpg
张家潭-同德路,9,3004,150.15,2021.235,17920.705,17927.724,0.039,3,0,70209,07/0270209,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_9_07_0270209.jpg
张家潭-同德路,10,3030,151.45,2020.716,17092.442,17194.671,0.598,3,0,70210,07/0270210,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_10_07_0270210.jpg
张家潭-同德路,11,3031,151.5,2022.117,17587.784,17640.253,0.298,3,0,70211,07/0270211,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_11_07_0270211.jpg
张家潭-同德路,12,2949,147.4,2020.571,18143.426,17879.315,-1.456,2,0,70212,07/0270212,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_12_07_0270212.jpg
张家潭-同德路,13,2925,146.2,2020.088,18023.942,17373.787,-3.607,2,0,70213,07/0270213,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_13_07_0270213.jpg
张家潭-同德路,14,3028,151.35,2020.947,16930.951,16929.92,-0.006,3,1,70214,07/0270214,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_14_07_0270214.jpg
张家潭-同德路,15,3010,150.45,2020.108,18184.997,17352.911,-4.576,3,0,70315,07/0370315,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_15_07_0370315.jpg
张家潭-同德路,16,3029,151.4,2020.201,17493.1,17645.627,0.872,3,0,70316,07/0370316,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_16_07_0370316.jpg
张家潭-同德路,17,3029,151.4,2020.371,17135.045,17181.538,0.271,3,0,70317,07/0370317,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_17_07_0370317.jpg
张家潭-同德路,18,3002,150.05,2020.412,17317.472,17206.868,-0.639,3,0,70318,07/0370318,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_18_07_0370318.jpg
张家潭-同德路,19,3030,151.45,2020.391,17250.568,17245.962,-0.027,3,0,70319,07/0370319,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_19_07_0370319.jpg
张家潭-同德路,20,3000,149.95,2020.28,17951.457,17743.134,-1.16,3,0,70320,07/0370320,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_20_07_0370320.jpg
张家潭-同德路,21,2998,149.85,2020.414,17329.75,17132.252,-1.14,3,0,70321,07/0370321,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_21_07_0370321.jpg
张家潭-同德路,22,2998,149.85,2019.471,17815.439,17095.97,-4.038,3,1,70322,07/0370322,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_22_07_0370322.jpg
张家潭-同德路,23,3020,150.95,2020.568,17719.459,17586.193,-0.752,3,0,70423,07/0470423,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_23_07_0470423.jpg
张家潭-同德路,24,3018,150.85,2019.362,18450.452,17938.329,-2.776,3,0,70424,07/0470424,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_24_07_0470424.jpg
张家潭-同德路,25,2961,148.0,2019.717,17774.1,17259.171,-2.897,2,0,70425,07/0470425,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_25_07_0470425.jpg
张家潭-同德路,26,3011,150.5,2019.137,18133.122,17365.797,-4.232,3,0,70526,07/0570526,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_26_07_0570526.jpg
张家潭-同德路,27,3003,150.1,2020.31,17776.925,17561.254,-1.213,3,0,70527,07/0570527,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_27_07_0570527.jpg
张家潭-同德路,28,3042,152.05,2019.057,17524.979,17455.206,-0.398,3,0,70528,07/0570528,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_28_07_0570528.jpg
张家潭-同德路,29,3010,150.45,2020.386,18189.168,18033.05,-0.858,3,0,70529,07/0570529,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_29_07_0570529.jpg
张家潭-同德路,30,3026,151.25,2020.168,17069.268,16996.015,-0.429,3,0,70530,07/0570530,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_30_07_0570530.jpg
张家潭-同德路,31,3035,151.7,2021.779,17552.356,17673.362,0.689,3,0,70531,07/0570531,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_31_07_0570531.jpg
张家潭-同德路,32,3017,150.8,2020.534,18006.356,17932.244,-0.412,3,1,70532,07/0570532,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_32_07_0570532.jpg
张家潭-同德路,33,3051,152.5,2019.988,18171.59,17803.081,-2.028,3,0,70633,07/0670633,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_33_07_0670633.jpg
张家潭-同德路,34,3020,150.95,2021.037,18151.548,18043.5,-0.595,3,0,70634,07/0670634,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_34_07_0670634.jpg
张家潭-同德路,35,3037,151.8,2020.651,17535.942,17586.803,0.29,3,0,70635,07/0670635,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_35_07_0670635.jpg
张家潭-同德路,36,3020,150.95,2020.303,17660.851,17567.825,-0.527,3,0,70636,07/0670636,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_36_07_0670636.jpg
张家潭-同德路,37,3022,151.05,2020.151,17765.52,17657.149,-0.61,3,0,70637,07/0670637,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_37_07_0670637.jpg
张家潭-同德路,38,3023,151.1,2020.88,18085.999,18004.746,-0.449,3,0,70638,07/0670638,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_38_07_0670638.jpg
张家潭-同德路,39,2987,149.3,2020.622,17501.397,17389.983,-0.637,2,0,70639,07/0670639,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_39_07_0670639.jpg
张家潭-同德路,40,2992,149.55,2018.195,15224.759,14895.262,-2.164,3,1,70640,07/0670640,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_40_07_0670640.jpg
张家潭-同德路,41,3017,150.8,2053.639,17564.428,17605.584,0.234,3,0,70841,07/0870841,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_41_07_0870841.jpg
张家潭-同德路,42,3011,150.5,2053.635,17777.222,17980.43,1.143,3,0,70842,07/0870842,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_42_07_0870842.jpg
张家潭-同德路,43,3012,150.55,2053.631,18080.588,18238.338,0.872,3,0,70843,07/0870843,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_43_07_0870843.jpg
张家潭-同德路,44,3003,150.1,2053.366,18029.083,18322.911,1.63,3,0,70844,07/0870844,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_44_07_0870844.jpg
张家潭-同德路,45,3032,151.55,2053.741,16975.589,17156.882,1.068,3,0,70845,07/0870845,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_45_07_0870845.jpg
张家潭-同德路,46,3032,151.55,2054.33,17457.202,17625.756,0.966,3,0,70846,07/0870846,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_46_07_0870846.jpg
张家潭-同德路,47,3034,151.65,2054.635,17665.906,17958.149,1.654,3,1,70847,07/0870847,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_47_07_0870847.jpg
张家潭-同德路,48,3023,151.1,2053.342,18642.756,18336.493,-1.643,3,0,70948,07/0970948,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_48_07_0970948.jpg
张家潭-同德路,49,3037,151.8,2053.524,17269.774,17623.787,2.05,3,0,70949,07/0970949,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_49_07_0970949.jpg
张家潭-同德路,50,3034,151.65,2053.625,17221.899,17741.003,3.014,3,0,70950,07/0970950,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_50_07_0970950.jpg
张家潭-同德路,51,3044,152.15,2054.437,17181.138,17463.238,1.642,3,0,70951,07/0970951,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_51_07_0970951.jpg
张家潭-同德路,52,2996,149.75,2053.566,18085.477,18258.833,0.959,3,0,70952,07/0970952,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_52_07_0970952.jpg
张家潭-同德路,53,3028,151.35,2053.758,17189.339,17494.84,1.777,3,0,70953,07/0970953,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_53_07_0970953.jpg
张家潭-同德路,54,3003,150.1,2053.326,17286.607,17581.046,1.703,3,0,70954,07/0970954,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_54_07_0970954.jpg
张家潭-同德路,55,2925,146.2,2053.661,18286.256,17502.992,-4.283,2,1,70955,07/0970955,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_55_07_0970955.jpg
张家潭-同德路,56,3013,150.6,2053.8,18074.358,18275.072,1.11,3,0,71056,07/1071056,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_56_07_1071056.jpg
张家潭-同德路,57,3025,151.2,2052.548,17341.569,17353.973,0.072,3,0,71057,07/1071057,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_57_07_1071057.jpg
张家潭-同德路,58,3041,152.0,2053.77,17644.305,18103.024,2.6,3,0,71058,07/1071058,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_58_07_1071058.jpg
张家潭-同德路,59,3169,158.4,2053.014,13988.254,14301.557,2.24,4,1,71059,07/1071059,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_59_07_1071059.jpg
张家潭-同德路,60,3022,151.05,2020.092,18102.867,17720.225,-2.114,3,0,71560,07/1571560,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_60_07_1571560.jpg
张家潭-同德路,61,2998,149.85,2021.051,18126.969,18045.253,-0.451,3,0,71561,07/1571561,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_61_07_1571561.jpg
张家潭-同德路,62,3020,150.95,2021.425,18020.93,17973.614,-0.263,3,0,71562,07/1571562,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_62_07_1571562.jpg
张家潭-同德路,63,3003,150.1,2021.011,17062.229,17000.671,-0.361,3,0,71563,07/1571563,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_63_07_1571563.jpg
张家潭-同德路,64,3019,150.9,2021.218,18060.682,17945.437,-0.638,3,0,71564,07/1571564,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_64_07_1571564.jpg
张家潭-同德路,65,3017,150.8,2021.25,17999.966,18013.71,0.076,3,0,71565,07/1571565,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_65_07_1571565.jpg
张家潭-同德路,66,3031,151.5,2021.088,17940.646,17941.138,0.003,3,0,71666,07/1671666,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_66_07_1671666.jpg
张家潭-同德路,67,3040,151.95,2020.414,17726.814,17767.203,0.228,3,0,71667,07/1671667,results_张家潭-同德路.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\张家潭-同德路\triple_axis_mlp\seg_67_07_1671667.jpg
