trip_no,section,global_trip_id,source_run_id,absolute_start,absolute_end,trainset,run_time_s,real_energy_wh,model_energy_wh,mass_t,run_class,quality_label,period
21,布政-张家潭,UP021_20240703_172946_R1077,1077,2024-07-03 17:29:46,2024-07-03 17:31:42,5014,115.85,13232.205925541664,13114.668731531707,215.24,3,0,
21,张家潭-同德路,UP021_20240703_172946_R1077,1078,2024-07-03 17:32:12,2024-07-03 17:34:42,5014,149.95,17951.45697715972,17334.228262281522,215.24,3,0,
21,同德路-石碶,UP021_20240703_172946_R1077,1079,2024-07-03 17:35:13,2024-07-03 17:36:59,5014,106.2,15779.037935069444,15273.793020354125,215.74,2,0,
21,石碶-雅渡,UP021_20240703_172946_R1077,1080,2024-07-03 17:37:33,2024-07-03 17:38:55,5014,81.85,13348.061429416666,13137.17670684308,216.64,3,0,
21,雅渡-庙堰,UP021_20240703_172946_R1077,1081,2024-07-03 17:39:25,2024-07-03 17:41:34,5014,128.95,22001.834883493055,20980.93549644263,216.94,2,0,
21,庙堰-钟公庙,UP021_20240703_172946_R1077,1082,2024-07-03 17:42:03,2024-07-03 17:43:37,5014,94.2,15408.251256388889,15293.451750802238,217.34,2,0,
21,钟公庙-鄞州区政府,UP021_20240703_172946_R1077,1083,2024-07-03 17:44:07,2024-07-03 17:45:37,5014,89.6,13321.702450395835,12923.22076216655,219.62,3,0,
21,鄞州区政府-钱湖南路,UP021_20240703_172946_R1077,1084,2024-07-03 17:46:16,2024-07-03 17:48:24,5014,127.65,19823.187901006946,19474.58210219966,225.2,2,0,
21,钱湖南路-南高教园区,UP021_20240703_172946_R1077,1085,2024-07-03 17:48:53,2024-07-03 17:50:30,5014,97.05,15624.457633604168,16074.461670098708,225.5,2,0,
21,南高教园区-下应路,UP021_20240703_172946_R1077,1086,2024-07-03 17:51:05,2024-07-03 17:52:56,5014,110.75,22000.440968305553,22242.5655686779,224.0,2,0,
21,下应路-大洋江,UP021_20240703_172946_R1077,1087,2024-07-03 17:53:25,2024-07-03 17:55:07,5014,101.45,14394.261426409723,14009.9039983815,223.7,2,0,
21,大洋江-泗港,UP021_20240703_172946_R1077,1088,2024-07-03 17:55:36,2024-07-03 17:57:08,5014,91.25,12300.333487375003,11859.446874991385,224.0,3,0,
21,泗港-曹隘,UP021_20240703_172946_R1077,1089,2024-07-03 17:57:37,2024-07-03 17:59:53,5014,136.15,22903.45625997222,23799.62362328883,225.4,4,0,
21,曹隘-柳隘,UP021_20240703_172946_R1077,1090,2024-07-03 18:00:24,2024-07-03 18:02:11,5014,106.55,21900.292859368055,17977.408135480284,225.2,2,0,
21,柳隘-海晏北路,UP021_20240703_172946_R1077,1091,2024-07-03 18:02:41,2024-07-03 18:04:10,5014,88.85,15255.175208833334,15372.671941971445,225.3,2,0,
21,海晏北路-民安东路,UP021_20240703_172946_R1077,1092,2024-07-03 18:04:55,2024-07-03 18:06:18,5014,83.55,16867.675705875,15833.921910464589,227.9,2,0,
21,民安东路-会展中心,UP021_20240703_172946_R1077,1093,2024-07-03 18:06:49,2024-07-03 18:08:06,5014,77.0,13965.9086344375,13948.224750468677,230.7,2,0,
21,会展中心-院士路,UP021_20240703_172946_R1077,1094,2024-07-03 18:08:35,2024-07-03 18:10:30,5014,115.0,15771.030065152778,15051.602534849379,230.0,3,0,
21,院士路-盎孟港,UP021_20240703_172946_R1077,1095,2024-07-03 18:11:00,2024-07-03 18:12:31,5014,90.25,20942.814695243058,20042.3872624318,228.1,3,0,
21,盎孟港-三官堂,UP021_20240703_172946_R1077,1096,2024-07-03 18:13:00,2024-07-03 18:15:11,5014,130.85,19882.071685270832,19819.17146004389,227.4,2,0,
21,三官堂-兴庄路,UP021_20240703_172946_R1077,1097,2024-07-03 18:15:41,2024-07-03 18:17:20,5014,98.55,11895.675290048612,12528.51937587061,223.31,2,0,
21,兴庄路-兴海南路,UP021_20240703_172946_R1077,1098,2024-07-03 18:17:50,2024-07-03 18:19:18,5014,88.35,14819.76481365972,15099.682359900262,219.22,2,0,
21,兴海南路-梅堰,UP021_20240703_172946_R1077,1099,2024-07-03 18:19:46,2024-07-03 18:21:07,5014,81.5,13070.483120083334,12730.70738780516,217.72,3,0,
21,梅堰-永茂路,UP021_20240703_172946_R1077,1100,2024-07-03 18:21:37,2024-07-03 18:26:51,5014,313.9,30135.157767083336,30735.727816471837,217.72,3,0,
21,永茂路-镇海大道,UP021_20240703_172946_R1077,1101,2024-07-03 18:27:19,2024-07-03 18:29:40,5014,141.75,17852.287667159726,18533.859208572052,217.52,2,0,
21,镇海大道-骆驼桥,UP021_20240703_172946_R1077,1102,2024-07-03 18:30:09,2024-07-03 18:32:05,5014,116.25,20266.535305597223,19869.995269867406,216.24,2,0,
