run_id,travel_time_raw_s,end_dist_m,mass_median_run,n_points_raw
07/0850706|50706|5012|UP,87.85,1010.6454,215.74,1758
07/0850708|50708|5012|UP,87.5,1010.918,215.64,1751
07/0850710|50710|5012|UP,87.85,1010.4681,215.34,1758
07/0951906|51906|5012|UP,89.0,1009.9709,215.34,1781
07/0951908|51908|5012|UP,87.6,1010.0241,216.04,1753
07/0951914|51914|5012|UP,88.6,1010.0311,219.22,1773
07/1053004|53004|5012|UP,87.85,1009.9557,216.54,1758
07/1251002|51002|5012|UP,88.05,1010.0414,215.44,1762
07/1251006|51006|5012|UP,88.65,1009.9638,215.84,1774
07/1251008|51008|5012|UP,87.55,1009.9904,217.32,1752
07/1251014|51014|5012|UP,87.55,1010.0132,216.94,1752
07/1251510|51510|5012|UP,87.3,1010.3025,216.34,1747
