station_pair,target_l_from_data_m,class3_time_median_s,class3_target_time_s,class3_peak_speed_ref_mps,class3_peak_speed_ref_kmh,T_acc_ref_s,T_mid_ref_s,T_br_ref_s,D_acc_ref_m,D_mid_ref_m,D_br_ref_m,ref_curve_distance_m,mass_median,n_runs_class3
院士路-盎孟港,1010.0275925925926,87.85000000000001,91.0,21.839243397404644,78.62127623065672,38.60000000000001,5.0,44.25,424.733764542122,108.0377663812788,480.0733931582532,1012.8449240816539,215.84,12
