message,trainID,time,routeID,received_at
routeEntry,priority_history,28800.0,editSpeed-106-R:STA_1_[106]-STA_2_[110],2026-07-02T15:05:03
routeEntry,priority_history,28800.0,editSpeed-106-R:STA_1_[106]-STA_2_[110],2026-07-02T15:10:48
routeEntry,priority_history,28800.0,editSpeed-106-R:STA_1_[106]-STA_2_[110],2026-07-02T15:11:31
routeEntry,priority_history,28948.0,editSpeed-110-R:STA_2_[110]-STA_3_[844],2026-07-02T15:05:03
routeEntry,priority_history,28948.0,editSpeed-110-R:STA_2_[110]-STA_3_[844],2026-07-02T15:10:48
routeEntry,priority_history,28948.0,editSpeed-110-R:STA_2_[110]-STA_3_[844],2026-07-02T15:11:32
routeEntry,priority_history,29128.0,editSpeed-844-R:STA_3_[844]-STA_4_[975],2026-07-02T15:05:03
routeEntry,priority_history,29128.0,editSpeed-844-R:STA_3_[844]-STA_4_[975],2026-07-02T15:10:48
routeEntry,priority_history,29128.0,editSpeed-844-R:STA_3_[844]-STA_4_[975],2026-07-02T15:11:32
routeEntry,priority_history,29269.0,editSpeed-975-R:STA_4_[975]-STA_5_[1013],2026-07-02T15:05:03
routeEntry,priority_history,29269.0,editSpeed-975-R:STA_4_[975]-STA_5_[1013],2026-07-02T15:10:49
routeEntry,priority_history,29269.0,editSpeed-975-R:STA_4_[975]-STA_5_[1013],2026-07-02T15:11:32
routeEntry,priority_history,29378.0,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],2026-07-02T15:05:04
routeEntry,priority_history,29378.0,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],2026-07-02T15:10:49
routeEntry,priority_history,29378.0,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],2026-07-02T15:11:32
routeEntry,priority_history,29542.0,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],2026-07-02T15:05:04
routeEntry,priority_history,29542.0,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],2026-07-02T15:10:50
routeEntry,priority_history,29542.0,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],2026-07-02T15:11:32
routeEntry,priority_history,29668.0,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],2026-07-02T15:05:04
routeEntry,priority_history,29668.0,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],2026-07-02T15:10:50
routeEntry,priority_history,29668.0,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],2026-07-02T15:11:33
routeEntry,priority_history,29789.0,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],2026-07-02T15:05:04
routeEntry,priority_history,29789.0,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],2026-07-02T15:10:50
routeEntry,priority_history,29789.0,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],2026-07-02T15:11:33
routeEntry,priority_history,29948.0,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],2026-07-02T15:05:04
routeEntry,priority_history,29948.0,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],2026-07-02T15:10:50
routeEntry,priority_history,29948.0,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],2026-07-02T15:11:33
routeEntry,priority_history,30074.0,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],2026-07-02T15:05:05
routeEntry,priority_history,30074.0,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],2026-07-02T15:10:51
routeEntry,priority_history,30074.0,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],2026-07-02T15:11:33
routeEntry,priority_history,30214.0,editSpeed-1306-R:STA_11_[1306]-STA_12_[1359],2026-07-02T15:05:05
routeEntry,priority_history,30214.0,editSpeed-1306-R:STA_11_[1306]-STA_12_[1359],2026-07-02T15:10:51
routeEntry,priority_history,30214.0,editSpeed-1306-R:STA_11_[1306]-STA_12_[1359],2026-07-02T15:11:33
