station_pair,class_name,status,reason,parent_ref,target_time_s,curve_csv,sim_time_s,peak_speed_kmh,total_dist_m
庙堰-钟公庙,class1,overspeed,最终生成曲线最高速度为 139.278711 km/h，超过 80.0 km/h，删除该等级,class2,89.0,,,,
庙堰-钟公庙,class2,generated,最终生成曲线后验检查通过，峰值 71.765309 km/h,class2,93.0,D:\energy_conservation\output\ato_generated_results_new_v3\庙堰-钟公庙\class2_generated_curve.csv,92.95,71.7653,1105.5844
庙堰-钟公庙,class3,generated,最终生成曲线后验检查通过，峰值 64.256999 km/h,class3,96.0,D:\energy_conservation\output\ato_generated_results_new_v3\庙堰-钟公庙\class3_generated_curve.csv,95.95,64.257,1105.4175
庙堰-钟公庙,class4,generated,最终生成曲线后验检查通过，峰值 56.141524 km/h,class3,101.0,D:\energy_conservation\output\ato_generated_results_new_v3\庙堰-钟公庙\class4_generated_curve.csv,101.0,56.1415,1105.6342
庙堰-钟公庙,class5,generated,最终生成曲线后验检查通过，峰值 50.704255 km/h,class3,106.0,D:\energy_conservation\output\ato_generated_results_new_v3\庙堰-钟公庙\class5_generated_curve.csv,105.95,50.7043,1105.132
