run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,91.9,92.95,0.942539,0.751929,0.990821,21.853133,19.934337,-1.918796
07/0850712|50712|5012|UP,91.45,92.95,0.929437,0.726995,0.991818,21.858931,19.934337,-1.924594
07/0850714|50714|5012|UP,91.8,92.95,0.914395,0.710805,0.991019,21.850419,19.934337,-1.916082
07/0951902|51902|5012|UP,91.8,92.95,0.9463,0.737421,0.987885,21.698071,19.934337,-1.763734
07/0951904|51904|5012|UP,91.9,92.95,1.010516,0.780247,0.98673,21.893044,19.934337,-1.958707
07/0951912|51912|5012|UP,92.1,92.95,1.062532,0.800203,0.98632,21.905556,19.934337,-1.971219
07/1050503|50503|5012|UP,92.05,92.95,0.942341,0.744968,0.991054,21.85,19.934337,-1.915663
07/1053002|53002|5012|UP,91.95,92.95,0.904722,0.709196,0.990604,21.699376,19.934337,-1.765039
07/1251004|51004|5012|UP,91.95,92.95,0.930842,0.71943,0.99151,21.883333,19.934337,-1.948996
07/1251012|51012|5012|UP,91.65,92.95,0.92515,0.716458,0.991588,21.905556,19.934337,-1.971219
