站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,116.4,116.4,30.0,146.4,1427.9,1428.0,44.16,64.71,44.14,2329,63.88,1057,64.35,64.64,12920.74,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,151.4,151.4,30.0,181.4,2020.37,2017.0,48.04,64.09,48.02,3029,62.74,1784,63.69,63.81,17135.04,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,110.05,110.05,30.0,140.05,1330.24,1332.0,43.52,68.07,43.5,2202,66.72,882,67.07,67.85,13978.13,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,81.35,81.35,30.0,111.35,826.88,827.0,36.59,72.07,36.57,1628,70.14,246,70.51,71.89,11778.06,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,132.65,132.65,30.0,162.65,1860.2,1860.0,50.48,73.94,50.47,2654,72.44,1244,73.0,73.7,20592.69,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,96.55,96.55,30.0,126.55,1086.79,1086.0,40.52,69.09,40.5,1932,65.83,595,66.12,68.96,12816.97,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,90.85,90.85,30.0,120.85,984.35,984.0,39.01,66.93,38.98,1818,64.38,548,64.45,66.78,10142.08,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,130.9,130.9,30.0,160.9,1811.64,1811.0,49.82,71.71,49.8,2619,70.83,1267,71.42,71.58,17980.46,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,100.1,100.1,30.0,130.1,1168.74,1155.0,42.03,69.91,42.01,2003,66.74,666,67.02,69.6,13949.81,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,114.55,114.55,30.0,144.55,1452.4,1452.0,45.64,69.97,45.62,2292,68.9,923,69.53,69.76,17814.38,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,106.9,106.9,30.0,136.9,1213.69,1214.0,40.87,62.24,40.85,2139,61.51,903,62.04,62.17,11887.32,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,90.6,90.6,30.0,120.6,958.41,957.0,38.08,62.99,38.06,1813,60.88,618,61.44,62.79,11700.87,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,135.05,135.05,30.0,165.05,1798.66,1798.0,47.95,77.74,47.93,2702,76.84,907,77.52,77.59,22489.91,215.94,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,106.05,106.05,30.0,136.05,1307.66,1307.0,44.39,76.02,44.37,2122,73.65,464,74.7,75.62,20873.11,215.84,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,88.75,88.75,30.0,118.75,980.55,980.0,39.77,76.1,39.75,1776,72.97,330,73.85,76.0,13530.29,215.84,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,83.3,83.3,30.0,113.3,864.75,865.0,37.37,74.0,37.35,1667,72.14,219,73.08,73.9,16827.36,216.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,76.9,76.9,30.0,106.9,725.29,724.0,33.95,68.09,33.93,1539,66.42,198,67.57,68.04,12308.4,216.34,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,114.4,114.4,30.0,144.4,1552.57,1562.0,48.86,77.47,48.84,2289,76.72,835,77.37,77.4,14441.79,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,91.3,91.3,30.0,121.3,995.04,994.0,39.23,76.01,39.21,1827,73.88,190,74.45,75.96,19327.71,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,138.5,138.5,30.0,168.5,1878.13,1877.0,48.82,68.57,48.8,2771,66.96,1444,67.45,68.37,16056.59,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,103.9,103.9,30.0,133.9,1081.07,1081.0,37.46,54.38,37.44,2079,53.11,963,53.46,54.3,10845.52,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,91.15,91.15,30.0,121.15,958.6,958.0,37.86,63.6,37.84,1824,61.06,602,61.39,63.23,12413.62,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
兴海南路-梅堰,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,81.9,81.9,30.0,111.9,833.7,833.0,36.65,72.56,36.62,1639,69.74,268,70.2,72.47,11657.92,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx
梅堰-永茂路,18,17,07/0370317,70317,5014,UP,工作日低峰,0.0,364.05,364.05,30.0,394.05,3676.39,3676.0,36.35,74.25,36.35,7282,72.23,1066,72.62,73.97,34150.14,215.24,5,1,1,data\data_processed_step2_v3_all_curve_quality\results_梅堰-永茂路.xlsx
永茂路-镇海大道,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,141.85,141.85,30.0,171.85,2132.87,2131.0,54.13,77.6,54.11,2838,77.16,1330,77.47,77.51,17811.56,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx
镇海大道-骆驼桥,18,17,07/0370317,70317,5014,UP,工作日平峰,0.0,116.35,116.35,0.0,116.35,1596.67,1593.0,49.4,77.71,49.38,2328,77.16,858,77.6,77.64,19908.62,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx
--- 总计 ---,,,,,,,,,,3055.75,750.0,3805.75,36523.56,36502.0,43.03,77.74,,,,,,,415339.09,...,,,,
