站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,117.3,117.3,30.0,147.3,1451.91,1428.0,44.56,66.68,44.54,2347,64.93,1075,65.43,66.4,14318.31,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,150.5,150.5,30.0,180.5,2053.63,2017.0,49.12,66.26,49.11,3011,64.43,1771,65.47,65.92,17777.22,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,111.6,111.6,30.0,141.6,1351.98,1332.0,43.61,66.83,43.59,2233,65.94,941,66.44,66.7,13152.3,215.34,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,79.15,79.15,30.0,109.15,839.59,827.0,38.19,72.9,38.16,1584,70.62,301,71.15,72.75,12314.57,215.74,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,136.4,136.4,30.0,166.4,1889.17,1860.0,49.86,71.2,49.84,2729,69.13,1394,69.93,70.62,19589.38,215.64,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,95.45,95.45,30.0,125.45,1104.15,1086.0,41.64,71.83,41.62,1910,69.17,570,69.22,71.67,14231.48,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,89.9,89.9,30.0,119.9,999.5,984.0,40.02,68.44,40.0,1799,67.54,513,68.14,68.37,10124.35,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,133.15,133.15,30.0,163.15,1839.34,1811.0,49.73,70.4,49.71,2664,69.56,1336,70.08,70.2,16895.34,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,101.2,101.2,30.0,131.2,1187.18,1155.0,42.23,66.3,42.21,2025,65.34,774,66.0,66.26,12719.05,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,116.0,116.0,30.0,146.0,1474.13,1452.0,45.75,71.3,45.73,2321,69.68,951,70.2,70.8,19198.66,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,105.55,105.55,30.0,135.55,1232.91,1214.0,42.05,64.58,42.03,2112,63.78,845,64.41,64.51,11498.39,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,91.95,91.95,30.0,121.95,973.24,957.0,38.1,61.43,38.08,1840,59.87,659,60.57,61.23,11123.2,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,134.3,134.3,30.0,164.3,1826.97,1798.0,48.97,79.0,48.95,2687,78.11,830,78.66,78.76,22641.29,215.84,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,105.9,105.9,30.0,135.9,1327.89,1307.0,45.14,75.91,45.12,2119,74.13,498,75.53,75.83,20340.89,216.04,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,88.8,88.8,30.0,118.8,996.16,980.0,40.38,76.0,40.36,1777,73.44,377,73.98,75.9,13708.0,216.14,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,84.05,84.05,30.0,114.05,878.22,865.0,37.62,73.83,37.59,1682,71.69,172,72.17,73.78,15530.79,216.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,77.35,77.35,30.0,107.35,736.65,724.0,34.29,68.76,34.26,1548,67.14,207,68.21,68.67,12126.73,216.64,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,115.25,115.25,30.0,145.25,1576.01,1562.0,49.23,78.61,49.21,2306,77.69,840,78.43,78.56,14497.53,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,90.05,90.05,30.0,120.05,1010.92,994.0,40.41,78.49,40.39,1802,75.6,226,76.55,78.43,18229.81,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,140.3,140.3,30.0,170.3,1906.18,1877.0,48.91,68.54,48.89,2807,66.85,1515,67.24,68.24,17590.31,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,104.0,104.0,30.0,134.0,1097.04,1081.0,37.97,55.42,37.96,2081,53.81,963,54.3,55.34,10805.44,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,91.7,91.7,30.0,121.7,973.87,958.0,38.23,63.02,38.21,1835,61.34,632,61.87,62.76,11547.83,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
兴海南路-梅堰,43,42,07/0870842,70842,5012,UP,工作日平峰,0.0,81.65,81.65,30.0,111.65,846.26,833.0,37.31,73.47,37.29,1634,70.77,272,70.92,73.3,11653.23,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx
梅堰-永茂路,43,42,07/0970942,70942,5012,UP,工作日低峰,0.0,325.5,325.5,30.0,355.5,3734.29,3676.0,41.3,59.45,41.29,6511,58.16,2001,58.55,58.66,26497.12,215.34,4,1,1,data\data_processed_step2_v3_all_curve_quality\results_梅堰-永茂路.xlsx
