run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,104.1,104.0,0.789579,0.531968,0.989249,21.588889,21.105087,-0.483802
07/0850712|50712|5012|UP,102.5,104.0,0.673385,0.567306,0.997095,21.832854,21.105087,-0.727767
07/0850714|50714|5012|UP,103.4,104.0,0.454926,0.29219,0.99644,21.463889,21.105087,-0.358802
07/0951902|51902|5012|UP,104.1,104.0,0.633713,0.468784,0.993019,21.663889,21.105087,-0.558802
07/0951904|51904|5012|UP,103.35,104.0,0.967854,0.776153,0.988058,21.852981,21.105087,-0.747894
07/0951912|51912|5012|UP,103.65,104.0,0.526416,0.377882,0.995264,21.48485,21.105087,-0.379763
07/1050503|50503|5012|UP,103.5,104.0,0.468916,0.334249,0.996186,21.444444,21.105087,-0.339357
07/1053002|53002|5012|UP,104.1,104.0,0.97708,0.750646,0.987086,21.716667,21.105087,-0.61158
07/1251004|51004|5012|UP,102.7,104.0,0.805519,0.681567,0.994101,21.888124,21.105087,-0.783037
07/1251012|51012|5012|UP,103.5,104.0,0.498692,0.348819,0.995668,21.602778,21.105087,-0.497691
