run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,112.4,111.95,0.278496,0.226449,0.999348,21.902778,22.222222,0.319444
07/0850712|50712|5012|UP,112.85,111.95,0.32047,0.266483,0.999092,21.887049,22.222222,0.335173
07/0850714|50714|5012|UP,112.85,111.95,0.297569,0.252073,0.999251,21.891933,22.222222,0.330289
07/0951902|51902|5012|UP,112.3,111.95,0.272217,0.218939,0.99939,21.908333,22.222222,0.313889
07/0951904|51904|5012|UP,112.1,111.95,0.275358,0.226841,0.999329,21.899482,22.222222,0.322741
07/0951912|51912|5012|UP,112.6,111.95,0.310278,0.256195,0.998998,21.911355,22.222222,0.310867
07/1050304|50304|5012|UP,113.2,111.95,0.457754,0.335843,0.997577,21.894444,22.222222,0.327778
07/1053002|53002|5012|UP,112.95,111.95,0.358814,0.293338,0.999112,21.78279,22.222222,0.439432
07/1251004|51004|5012|UP,113.3,111.95,0.516115,0.36034,0.996732,21.886959,22.222222,0.335264
07/1251012|51012|5012|UP,112.9,111.95,0.369823,0.291199,0.998605,21.897487,22.222222,0.324735
