run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,74.6,76.0,1.162398,0.819483,0.981895,18.866667,16.407316,-2.45935
07/0850712|50712|5012|UP,74.7,76.0,1.283573,0.870384,0.976215,19.077633,16.407316,-2.670317
07/0850714|50714|5012|UP,74.5,76.0,1.284142,0.869469,0.976657,19.098693,16.407316,-2.691376
07/0951902|51902|5012|UP,74.4,76.0,1.306891,0.890302,0.975473,19.1,16.407316,-2.692684
07/0951904|51904|5012|UP,74.3,76.0,1.298,0.877825,0.97657,19.1,16.407316,-2.692684
07/0951912|51912|5012|UP,74.45,76.0,1.320798,0.884466,0.975413,19.177778,16.407316,-2.770462
07/1050304|50304|5012|UP,74.6,76.0,1.448647,0.996658,0.970079,19.188889,16.407316,-2.781573
07/1053002|53002|5012|UP,74.8,76.0,1.270971,0.863709,0.97558,19.044214,16.407316,-2.636897
07/1251004|51004|5012|UP,74.4,76.0,1.465229,1.00884,0.969662,19.204407,16.407316,-2.797091
07/1251012|51012|5012|UP,74.55,76.0,1.317889,0.886162,0.975346,19.203415,16.407316,-2.796099
