class,curve_source,parent_ref,supporting_refs,real_sample_count,sample_reliability,template_source,template_run_id,template_distance_to_median_rmse_mps,center_time_median_s,time_s,samples,peak_v_kmh
class2,real,class2,class2,96,strong,medoid_real_run,07/3073124|73124|5012|UP,0.076201,76.95,76.95,96,68.34
class3,real,class3,class3,8,strong,medoid_real_run,07/2872907|72907|5012|UP,0.074029,78.2,78.2,8,66.75
