站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,89,88,07/1971988,71988,5014,UP,工作日低峰,0.0,118.25,118.25,30.0,148.25,1428.73,1428.0,43.5,64.49,43.48,2366,62.66,1122,63.16,64.23,14069.77,215.24,4,1,1,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,89,88,07/1971988,71988,5014,UP,工作日低峰,0.0,149.3,149.3,30.0,179.3,2021.74,2017.0,48.75,65.54,48.73,2987,64.23,1740,65.23,65.39,17809.04,215.24,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,89,88,07/1971988,71988,5014,UP,工作日低峰,0.0,110.1,110.1,30.0,140.1,1330.63,1332.0,43.51,66.42,43.49,2203,65.19,881,65.72,66.25,12326.58,215.24,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,89,88,07/1971988,71988,5014,UP,工作日低峰,0.0,83.85,83.85,30.0,113.85,827.31,827.0,35.52,70.07,35.5,1678,67.98,155,68.01,69.94,13144.79,216.14,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,89,88,07/1971988,71988,5014,UP,工作日低峰,0.0,131.95,131.95,30.0,161.95,1861.7,1860.0,50.79,76.52,50.77,2640,74.11,1131,74.39,76.34,20989.32,216.04,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,89,88,07/1971988,71988,5014,UP,工作日低峰,0.0,96.95,96.95,30.0,126.95,1087.34,1086.0,40.38,67.76,40.35,1940,65.82,619,66.23,67.52,12640.0,215.84,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,89,88,07/1971988,71988,5014,UP,工作日低峰,0.0,91.65,91.65,30.0,121.65,984.92,984.0,38.69,66.88,38.67,1834,64.33,546,64.36,66.74,10069.77,215.74,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,89,88,07/1971988,71988,5014,UP,工作日低峰,0.0,130.25,130.25,30.0,160.25,1812.9,1811.0,50.11,73.04,50.09,2606,71.92,1232,72.43,72.81,18419.58,216.42,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,89,88,07/1971988,71988,5014,UP,工作日低峰,0.0,100.55,100.55,30.0,130.55,1169.1,1155.0,41.86,67.74,41.84,2012,66.71,693,67.46,67.58,13560.08,216.82,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,89,88,07/2672688,72688,5012,UP,工作日高峰,0.0,111.2,111.2,30.0,141.2,1474.95,1452.0,47.75,78.81,47.73,2225,77.19,743,77.89,78.7,22594.89,234.7,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,89,88,07/2672688,72688,5012,UP,工作日高峰,0.0,103.05,103.05,30.0,133.05,1233.56,1214.0,43.09,70.22,43.07,2062,69.08,732,69.67,70.12,14554.75,236.7,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,89,88,07/2672688,72688,5012,UP,工作日高峰,0.0,92.05,92.05,30.0,122.05,973.04,957.0,38.05,61.86,38.03,1842,60.14,652,60.81,61.68,12246.64,236.8,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,89,88,07/1971988,71988,5014,UP,工作日低峰,0.0,130.65,130.65,30.0,160.65,1798.77,1798.0,49.56,77.76,49.55,2614,76.57,1054,77.4,77.52,22026.94,216.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,89,88,07/1971988,71988,5014,UP,工作日低峰,0.0,106.15,106.15,30.0,136.15,1307.81,1307.0,44.35,75.95,44.33,2124,73.67,448,74.69,75.52,20982.19,216.84,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,89,88,07/1971988,71988,5014,UP,工作日低峰,0.0,88.75,88.75,30.0,118.75,981.24,980.0,39.8,77.58,39.78,1776,76.38,287,77.41,77.55,14778.09,217.42,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,89,88,07/1971988,71988,5014,UP,工作日低峰,0.0,84.0,84.0,30.0,114.0,864.89,865.0,37.07,73.09,37.04,1681,71.51,235,72.76,73.01,16310.43,218.32,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,89,88,07/2672688,72688,5012,UP,工作日高峰,0.0,76.75,76.75,30.0,106.75,736.72,724.0,34.56,67.85,34.53,1536,64.76,235,65.73,67.77,12910.94,241.91,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,89,88,07/2672688,72688,5012,UP,工作日高峰,0.0,115.3,115.3,30.0,145.3,1576.74,1562.0,49.23,78.91,49.21,2307,78.22,835,78.79,78.86,16228.72,233.3,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,89,88,07/2672688,72688,5012,UP,工作日高峰,0.0,89.7,89.7,30.0,119.7,1010.21,994.0,40.54,78.89,40.52,1795,76.85,238,78.33,78.8,19667.49,224.71,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,89,88,07/2672688,72688,5012,UP,工作日高峰,0.0,130.95,130.95,30.0,160.95,1906.98,1877.0,52.43,78.16,52.41,2620,77.05,1155,77.64,77.94,18044.62,218.22,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,89,88,07/2672688,72688,5012,UP,工作日高峰,0.0,98.35,98.35,30.0,128.35,1098.04,1081.0,40.19,63.44,40.17,1968,62.48,710,63.2,63.38,11516.56,216.14,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,89,88,07/2672688,72688,5012,UP,工作日高峰,0.0,89.7,89.7,30.0,119.7,973.43,958.0,39.07,66.22,39.05,1795,63.85,524,64.13,66.16,12787.85,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
