send_order,section,trip_no,run_id_filter,selection_mode,global_trip_id,traceability_segment,traceability_source_run_id,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,14,,traceability,UP014_20240702_184325_R710,13,710,07/0270213,13,0,2279,cruise-avg,73.49,45.12,73.49,176,75.65,75.58,72.76,0,73.49,single-route,editSpeed-106-R:STA_1_[106]-STA_2_[110],0,editSpeed-106-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip014,"<setPositionSpeed trainID=""priority_history_trip014"" speed=""73.49"" startRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,14,,traceability,UP014_20240702_184325_R710,13,711,07/0270213,13,0,2925,cruise-avg,66.31,49.73,66.31,1641,67.25,67.21,67.12,0,66.31,single-route,editSpeed-110-R:STA_2_[110]-STA_3_[844],0,editSpeed-110-R:STA_2_[110]-STA_3_[844],999999,priority_history_trip014,"<setPositionSpeed trainID=""priority_history_trip014"" speed=""66.31"" startRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" startRouteOffset=""0"" endRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" endRouteOffset=""999999""/>",
3,同德路-石碶,14,,traceability,UP014_20240702_184325_R710,13,712,07/0270213,13,0,2112,cruise-avg,75.86,45.38,75.86,655,77.58,77.49,76.56,0,75.86,single-route,editSpeed-844-R:STA_3_[844]-STA_4_[975],0,editSpeed-844-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip014,"<setPositionSpeed trainID=""priority_history_trip014"" speed=""75.86"" startRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,14,,traceability,UP014_20240702_184325_R710,13,713,07/0270213,13,0,1637,cruise-avg,72.83,36.39,72.83,166,74.85,74.8,73.39,0,72.83,single-route,editSpeed-975-R:STA_4_[975]-STA_5_[1013],0,editSpeed-975-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip014,"<setPositionSpeed trainID=""priority_history_trip014"" speed=""72.83"" startRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,14,,traceability,UP014_20240702_184325_R710,13,714,07/0270213,13,0,2581,cruise-avg,77.24,51.89,77.24,1095,77.93,77.88,77.71,0,77.24,single-route,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],0,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip014,"<setPositionSpeed trainID=""priority_history_trip014"" speed=""77.24"" startRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",
6,庙堰-钟公庙,14,,traceability,UP014_20240702_184325_R710,13,715,07/0270213,13,0,1892,cruise-avg,74.1,41.37,74.1,421,77.6,77.47,74.83,0,74.1,single-route,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],0,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],999999,priority_history_trip014,"<setPositionSpeed trainID=""priority_history_trip014"" speed=""74.1"" startRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" startRouteOffset=""0"" endRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" endRouteOffset=""999999""/>",
7,钟公庙-鄞州区政府,14,,traceability,UP014_20240702_184325_R710,13,716,07/0270213,13,0,1763,cruise-avg,76.46,40.21,76.46,287,77.7,77.6,77.5,0,76.46,single-route,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],0,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],999999,priority_history_trip014,"<setPositionSpeed trainID=""priority_history_trip014"" speed=""76.46"" startRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" startRouteOffset=""0"" endRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" endRouteOffset=""999999""/>",
8,鄞州区政府-钱湖南路,14,,traceability,UP014_20240702_184325_R710,13,717,07/0270213,13,0,2527,cruise-avg,77.24,51.63,77.24,1069,77.68,77.62,77.58,0,77.24,single-route,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],0,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],999999,priority_history_trip014,"<setPositionSpeed trainID=""priority_history_trip014"" speed=""77.24"" startRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" startRouteOffset=""0"" endRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" endRouteOffset=""999999""/>",
9,钱湖南路-南高教园区,14,,traceability,UP014_20240702_184325_R710,13,718,07/0270213,13,0,1935,cruise-avg,76.94,43.5,76.94,476,77.77,77.67,77.58,0,76.94,single-route,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],0,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],999999,priority_history_trip014,"<setPositionSpeed trainID=""priority_history_trip014"" speed=""76.94"" startRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" startRouteOffset=""0"" endRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" endRouteOffset=""999999""/>",
10,南高教园区-下应路,14,,traceability,UP014_20240702_184325_R710,13,719,07/0270213,13,0,2214,cruise-avg,77.14,47.22,77.14,716,77.74,77.68,77.63,0,77.14,single-route,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],0,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],999999,priority_history_trip014,"<setPositionSpeed trainID=""priority_history_trip014"" speed=""77.14"" startRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" startRouteOffset=""0"" endRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" endRouteOffset=""999999""/>",
