section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,26,27,07/0570526,0,2403,mps,42.79,62.65,1127,0.92,64.32,64.05,62.97,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,26,27,07/0570526,0,3011,mps,48.28,64.11,1735,0.92,65.16,64.98,64.82,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,26,27,07/0570526,0,2123,mps,45.15,75.88,631,0.92,77.14,77.04,76.5,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,26,27,07/0570526,0,1640,mps,36.29,72.5,173,0.92,74.33,74.21,73.49,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,26,27,07/0570526,0,2602,mps,51.45,76.71,1102,0.92,77.33,77.29,77.17,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,26,27,07/0570526,0,1912,mps,40.95,73.93,438,0.92,77.22,77.03,74.24,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,26,27,07/0570526,0,1785,mps,39.69,75.93,278,0.92,77.2,77.13,77.01,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,26,27,07/0570526,0,2548,mps,51.19,76.75,1052,0.92,77.26,77.17,77.12,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,26,27,07/0570526,0,1954,mps,43.07,76.24,467,0.92,77.16,77.06,76.96,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,26,27,07/0570526,0,2226,mps,46.95,76.65,717,0.92,77.24,77.18,77.14,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,26,27,07/0570526,0,2068,mps,42.25,70.86,650,0.92,71.53,71.48,71.26,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,26,27,07/0570526,0,1764,mps,39.14,73.56,324,0.92,75.23,74.96,74.3,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,26,27,07/0570526,0,2580,mps,50.22,76.35,1046,0.92,77.36,77.16,77.11,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,26,27,07/0570526,0,2143,mps,43.93,72.91,479,0.92,75.13,74.79,74.2,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,26,27,07/0570526,0,1775,mps,39.79,76.05,291,0.92,77.27,77.2,77.04,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
