站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,27,26,07/0570526,70526,5014,UP,工作日低峰,0.0,120.1,120.1,30.0,150.1,1428.06,1428.0,42.81,64.32,42.79,2403,62.65,1127,62.97,64.05,15084.66,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,150.5,150.5,30.0,180.5,2019.14,2017.0,48.3,65.16,48.28,3011,64.11,1735,64.82,64.98,18133.12,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,106.1,106.1,30.0,136.1,1331.34,1332.0,45.17,77.14,45.15,2123,75.88,631,76.5,77.04,16184.29,215.44,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,81.95,81.95,30.0,111.95,826.69,827.0,36.32,74.33,36.29,1640,72.5,173,73.49,74.21,12750.75,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,130.05,130.05,30.0,160.05,1859.51,1860.0,51.47,77.33,51.45,2602,76.71,1102,77.17,77.29,21802.41,216.34,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,95.55,95.55,30.0,125.55,1087.54,1086.0,40.97,77.22,40.95,1912,73.93,438,74.24,77.03,16215.88,217.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,89.2,89.2,30.0,119.2,984.01,984.0,39.71,77.2,39.69,1785,75.93,278,77.01,77.13,13523.57,217.82,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,127.35,127.35,30.0,157.35,1811.4,1811.0,51.21,77.26,51.19,2548,76.75,1052,77.12,77.17,18426.5,217.72,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,97.65,97.65,30.0,127.65,1168.97,1155.0,43.1,77.16,43.07,1954,76.24,467,76.96,77.06,15119.51,217.94,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,111.25,111.25,30.0,141.25,1451.41,1452.0,46.97,77.24,46.95,2226,76.65,717,77.14,77.18,21272.96,218.72,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,103.35,103.35,30.0,133.35,1213.45,1214.0,42.27,71.53,42.25,2068,70.86,650,71.26,71.48,14575.52,220.1,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,88.15,88.15,30.0,118.15,958.85,957.0,39.16,75.23,39.14,1764,73.56,324,74.3,74.96,14274.56,220.0,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,128.95,128.95,30.0,158.95,1799.41,1798.0,50.24,77.36,50.22,2580,76.35,1046,77.11,77.16,20483.38,220.6,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,107.1,107.1,30.0,137.1,1307.42,1307.0,43.95,75.13,43.93,2143,72.91,479,74.2,74.79,21633.68,221.8,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,88.7,88.7,30.0,118.7,980.93,980.0,39.81,77.27,39.79,1775,76.05,291,77.04,77.2,15087.58,223.2,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,83.5,83.5,30.0,113.5,864.86,865.0,37.29,72.39,37.26,1671,70.26,254,70.97,72.31,16054.78,223.02,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,76.85,76.85,30.0,106.85,725.44,724.0,33.98,67.78,33.96,1538,66.54,222,67.47,67.74,12847.87,221.42,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,114.95,114.95,30.0,144.95,1551.32,1562.0,48.58,77.01,48.56,2300,76.46,832,76.96,76.98,15086.5,220.42,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,90.75,90.75,30.0,120.75,995.15,994.0,39.48,77.04,39.46,1816,75.14,244,76.58,76.98,19157.19,217.33,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,131.25,131.25,30.0,161.25,1878.38,1877.0,51.52,76.64,51.5,2626,75.82,1152,76.22,76.49,18206.65,216.54,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,27,26,07/0570526,70526,5014,UP,工作日高峰,0.0,98.25,98.25,30.0,128.25,1080.22,1081.0,39.58,62.22,39.56,1966,61.51,707,62.07,62.13,11445.94,216.04,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
