trip_no,section_index,站间区间,区间载重(t),全局趟次ID,历史segment,历史来源run_id,OT 历史区间里程(km),OT 历史机械能(kWh),OT 标准 DP区间里程(km),OT 标准 DP机械能(kWh),OT 停站宽松 5% DP区间里程(km),OT 停站宽松 5% DP机械能(kWh),OT Energy First DP区间里程(km),OT Energy First DP机械能(kWh),真实历史区间里程(km),真实历史能耗(kWh),标准 DP vs OpenTrack 历史图像路径,停站宽松 5% DP vs OpenTrack 历史图像路径,Energy First DP vs OpenTrack 历史图像路径,四源总览图像路径,OpenTrack历史 vs 真实历史图像路径
15,1,布政-张家潭,215.24,UP015_20240702_210016_R766,14.0,766.0,1.428,12.63680556,1.428,13.42766667,1.428,13.42766667,1.428,13.42766667,1.428374,13.07404736,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\01_standard_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\02_dwell5_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\03_energy_first_vs_ot_history\01_布政-张家潭_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\04_ot_history_vs_real_history\01_布政-张家潭_energy_distance.png
15,2,张家潭-同德路,215.24,UP015_20240702_210016_R766,14.0,767.0,2.017,16.31586111,2.017,16.87230556,2.017,16.61519444,2.017,18.08505556,2.020947,16.93092968,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\01_standard_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\02_dwell5_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\03_energy_first_vs_ot_history\02_张家潭-同德路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\04_ot_history_vs_real_history\02_张家潭-同德路_energy_distance.png
15,3,同德路-石碶,215.24,UP015_20240702_210016_R766,14.0,768.0,1.331,12.10202778,1.331,12.97044444,1.331,12.97044444,1.331,12.97044444,1.330911,12.33917899,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\01_standard_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\02_dwell5_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\03_energy_first_vs_ot_history\03_同德路-石碶_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\04_ot_history_vs_real_history\03_同德路-石碶_energy_distance.png
15,4,石碶-雅渡,215.44,UP015_20240702_210016_R766,14.0,769.0,0.827,9.52836111,0.827,10.29733333,0.827,10.29736111,0.827,10.29733333,0.827263,12.00065623,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\01_standard_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\02_dwell5_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\03_energy_first_vs_ot_history\04_石碶-雅渡_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\04_ot_history_vs_real_history\04_石碶-雅渡_energy_distance.png
15,5,雅渡-庙堰,215.44,UP015_20240702_210016_R766,14.0,770.0,1.86,20.45211111,1.86,20.79183333,1.86,18.72544444,1.86,20.79183333,1.860754,21.19063294,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\01_standard_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\02_dwell5_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\03_energy_first_vs_ot_history\05_雅渡-庙堰_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\04_ot_history_vs_real_history\05_雅渡-庙堰_energy_distance.png
15,6,庙堰-钟公庙,215.64,UP015_20240702_210016_R766,14.0,771.0,1.086,12.91616667,1.086,12.76969444,1.086,12.76969444,1.086,12.76969444,1.087543,13.06772677,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\01_standard_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\02_dwell5_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\03_energy_first_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\04_ot_history_vs_real_history\06_庙堰-钟公庙_energy_distance.png
15,7,钟公庙-鄞州区政府,215.54,UP015_20240702_210016_R766,14.0,772.0,0.984,9.68722222,0.984,8.39388889,0.984,8.39388889,0.984,6.50716667,0.984327,10.19300831,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\01_standard_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\02_dwell5_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\03_energy_first_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\04_ot_history_vs_real_history\07_钟公庙-鄞州区政府_energy_distance.png
15,8,鄞州区政府-钱湖南路,215.84,UP015_20240702_210016_R766,14.0,773.0,1.811,16.14955556,1.811,17.15511111,1.811,15.57080556,1.811,17.15511111,1.812156,16.11837227,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\01_standard_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\02_dwell5_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\03_energy_first_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\04_ot_history_vs_real_history\08_鄞州区政府-钱湖南路_energy_distance.png
15,9,钱湖南路-南高教园区,215.94,UP015_20240702_210016_R766,14.0,774.0,1.155,13.54591667,1.155,13.68219444,1.155,13.68219444,1.155,13.68219444,1.169396,13.63455381,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\01_standard_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\02_dwell5_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\03_energy_first_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\04_ot_history_vs_real_history\09_钱湖南路-南高教园区_energy_distance.png
15,10,南高教园区-下应路,215.94,UP015_20240702_210016_R766,14.0,775.0,1.452,17.12533333,1.452,17.36269444,1.452,17.36269444,1.452,17.36269444,1.452079,19.13883085,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\01_standard_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\02_dwell5_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\03_energy_first_vs_ot_history\10_南高教园区-下应路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\section_energy_distance\04_ot_history_vs_real_history\10_南高教园区-下应路_energy_distance.png
