站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,74,73,07/1771773,71773,5014,UP,工作日低峰,0.0,118.4,118.4,30.0,148.4,1428.53,1428.0,43.44,64.27,43.42,2369,62.71,1122,63.21,63.95,13987.76,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,74,73,07/1771773,71773,5014,UP,工作日低峰,0.0,149.95,149.95,30.0,179.95,2020.21,2017.0,48.5,65.46,48.49,3000,63.42,1766,64.36,65.1,18372.9,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,74,73,07/1771773,71773,5014,UP,工作日低峰,0.0,105.25,105.25,30.0,135.25,1332.18,1332.0,45.57,77.46,45.54,2106,76.1,630,76.64,77.33,15125.37,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,74,73,07/1771773,71773,5014,UP,工作日低峰,0.0,84.25,84.25,30.0,114.25,827.73,827.0,35.37,69.93,35.35,1686,67.85,152,67.7,69.86,13131.67,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,74,73,07/1771773,71773,5014,UP,工作日低峰,0.0,129.45,129.45,30.0,159.45,1860.5,1860.0,51.74,77.96,51.72,2590,77.12,1095,77.63,77.85,21793.92,215.34,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,74,73,07/1771773,71773,5014,UP,工作日低峰,0.0,94.25,94.25,30.0,124.25,1088.43,1086.0,41.57,77.47,41.55,1886,73.91,427,74.83,77.31,15801.38,215.44,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,74,73,07/1771773,71773,5014,UP,工作日低峰,0.0,88.35,88.35,30.0,118.35,984.7,984.0,40.12,77.6,40.1,1768,76.27,279,77.32,77.5,13448.67,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,74,73,07/1771773,71773,5014,UP,工作日低峰,0.0,127.15,127.15,30.0,157.15,1812.33,1811.0,51.31,77.57,51.29,2544,77.08,1071,77.42,77.49,19542.73,215.84,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,74,73,07/1771773,71773,5014,UP,工作日低峰,0.0,97.25,97.25,30.0,127.25,1170.01,1155.0,43.31,77.61,43.29,1946,76.7,463,77.37,77.5,15167.13,216.04,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,74,73,07/1771773,71773,5014,UP,工作日低峰,0.0,110.9,110.9,30.0,140.9,1452.42,1452.0,47.15,77.6,47.13,2219,77.01,716,77.48,77.52,21235.07,216.14,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,74,73,07/1771773,71773,5014,UP,工作日高峰,0.0,101.4,101.4,30.0,131.4,1213.93,1214.0,43.1,71.84,43.08,2029,71.26,639,71.72,71.76,13742.05,216.14,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
