section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,73,74,07/1771773,0,2369,mps,43.42,62.71,1122,0.92,64.27,63.95,63.21,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,73,74,07/1771773,0,3000,mps,48.49,63.42,1766,0.92,65.46,65.1,64.36,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,73,74,07/1771773,0,2106,mps,45.54,76.1,630,0.92,77.46,77.33,76.64,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,73,74,07/1771773,0,1686,mps,35.35,67.85,152,0.92,69.93,69.86,67.7,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,73,74,07/1771773,0,2590,mps,51.72,77.12,1095,0.92,77.96,77.85,77.63,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,73,74,07/1771773,0,1886,mps,41.55,73.91,427,0.92,77.47,77.31,74.83,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,73,74,07/1771773,0,1768,mps,40.1,76.27,279,0.92,77.6,77.5,77.32,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,73,74,07/1771773,0,2544,mps,51.29,77.08,1071,0.92,77.57,77.49,77.42,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,73,74,07/1771773,0,1946,mps,43.29,76.7,463,0.92,77.61,77.5,77.37,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,73,74,07/1771773,0,2219,mps,47.13,77.01,716,0.92,77.6,77.52,77.48,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,73,74,07/1771773,0,2029,mps,43.08,71.26,639,0.92,71.84,71.76,71.72,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,73,74,07/1771773,0,1827,mps,37.81,60.95,582,0.92,64.33,64.08,61.43,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,73,74,07/1671673,1,2704,mps,47.9,76.45,927,0.92,77.36,77.19,77.14,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,73,74,07/1671673,1,2146,mps,43.85,72.99,489,0.92,74.87,74.59,74.18,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,73,74,07/1671673,1,1779,mps,39.71,76.1,288,0.92,77.3,77.24,77.07,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,73,74,07/1671673,1,1688,mps,36.91,70.9,224,0.92,72.76,72.68,72.2,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,73,74,07/1771773,0,1533,mps,34.08,66.38,198,0.92,68.04,67.94,67.53,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,73,74,07/1771773,0,2307,mps,48.44,76.88,825,0.92,77.63,77.54,77.46,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,73,74,07/1771773,0,1819,mps,39.39,75.67,257,0.92,77.49,77.38,77.24,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,73,74,07/1771773,0,2632,mps,51.4,76.06,1166,0.92,76.95,76.75,76.55,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,73,74,07/1771773,0,1961,mps,39.67,61.62,706,0.92,62.61,62.51,62.38,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
22,兴庄路-兴海南路,73,74,07/1771773,0,1759,mps,39.26,71.18,371,0.92,72.03,71.94,71.89,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx,
23,兴海南路-梅堰,73,74,07/1771773,0,1629,mps,36.84,75.29,161,0.92,77.19,77.11,75.93,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx,
25,永茂路-镇海大道,73,74,07/1771773,0,2840,mps,54.07,77.02,1336,0.92,77.44,77.37,77.34,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx,
26,镇海大道-骆驼桥,73,74,07/1771773,0,2330,mps,49.35,77.08,866,0.92,77.68,77.63,77.5,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx,
